,ENTREZID,SYMBOL
4656,10163,WASF2
4657,10164,CHST4
4658,10165,SLC25A13
4659,10168,ZNF197
4660,10172,ZNF256
4661,10174,SORBS3
4662,10186,LHFPL6
4663,10195,ALG3
4664,10209,EIF1
4665,10210,TOPORS
4666,10212,DDX39A
4667,10213,PSMD14
4668,10229,COQ7
4669,10233,LRRC23
4670,10236,HNRNPR
4671,10239,AP3S2
4672,10250,SRRM1
4673,10260,DENND4A
4674,10267,RAMP1
4675,10268,RAMP3
4676,1027,CDKN1B
4677,10270,AKAP8
4678,10287,RGS19
4679,10294,DNAJA2
4680,10295,BCKDK
4681,10298,PAK4
4682,1030,CDKN2B
4683,10302,SNAPC5
4684,10313,RTN3
4685,10319,LAMC3
4686,10329,RXYLT1
4687,1033,CDKN3
4688,10336,PCGF3
4689,10342,TFG
4690,10376,TUBA1B
4691,1039,CDR2
4692,10391,CORO2B
4693,10392,NOD1
4694,10397,NDRG1
4695,10399,RACK1
4696,10419,PRMT5
4697,10420,TESK2
4698,10428,CFDP1
4699,10432,RBM14
4700,10434,LYPLA1
4701,10435,CDC42EP2
4702,10436,EMG1
4703,10446,LRRN2
4704,10464,PIBF1
4705,10469,TIMM44
4706,1047,CLGN
4707,10472,ZBTB18
4708,10477,UBE2E3
4709,10480,EIF3M
4710,10482,NXF1
4711,10487,CAP1
4712,10488,CREB3
4713,10489,LRRC41
4714,10491,CRTAP
4715,10493,VAT1
4716,10499,NCOA2
4717,10500,SEMA6C
4718,10509,SEMA4B
4719,10519,CIB1
4720,10524,KAT5
4721,10526,IPO8
4722,10528,NOP56
4723,10529,NEBL
4724,10531,PITRM1
4725,10533,ATG7
4726,1054,CEBPG
4727,10541,ANP32B
4728,10549,PRDX4
4729,10550,ARL6IP5
4730,10555,AGPAT2
4731,10557,RPP38
4732,10564,ARFGEF2
4733,10569,SLU7
4734,10570,DPYSL4
4735,10572,SIVA1
4736,10580,SORBS1
4737,10585,POMT1
4738,10587,TXNRD2
4739,10588,MTHFS
4740,10589,DRAP1
4741,10594,PRPF8
4742,1060,CENPC
4743,10616,RBCK1
4744,10621,POLR3F
4745,10622,POLR3G
4746,10625,IVNS1ABP
4747,10630,PDPN
4748,10633,RASL10A
4749,10637,LEFTY1
4750,10640,EXOC5
4751,10641,NPRL2
4752,10642,IGF2BP1
4753,10647,SCGB1D2
4754,10651,MTX2
4755,10655,DMRT2
4756,10658,CELF1
4757,10663,CXCR6
4758,10678,B3GNT2
4759,10693,CCT6B
4760,107,ADCY1
4761,10713,USP39
4762,10718,NRG3
4763,10723,SLC12A7
4764,10732,TCFL5
4765,10733,PLK4
4766,10736,SIX2
4767,10742,RAI2
4768,10773,ZBTB6
4769,10776,ARPP19
4770,10781,ZNF266
4771,10797,MTHFD2
4772,10799,RPP40
4773,10804,GJB6
4774,10807,ENTR1
4775,10815,CPLX1
4776,10847,SRCAP
4777,10867,TSPAN9
4778,10869,USP19
4779,10885,WDR3
4780,10887,PROKR1
4781,10894,LYVE1
4782,10897,YIF1A
4783,10905,MAN1A2
4784,10923,SUB1
4785,10927,SPIN1
4786,10933,MORF4L1
4787,10936,GPR75
4788,10939,AFG3L2
4789,10947,AP3M2
4790,10948,STARD3
4791,10959,TMED2
4792,10963,STIP1
4793,10979,FERMT2
4794,10980,COPS6
4795,10981,RAB32
4796,10982,MAPRE2
4797,10984,KCNQ1OT1
4798,10989,IMMT
4799,11001,SLC27A2
4800,11014,KDELR2
4801,11015,KDELR3
4802,11030,RBPMS
4803,11031,RAB31
4804,11033,ADAP1
4805,11034,DSTN
4806,11046,SLC35D2
4807,11051,NUDT21
4808,11054,OGFR
4809,11056,DDX52
4810,11060,WWP2
4811,1108,CHD4
4812,11083,DIDO1
4813,11091,WDR5
4814,11093,ADAMTS13
4815,11096,ADAMTS5
4816,11097,NUP42
4817,111,ADCY5
4818,11101,ATE1
4819,11104,KATNA1
4820,11112,HIBADH
4821,11116,CEP43
4822,1112,FOXN3
4823,11128,POLR3A
4824,11133,KPTN
4825,11135,CDC42EP1
4826,11143,KAT7
4827,11154,AP4S1
4828,11158,RABL2B
4829,11168,PSIP1
4830,11173,ADAMTS7
4831,11183,MAP4K5
4832,11188,NISCH
4833,11190,CEP250
4834,11194,ABCB8
4835,11196,SEC23IP
4836,11200,CHEK2
4837,11201,POLI
4838,11213,IRAK3
4839,11222,MRPL3
4840,11224,RPL35
4841,11237,RNF24
4842,112398,EGLN2
4843,112476,PRRT2
4844,11260,XPOT
4845,11264,PXMP4
4846,11266,DUSP12
4847,112714,TUBA3E
4848,112752,IFT43
4849,112849,L3HYPDH
4850,1129,CHRM2
4851,112970,KTI12
4852,113146,AHNAK2
4853,11315,PARK7
4854,113174,SAAL1
4855,11319,ECD
4856,11325,DDX42
4857,113263,GLCCI1
4858,11329,STK38
4859,11333,PDAP1
4860,11337,GABARAP
4861,113419,TEX261
4862,11343,MGLL
4863,113451,AZIN2
4864,113540,CMTM1
4865,1138,CHRNA5
4866,113802,HENMT1
4867,114038,LINC00313
4868,114044,MCM3AP-AS1
4869,114112,TXNRD3
4870,114569,MAL2
4871,114788,CSMD3
4872,114789,SLC25A25
4873,114801,TMEM200A
4874,114836,SLAMF6
4875,114881,OSBPL7
4876,114908,TMEM123
4877,114926,SMIM19
4878,114991,ZNF618
4879,1152,CKB
4880,115209,OMA1
4881,115416,MALSU1
4882,115548,FCHO2
4883,115703,ARHGAP33
4884,116092,DNTTIP1
4885,116113,FOXP4
4886,116138,KLHDC3
4887,116154,PHACTR3
4888,116238,TLCD1
4889,116328,C8orf34
4890,116442,RAB39B
4891,116541,MRPL54
4892,116832,RPL39L
4893,117,ADCYAP1R1
4894,117143,TADA1
4895,117145,THEM4
4896,117177,RAB3IP
4897,1181,CLCN2
4898,1184,CLCN5
4899,118426,BORCS5
4900,118442,GPR62
4901,118460,EXOSC6
4902,1186,CLCN7
4903,118881,COMTD1
4904,118932,ANKRD22
4905,119,ADD2
4906,119032,BORCS7
4907,1191,CLU
4908,1195,CLK1
4909,119710,IFTAP
4910,1203,CLN5
4911,120400,NXPE1
4912,120935,CCDC38
4913,121053,NOPCHAP1
4914,121260,SLC15A4
4915,121268,RHEBL1
4916,121391,KRT74
4917,121456,SLC9A7P1
4918,121504,H4C16
4919,121642,ALKBH2
4920,121665,SPPL3
4921,122060,SLAIN1
4922,122622,ADSS1
4923,122773,KLHDC1
4924,122809,SOCS4
4925,1232,CCR3
4926,1235,CCR6
4927,123606,NIPA1
4928,1238,ACKR2
4929,123920,CMTM3
4930,124221,PRSS30P
4931,124401,ANKS3
4932,124491,TMEM170A
4933,124583,CANT1
4934,124935,SLC43A2
4935,124961,ZFP3
4936,124976,SPNS2
4937,124997,WDR81
4938,125931,CEACAM20
4939,125950,RAVER1
4940,126003,TRAPPC5
4941,126133,ALDH16A1
4942,126299,ZNF428
4943,1263,PLK3
4944,126375,ZNF792
4945,126526,C19orf47
4946,126567,C2CD4C
4947,126917,IFFO2
4948,127002,ATXN7L2
4949,127018,LYPLAL1
4950,127077,OR2T11
4951,127602,DNAH14
4952,127687,C1orf122
4953,127703,C1orf216
4954,127833,SYT2
4955,1280,COL2A1
4956,128209,KLF17
4957,128414,NKAIN4
4958,128439,SNHG11
4959,128866,CHMP4B
4960,128869,PIGU
4961,1289,COL5A1
4962,129049,SGSM1
4963,129138,ANKRD54
4964,1292,COL6A2
4965,129450,TYW5
4966,129563,DIS3L2
4967,129642,MBOAT2
4968,129685,TAF8
4969,129787,TMEM18
4970,129831,RBM45
4971,129881,CFAP210
4972,130132,RFTN2
4973,130367,SGPP2
4974,130535,KCTD18
4975,1306,COL15A1
4976,130752,MDH1B
4977,1310,COL19A1
4978,1312,COMT
4979,1315,COPB1
4980,131583,FAM43A
4981,131601,TPRA1
4982,131616,TMEM42
4983,1318,SLC31A2
4984,132204,SYNPR
4985,132430,PABPC4L
4986,1326,MAP3K8
4987,132660,LIN54
4988,132724,TMPRSS11B
4989,132789,GNPDA2
4990,132851,SPATA4
4991,132989,C4orf36
4992,133522,PPARGC1B
4993,133686,NADK2
4994,133957,CCDC127
4995,134111,UBE2QL1
4996,134218,DNAJC21
4997,134285,TMEM171
4998,134359,POC5
4999,134466,ZNF300P1
5000,135458,HUS1B
5001,136051,ZNF786
5002,1362,CPD
5003,1365,CLDN3
5004,137814,NKX2-6
5005,137872,ADHFE1
5006,137886,UBXN2B
5007,1381,CRABP1
5008,138151,NACC2
5009,138474,TAF1L
5010,1386,ATF2
5011,138716,RPP25L
5012,139170,DCAF12L1
5013,140,ADORA3
5014,140465,MYL6B
5015,140606,SELENOM
5016,140612,ZFP28
5017,140688,NOL4L
5018,140689,CBLN4
5019,140735,DYNLL2
5020,1408,CRY2
5021,140823,ROMO1
5022,140828,LINC00261
5023,140862,ISM1
5024,140886,PABPC5
5025,140890,SREK1
5026,1413,CRYBA4
5027,142,PARP1
5028,142940,TRUB1
5029,143384,CACUL1
5030,1434,CSE1L
5031,143458,LDLRAD3
5032,143666,LOC143666
5033,144100,PLEKHA7
5034,144193,AMDHD1
5035,144348,ZNF664
5036,144404,TMEM120B
5037,144423,GLT1D1
5038,144453,BEST3
5039,144717,PHETA1
5040,145216,PPP1R13B-DT
5041,145258,GSC
5042,145282,MIPOL1
5043,1453,CSNK1D
5044,145482,PTGR2
5045,145501,ISM2
5046,145748,LYSMD4
5047,145781,GCOM1
5048,145853,C15orf61
5049,145957,NRG4
5050,146059,CDAN1
5051,146223,CMTM4
5052,146562,DNAAF8
5053,1466,CSRP2
5054,146802,SLC47A2
5055,147040,KCTD11
5056,147179,WIPF2
5057,147381,CBLN2
5058,1474,CST6
5059,147495,APCDD1
5060,1476,CSTB
5061,147694,ZNF548
5062,1478,CSTF2
5063,147947,ZNF542P
5064,148066,ZNRF4
5065,148398,SAMD11
5066,148418,SAMD13
5067,148423,C1orf52
5068,1486,CTBS
5069,148696,LOC148696
5070,148867,SLC30A7
5071,149069,DCDC2B
5072,149111,CNIH3
5073,149175,MANEAL
5074,149420,PDIK1L
5075,149499,LRRC71
5076,149603,RNF187
5077,149620,CHIAP2
5078,149773,APCDD1L-DT
5079,150223,YDJC
5080,150274,HSCB
5081,150291,MORC2-AS1
5082,150472,ZNG1B
5083,1509,CTSD
5084,151009,LINC01106
5085,151011,SEPTIN10
5086,151050,KANSL1L
5087,151195,CCNYL1
5088,1514,CTSL
5089,151507,MSL3P1
5090,151647,TAFA4
5091,151742,PPM1L
5092,1519,CTSO
5093,152007,GLIPR2
5094,152687,ZNF595
5095,1528,CYB5A
5096,152815,THAP6
5097,152992,TRMT44
5098,153241,CEP120
5099,153328,SLC25A48
5100,1534,CYB561
5101,153572,IRX2
5102,153768,PRELID2
5103,153910,LOC153910
5104,154,ADRB2
5105,154141,MBOAT1
5106,154313,CFAP206
5107,154467,CCDC167
5108,154661,RUNDC3B
5109,154810,AMOTL1
5110,154881,KCTD7
5111,155060,LOC155060
5112,155370,SBDSP1
5113,155382,VPS37D
5114,1557,CYP2C19
5115,156,GRK2
5116,157378,TMEM65
5117,157506,RDH10
5118,157695,TDRP
5119,158358,KIAA2026
5120,158471,PRUNE2
5121,158763,ARHGAP36
5122,158809,MAGEB6
5123,158833,AWAT1
5124,159296,NKX2-3
5125,159989,DEUP1
5126,1600,DAB1
5127,160418,TMTC3
5128,160428,ALDH1L2
5129,160622,TAMALIN
5130,160760,PPTC7
5131,160857,CCDC122
5132,161145,TMEM229B
5133,161176,SYNE3
5134,161436,EML5
5135,161753,CIMAP1C
5136,162333,MARCHF10
5137,1627,DBN1
5138,162968,ZNF497
5139,163115,ZNF781
5140,1632,ECI1
5141,1633,DCK
5142,1636,ACE
5143,164781,DAW1
5144,1650,DDOST
5145,165140,OXER1
5146,165257,C1QL2
5147,1655,DDX5
5148,1657,DMXL1
5149,165918,RNF168
5150,1660,DHX9
5151,1663,DDX11
5152,166336,PRICKLE2
5153,166793,ZBTB49
5154,1670,DEFA5
5155,167555,FAM151B
5156,1678,TIMM8A
5157,168455,CCDC71L
5158,168544,ZNF467
5159,169166,SNX31
5160,169714,QSOX2
5161,169841,ZNF169
5162,170082,TCEANC
5163,170463,SSBP4
5164,170690,ADAMTS16
5165,170850,KCNG3
5166,171019,ADAMTS19
5167,171023,ASXL1
5168,171024,SYNPO2
5169,171425,CLYBL
5170,171568,POLR3H
5171,171586,ABHD3
5172,1718,DHCR24
5173,1720,DHFRP3
5174,1725,DHPS
5175,1736,DKC1
5176,1742,DLG4
5177,175,AGA
5178,1770,DNAH9
5179,1780,DYNC1I1
5180,1786,DNMT1
5181,1789,DNMT3B
5182,1793,DOCK1
5183,1806,DPYD
5184,1810,DR1
5185,1814,DRD3
5186,1815,DRD4
5187,1819,DRG2
5188,182,JAG1
5189,1821,DRP2
5190,1836,SLC26A2
5191,1838,DTNB
5192,1841,DTYMK
5193,1847,DUSP5
5194,185,AGTR1
5195,1852,DUSP9
5196,1854,DUT
5197,1855,DVL1
5198,1856,DVL2
5199,1859,DYRK1A
5200,1876,E2F6
5201,1877,E4F1
5202,1891,ECH1
5203,1903,S1PR3
5204,1917,EEF1A2
5205,192670,AGO4
5206,192683,SCAMP5
5207,1956,EGFR
5208,196074,METTL15
5209,1962,EHHADH
5210,196394,AMN1
5211,196441,ZFC3H1
5212,196463,PLBD2
5213,196483,EEF2KMT
5214,196528,ARID2
5215,1967,EIF2B1
5216,197320,ZNF778
5217,1975,EIF4B
5218,1979,EIF4EBP2
5219,1981,EIF4G1
5220,1992,SERPINB1
5221,199857,ALG14
5222,2000,ELF4
5223,200185,KRTCAP2
5224,200186,CRTC2
5225,200315,APOBEC3A
5226,200373,CFAP221
5227,200403,VWA3B
5228,2005,ELK4
5229,2006,ELN
5230,200772,UICLM
5231,200894,ARL13B
5232,200916,RPL22L1
5233,200942,KLHDC8B
5234,201161,CENPV
5235,201475,RAB12
5236,201595,STT3B
5237,201626,PDE12
5238,201725,C4orf46
5239,201780,SLC10A4
5240,201965,RWDD4
5241,202181,SIMC1P1
5242,2026,ENO2
5243,203102,ADAM32
5244,2033,EP300
5245,2040,STOM
5246,2048,EPHB2
5247,205,AK4
5248,2052,EPHX1
5249,205327,C2orf69
5250,205564,SENP5
5251,2058,EPRS1
5252,2059,EPS8
5253,2063,NR2F6
5254,2065,ERBB3
5255,2078,ERG
5256,2081,ERN1
5257,2091,FBL
5258,2103,ESRRB
5259,2107,ETF1
5260,2119,ETV5
5261,2120,ETV6
5262,2149,F2R
5263,2166,FAAH
5264,2170,FABP3
5265,2178,FANCE
5266,2180,ACSL1
5267,2181,ACSL3
5268,2184,FAH
5269,2192,FBLN1
5270,219285,SAMD9L
5271,219445,OR7E5P
5272,219699,UNC5B
5273,2197,FAU
5274,219736,STOX1
5275,219743,TYSND1
5276,219931,TPCN2
5277,22,ABCB7
5278,220001,VWCE
5279,220032,GDPD4
5280,220042,DDIAS
5281,220074,LRTOMT
5282,220164,DOK6
5283,220323,OAF
5284,220929,ZNF438
5285,220972,MARCHF8
5286,221060,RPP38-DT
5287,221092,HNRNPUL2
5288,221154,MICU2
5289,221400,TDRD6
5290,221491,SMIM29
5291,221749,PXDC1
5292,221785,ZSCAN25
5293,221786,FAM200A
5294,221823,PRPS1L1
5295,221914,GPC2
5296,221955,DAGLB
5297,222194,RSBN1L
5298,222223,ELAPOR2
5299,222234,FAM185A
5300,222236,NAPEPLD
5301,222255,ATXN7L1
5302,2224,FDPS
5303,222826,FAM217A
5304,222865,TMEM130
5305,2230,FDX1
5306,2247,FGF2
5307,2256,FGF11
5308,2261,FGFR3
5309,2271,FH
5310,2275,FHL3
5311,22794,CASC3
5312,22809,ATF5
5313,22834,ZNF652
5314,22838,RNF44
5315,22839,DLGAP4
5316,22853,LMTK2
5317,2286,FKBP2
5318,22862,FNDC3A
5319,22870,PPP6R1
5320,22876,INPP5F
5321,22878,TRAPPC8
5322,2288,FKBP4
5323,22888,UBOX5
5324,22894,DIS3
5325,2290,FOXG1
5326,22903,BTBD3
5327,22905,EPN2
5328,22911,WDR47
5329,22916,NCBP2
5330,22921,MSRB2
5331,22924,MAPRE3
5332,22929,SEPHS1
5333,22933,SIRT2
5334,22938,SNW1
5335,2294,FOXF1
5336,22943,DKK1
5337,22948,CCT5
5338,22981,NINL
5339,22983,MAST1
5340,22986,SORCS3
5341,23001,WDFY3
5342,23005,MAPKBP1
5343,23008,KLHDC10
5344,23014,FBXO21
5345,23020,SNRNP200
5346,23028,KDM1A
5347,23043,TNIK
5348,23046,KIF21B
5349,23048,FNBP1
5350,23049,SMG1
5351,23054,NCOA6
5352,23057,NMNAT2
5353,23070,CMTR1
5354,23072,HECW1
5355,23077,MYCBP2
5356,23080,AVL9
5357,23087,TRIM35
5358,23094,SIPA1L3
5359,2310,FOXO3B
5360,23119,HIC2
5361,23129,PLXND1
5362,23155,CLCC1
5363,23161,SNX13
5364,23168,RTF1
5365,23170,TTLL12
5366,23176,SEPTIN8
5367,23177,CEP68
5368,23184,MESD
5369,23190,UBXN4
5370,23191,CYFIP1
5371,23193,GANAB
5372,23207,PLEKHM2
5373,23215,PRRC2C
5374,23223,RRP12
5375,23225,NUP210
5376,23230,VPS13A
5377,2324,FLT4
5378,23242,COBL
5379,23244,PDS5A
5380,23251,MINAR1
5381,23252,OTUD3
5382,23254,KAZN
5383,23256,SCFD1
5384,23261,CAMTA1
5385,23271,CAMSAP2
5386,23274,CLEC16A
5387,23279,NUP160
5388,23283,CSTF2T
5389,23301,EHBP1
5390,23304,UBR2
5391,23341,DNAJC16
5392,23348,DOCK9
5393,23360,FNBP4
5394,23368,PPP1R13B
5395,23369,PUM2
5396,23379,ICE1
5397,23386,NUDCD3
5398,23397,NCAPH
5399,23398,PPWD1
5400,23416,KCNH3
5401,2342,FNTB
5402,23421,ITGB3BP
5403,23433,RHOQ
5404,23435,TARDBP
5405,23446,SLC44A1
5406,23463,ICMT
5407,23464,GCAT
5408,23475,QPRT
5409,23479,ISCU
5410,23483,TGDS
5411,23505,TMEM131
5412,23514,SPIDR
5413,23524,SRRM2
5414,2353,FOS
5415,23536,ADAT1
5416,23542,MAPK8IP2
5417,2355,FOSL2
5418,23552,CDK20
5419,23566,LPAR3
5420,23568,ARL2BP
5421,23587,ELP5
5422,23588,KLHDC2
5423,23595,ORC3
5424,23598,PATZ1
5425,23608,MKRN1
5426,23609,MKRN2
5427,23619,ZIM2
5428,23630,KCNE5
5429,23637,RABGAP1
5430,23644,EDC4
5431,23646,PLD3
5432,23648,SSBP3
5433,23677,SH3BP4
5434,23731,TMEM245
5435,23759,PPIL2
5436,23764,MAFF
5437,23768,FLRT2
5438,23769,FLRT1
5439,23774,BRD1
5440,23788,MTCH2
5441,24142,NAA80
5442,24146,CLDN15
5443,245806,VGLL2
5444,245812,CNPY4
5445,245938,DEFB125
5446,245973,ATP6V1C2
5447,246175,CNOT6L
5448,246181,AKR7L
5449,246243,RNASEH1
5450,246721,POLR2J2
5451,2495,FTH1
5452,2517,FUCA1
5453,2519,FUCA2
5454,2526,FUT4
5455,252983,STXBP4
5456,253039,CUTALP
5457,253152,EPHX4
5458,2535,FZD2
5459,253639,ZNF620
5460,253738,EBF3
5461,253769,WDR27
5462,253832,ZDHHC20
5463,253868,CRMA
5464,2539,G6PD
5465,253980,KCTD13
5466,254042,METAP1D
5467,254102,EHBP1L1
5468,254225,RNF169
5469,254251,LCORL
5470,254268,AKNAD1
5471,254312,LINC00710
5472,254359,ZDHHC24
5473,254394,MCM9
5474,254552,NUDT8
5475,2547,XRCC6
5476,254887,ZDHHC23
5477,255057,CBARP
5478,255130,IGFBP7-AS1
5479,255231,MCOLN2
5480,255403,ZNF718
5481,255928,SYT14
5482,255967,PAN3
5483,256051,ZNF549
5484,256281,NUDT14
5485,2563,GABRD
5486,256309,CCDC110
5487,256380,SCML4
5488,256472,TMEM151A
5489,256536,TCERG1L
5490,2567,GABRG3
5491,257000,TINCR
5492,2571,GAD1
5493,257169,C9orf43
5494,2572,GAD2
5495,257218,SHPRH
5496,257407,C2orf72
5497,257415,FAM133B
5498,25789,TMEM59L
5499,25796,PGLS
5500,25801,GCA
5501,25806,VAX2
5502,25807,RHBDD3
5503,25816,TNFAIP8
5504,25821,MTO1
5505,25822,DNAJB5
5506,25827,FBXL2
5507,25831,HECTD1
5508,25839,COG4
5509,2584,GALK1
5510,25853,DCAF12
5511,25855,BRMS1
5512,25864,ABHD14A
5513,25871,NEPRO
5514,25878,MXRA5
5515,25879,DCAF13
5516,25903,OLFML2B
5517,25912,C1orf43
5518,25913,POT1
5519,25917,THUMPD3
5520,259173,ALS2CL
5521,2592,GALT
5522,25920,NELFB
5523,259285,TAS2R39
5524,25934,NIPSNAP3A
5525,25945,NECTIN3
5526,25963,TMEM87A
5527,2597,GAPDH
5528,25974,MMACHC
5529,25976,TIPARP
5530,25978,CHMP2B
5531,25996,REXO2
5532,26000,TBC1D10B
5533,26007,TKFC
5534,26011,TENM4
5535,26031,OSBPL3
5536,26033,ATRNL1
5537,26035,GLCE
5538,26036,ZNF451
5539,26040,SETBP1
5540,26056,RAB11FIP5
5541,26057,ANKRD17
5542,26058,GIGYF2
5543,26061,HACL1
5544,26065,LSM14A
5545,26071,RTL8A
5546,26074,CFAP61
5547,26086,GPSM1
5548,26088,GGA1
5549,26093,CCDC9
5550,26094,DCAF4
5551,26097,CHTOP
5552,26098,EDRF1
5553,26100,WIPI2
5554,26108,PYGO1
5555,26121,PRPF31
5556,26128,KIFBP
5557,26130,GAPVD1
5558,26136,TES
5559,26166,RGS22
5560,26173,INTS1
5561,26175,LYSET
5562,26190,FBXW2
5563,262,AMD1
5564,2622,GAS8
5565,26223,FBXL21P
5566,26235,FBXL4
5567,26251,KCNG2
5568,26258,BLOC1S6
5569,26272,FBXO4
5570,26275,HIBCH
5571,26286,ARFGAP3
5572,26297,SERGEF
5573,26301,GBGT1
5574,2632,GBE1
5575,26343,OR5E1P
5576,2637,GBX2
5577,2642,GCGR
5578,26468,LHX6
5579,26472,PPP1R14B
5580,26502,NARF
5581,26504,CNNM4
5582,26517,TIMM13
5583,26533,OR10G3
5584,2657,GDF1
5585,26577,PCOLCE2
5586,26585,GREM1
5587,26586,CKAP2
5588,26608,TBL2
5589,26610,ELP4
5590,2662,GDF10
5591,266655,BRD3OS
5592,266727,MDGA1
5593,266743,NPAS4
5594,267002,PGBD2
5595,267010,RNU12
5596,2671,GFER
5597,26765,SNORD12C
5598,26785,SNORD63
5599,26811,SNORD55
5600,26814,SNORD36B
5601,2693,GHSR
5602,26959,HBP1
5603,27006,FGF22
5604,27010,TPK1
5605,27022,FOXD3
5606,27036,SIGLEC7
5607,27043,PELP1
5608,2706,GJB2
5609,27091,CACNG5
5610,27095,TRAPPC3
5611,27102,EIF2AK1
5612,27106,ARRDC2
5613,27107,ZBTB11
5614,2712,GK2
5615,27120,DKKL1
5616,27125,AFF4
5617,27132,CPNE7
5618,27141,CIDEB
5619,27154,BRPF3
5620,27158,NDOR1
5621,2717,GLA
5622,27175,TUBG2
5623,27180,SIGLEC9
5624,27183,VPS4A
5625,272,AMPD3
5626,27201,GPR78
5627,27229,TUBGCP4
5628,27238,GPKOW
5629,27246,RNF115
5630,27247,NFU1
5631,27249,MMADHC
5632,27288,RBMXL2
5633,2729,GCLC
5634,27291,R3HCC1L
5635,27297,CRCP
5636,273,AMPH
5637,27304,MOCS3
5638,27332,ZNF638
5639,27336,HTATSF1
5640,2734,GLG1
5641,27342,RABGEF1
5642,27352,SGSM3
5643,2742,GLRA2
5644,27434,POLM
5645,2744,GLS
5646,2747,GLUD2
5647,2760,GM2A
5648,2764,GMFB
5649,2774,GNAL
5650,2783,GNB2
5651,2786,GNG4
5652,2802,GOLGA3
5653,2804,GOLGB1
5654,2817,GPC1
5655,28231,SLCO4A1
5656,28232,SLCO3A1
5657,282617,IFNL3
5658,2828,GPR4
5659,283149,BCL9L
5660,283208,P4HA3
5661,283212,KLHL35
5662,283373,ANKRD52
5663,283417,DPY19L2
5664,283481,FGF14-AS2
5665,283537,SLC46A3
5666,283659,PRTG
5667,283847,TERB1
5668,283867,LINC00922
5669,283871,PGP
5670,283927,NUDT7
5671,283970,PDXDC2P-NPIPB14P
5672,283991,UBALD2
5673,284,ANGPT1
5674,284004,HEXD
5675,284069,FAM171A2
5676,284106,CISD3
5677,284340,CXCL17
5678,284348,LYPD5
5679,284359,IZUMO1
5680,284406,ZFP82
5681,284415,VSTM1
5682,284417,TMEM150B
5683,284434,NWD1
5684,284612,SYPL2
5685,284695,ZNF326
5686,284697,BTBD8
5687,284751,LINC01270
5688,2849,GPR26
5689,284900,TTC28-AS1
5690,284996,RNF149
5691,2850,GPR27
5692,285190,RGPD4
5693,285203,EOGT
5694,285266,ENTPD3-AS1
5695,285352,KIF9-AS1
5696,285441,F11-AS1
5697,285489,DOK7
5698,285596,FAM153A
5699,285696,BASP1-AS1
5700,286183,NKAIN3
5701,286190,LACTB2-AS1
5702,286257,PAXX
5703,286333,FAM225A
5704,286451,YIPF6
5705,286887,KRT6C
5706,287,ANK2
5707,2870,GRK6
5708,2877,GPX2
5709,28951,TRIB2
5710,28957,MRPS28
5711,28986,MAGEH1
5712,28988,DBNL
5713,28989,NTMT1
5714,28991,COMMD5
5715,29018,FOXN3-AS2
5716,2907,GRINA
5717,29070,CCDC113
5718,29079,MED4
5719,29086,BABAM1
5720,291,SLC25A4
5721,29104,N6AMT1
5722,29105,CFAP20
5723,29107,NXT1
5724,29109,FHOD1
5725,29118,DDX25
5726,29128,UHRF1
5727,2918,GRM8
5728,2936,GSR
5729,2950,GSTP1
5730,2958,GTF2A2
5731,2971,GTF3A
5732,29767,TMOD2
5733,2977,GUCY1A2
5734,29775,CARD10
5735,29789,OLA1
5736,29803,REPIN1
5737,29855,UBN1
5738,29887,SNX10
5739,29893,PSMC3IP
5740,29901,SAC3D1
5741,29916,SNX11
5742,2992,GYG1
5743,29920,PYCR2
5744,29941,PKN3
5745,29953,TRHDE
5746,29957,SLC25A24
5747,29965,CDIP1
5748,29968,PSAT1
5749,29979,UBQLN1
5750,29984,RHOD
5751,30,ACAA1
5752,3005,H1-0
5753,3013,H2AC7
5754,3014,H2AX
5755,3015,H2AZ1
5756,3017,H2BC5
5757,3024,H1-1
5758,3029,HAGH
5759,3033,HADH
5760,3049,HBQ1
5761,3052,HCCS
5762,3065,HDAC1
5763,308,ANXA5
5764,30811,HUNK
5765,30832,ZNF354C
5766,30833,NT5C
5767,30846,EHD2
5768,3087,HHEX
5769,309,ANXA6
5770,3093,UBE2K
5771,3097,HIVEP2
5772,3145,HMBS
5773,3149,HMGB3
5774,3162,HMOX1
5775,3170,FOXA2
5776,3171,FOXA3
5777,317701,VN1R2
5778,3185,HNRNPF
5779,3187,HNRNPH1
5780,3188,HNRNPH2
5781,3202,HOXA5
5782,322,APBB1
5783,323,APBB2
5784,3234,HOXD8
5785,3241,HPCAL1
5786,3251,HPRT1
5787,3267,AGFG1
5788,3281,HSBP1
5789,3295,HSD17B4
5790,3298,HSF2
5791,3299,HSF4
5792,33,ACADL
5793,3300,DNAJB2
5794,3301,DNAJA1
5795,3310,HSPA6
5796,3312,HSPA8
5797,3336,HSPE1
5798,334,APLP2
5799,3364,HUS1
5800,3376,IARS1
5801,337867,UBAC2
5802,337875,H2BP1
5803,3383,ICAM1
5804,338323,NLRP14
5805,338442,HCAR2
5806,3386,ICAM4
5807,338645,LUZP2
5808,338758,ATP2B1-AS1
5809,338917,VSX2
5810,338963,LOC338963
5811,339005,WHAMMP3
5812,339044,PKD1P1
5813,339105,PRSS53
5814,339201,ASB16-AS1
5815,339324,ZNF260
5816,339448,C1orf174
5817,339451,KLHL17
5818,339541,ARMH1
5819,339822,LINC01115
5820,339896,GADL1
