,Var1,Freq
5617,Gm20149,1
5618,Gm20208,1
5619,Gm20257,1
5620,Gm20275,2
5621,Gm20346,1
5622,Gm20383,2
5623,Gm20387,1
5624,Gm20420,1
5625,Gm20443,2
5626,Gm20485,1
5627,Gm20491,1
5629,Gm20544,1
5630,Gm20597,1
5632,Gm20605,1
5633,Gm20636,2
5635,Gm2065,1
5636,Gm20670,1
5637,Gm20684,1
5638,Gm20714,1
5639,Gm20717,1
5640,Gm20732,1
5641,Gm20738,1
5642,Gm20743,1
5643,Gm20744,1
5644,Gm20751,1
5646,Gm20756,1
5647,Gm20759,1
5648,Gm20764,1
5649,Gm20888,1
5650,Gm20939,1
5651,Gm2102,1
5652,Gm21057,1
5653,Gm2109,1
5654,Gm21103,1
5655,Gm21104,2
5656,Gm21115,1
5657,Gm21162,1
5658,Gm21181,1
5660,Gm21293,1
5661,Gm21297,2
5662,Gm21304,1
5663,Gm21451,2
5664,Gm21586,1
5666,Gm21671,1
5667,Gm21754,1
5669,Gm21859,1
5670,Gm2192,2
5671,Gm21956,1
5672,Gm21977,1
5674,Gm22004,1
5675,Gm22020,1
5676,Gm22034,1
5677,Gm22044,1
5679,Gm22059,1
5681,Gm22069,1
5682,Gm22073,1
5683,Gm22078,1
5684,Gm22113,1
5686,Gm22138,1
5687,Gm22149,1
5688,Gm22150,1
5689,Gm22157,2
5690,Gm22163,1
5691,Gm22245,1
5692,Gm22246,1
5693,Gm22249,1
5694,Gm22252,1
5695,Gm22265,1
5696,Gm22266,1
5697,Gm22267,1
5698,Gm22268,1
5699,Gm22273,1
5700,Gm22284,1
5701,Gm22286,1
5702,Gm22317,1
5703,Gm22337,1
5704,Gm22362,1
5705,Gm2237,1
5706,Gm22378,2
5707,Gm22379,1
5708,Gm2240,1
5709,Gm22425,1
5710,Gm22429,1
5711,Gm22438,1
5712,Gm22439,1
5713,Gm22450,1
5714,Gm22454,1
5715,Gm22471,1
5716,Gm22474,1
5717,Gm22495,1
5718,Gm22499,1
5719,Gm22501,1
5720,Gm22511,1
5721,Gm22516,1
5722,Gm22521,1
5723,Gm22536,1
5724,Gm22540,1
5725,Gm22544,1
5726,Gm22554,1
5727,Gm22559,1
5728,Gm22614,1
5729,Gm22621,1
5730,Gm22627,1
5731,Gm22634,1
5732,Gm22661,1
5733,Gm22676,1
5734,Gm22711,2
5735,Gm22716,1
5736,Gm22724,1
5737,Gm22740,1
5738,Gm22741,1
5739,Gm22743,1
5740,Gm22747,1
5741,Gm22762,1
5742,Gm22777,1
5743,Gm22778,1
5744,Gm22780,1
5745,Gm22781,1
5746,Gm22782,1
5747,Gm22797,1
5748,Gm22807,1
5749,Gm22813,1
5750,Gm22840,1
5751,Gm22863,1
5752,Gm22881,2
5753,Gm22890,1
5754,Gm22899,1
5755,Gm22900,1
5756,Gm22927,1
5757,Gm22934,1
5758,Gm22937,1
5759,Gm22939,1
5760,Gm22951,1
5761,Gm22966,1
5762,Gm22969,1
5763,Gm22972,1
5764,Gm22973,1
5765,Gm23010,1
5766,Gm23011,1
5767,Gm23015,1
5768,Gm23047,1
5769,Gm23050,1
5770,Gm23057,1
5771,Gm23105,1
5772,Gm23109,1
5773,Gm23126,1
5774,Gm23129,1
5775,Gm23131,1
5776,Gm23132,1
5777,Gm23140,1
5778,Gm23144,1
5779,Gm23148,1
5780,Gm23169,1
5781,Gm23175,1
5782,Gm23182,1
5783,Gm23203,1
5784,Gm23223,1
5785,Gm23229,1
5786,Gm23231,2
5787,Gm23264,1
5788,Gm23267,1
5789,Gm23270,1
5790,Gm23273,1
5791,Gm23276,1
5792,Gm23278,1
5793,Gm23284,1
5794,Gm23287,1
5796,Gm23300,1
5797,Gm23305,1
5798,Gm23310,1
5799,Gm23313,1
5800,Gm23319,1
5801,Gm23330,1
5802,Gm23339,1
5803,Gm23343,2
5804,Gm23346,1
5805,Gm23356,1
5806,Gm23370,1
5807,Gm23377,1
5808,Gm23405,1
5809,Gm23406,1
5810,Gm23423,1
5811,Gm23437,1
5812,Gm23439,1
5813,Gm23440,1
5814,Gm23444,1
5815,Gm23445,1
5816,Gm23461,1
5817,Gm23467,1
5819,Gm23477,2
5820,Gm23484,1
5821,Gm23517,1
5822,Gm23527,1
5823,Gm23529,2
5824,Gm23530,1
5825,Gm23567,2
5826,Gm23570,1
5827,Gm23573,1
5828,Gm23585,1
5829,Gm23593,1
5830,Gm23594,1
5831,Gm23595,1
5832,Gm23596,1
5833,Gm23604,1
5834,Gm23605,1
5835,Gm23619,1
5836,Gm23622,1
5837,Gm23623,1
5838,Gm23645,1
5839,Gm23665,1
5840,Gm23669,1
5842,Gm23682,1
5843,Gm23698,1
5844,Gm23711,1
5845,Gm23716,1
5846,Gm23738,1
5847,Gm23741,1
5848,Gm23748,1
5849,Gm23749,1
5850,Gm23751,1
5851,Gm23774,1
5852,Gm23803,1
5854,Gm23822,1
5855,Gm23860,1
5856,Gm23862,1
5857,Gm23889,1
5858,Gm23891,1
5859,Gm23892,1
5860,Gm23896,1
5861,Gm23903,1
5862,Gm23906,1
5863,Gm23908,1
5864,Gm23910,1
5865,Gm23944,1
5866,Gm23948,1
5867,Gm23953,1
5868,Gm23960,1
5869,Gm23966,2
5871,Gm23979,1
5872,Gm23993,1
5873,Gm23996,1
5874,Gm24002,2
5875,Gm24069,1
5876,Gm24091,1
5877,Gm24105,1
5878,Gm24120,1
5879,Gm24127,1
5880,Gm24144,1
5881,Gm24145,1
5882,Gm24149,1
5883,Gm24154,1
5884,Gm24160,1
5885,Gm24161,1
5886,Gm24165,1
5887,Gm24177,1
5888,Gm24198,1
5889,Gm24207,1
5890,Gm24208,1
5891,Gm24221,1
5892,Gm24224,1
5893,Gm24231,1
5894,Gm24234,1
5895,Gm24235,1
5896,Gm24240,1
5897,Gm24253,1
5898,Gm24257,1
5899,Gm24262,1
5900,Gm2427,1
5901,Gm24278,1
5902,Gm24280,1
5903,Gm24288,1
5904,Gm24295,1
5905,Gm24305,1
5906,Gm24313,1
5907,Gm24318,1
5908,Gm24334,1
5909,Gm24348,1
5910,Gm24350,1
5911,Gm24357,1
5912,Gm24373,2
5913,Gm24375,1
5914,Gm24384,1
5915,Gm24400,1
5916,Gm24403,1
5917,Gm24424,1
5918,Gm24429,2
5919,Gm24430,2
5920,Gm24433,1
5921,Gm24443,1
5922,Gm24445,1
5923,Gm24448,1
5924,Gm24463,1
5925,Gm24467,1
5926,Gm24472,1
5927,Gm24473,1
5928,Gm24474,1
5929,Gm24475,1
5930,Gm24503,1
5931,Gm24517,1
5932,Gm24518,1
5933,Gm24525,1
5934,Gm24536,1
5935,Gm24552,2
5936,Gm24553,2
5937,Gm24564,1
5938,Gm24576,1
5939,Gm24581,1
5940,Gm24607,2
5941,Gm24609,1
5942,Gm24611,2
5943,Gm24612,1
5944,Gm24623,1
5945,Gm24651,2
5946,Gm24656,1
5947,Gm24657,1
5948,Gm24670,1
5949,Gm24677,1
5951,Gm24698,1
5952,Gm24709,1
5953,Gm24726,1
5954,Gm24727,2
5955,Gm24753,2
5956,Gm24759,1
5957,Gm24762,1
5958,Gm24764,1
5959,Gm24780,1
5960,Gm24789,1
5961,Gm2479,1
5962,Gm24791,1
5963,Gm24792,1
5965,Gm24838,1
5966,Gm24848,1
5968,Gm24861,1
5969,Gm24879,1
5970,Gm24891,1
5971,Gm24903,2
5972,Gm2491,1
5973,Gm24920,1
5974,Gm24927,1
5976,Gm24963,1
5977,Gm24981,1
5978,Gm24986,1
5979,Gm24987,1
5980,Gm25010,1
5981,Gm25013,1
5982,Gm25016,1
5983,Gm25020,1
5984,Gm25038,1
5985,Gm25053,1
5986,Gm25064,1
5987,Gm25065,1
5988,Gm25076,1
5989,Gm25090,1
5990,Gm25092,1
5991,Gm25093,2
5992,Gm25096,1
5993,Gm25134,4
5994,Gm25142,1
5995,Gm25157,1
5996,Gm25161,1
5997,Gm25168,1
5999,Gm25201,2
6000,Gm25203,1
6001,Gm25210,2
6002,Gm25216,2
6003,Gm25221,1
6004,Gm25230,1
6005,Gm25244,1
6006,Gm25245,1
6007,Gm25268,2
6008,Gm25274,1
6009,Gm25275,1
6010,Gm25311,2
6011,Gm25313,2
6012,Gm25346,2
6013,Gm25350,1
6015,Gm25375,1
6016,Gm25376,1
6017,Gm25377,1
6018,Gm25378,1
6019,Gm25380,1
6020,Gm25383,1
6021,Gm25391,1
6022,Gm25396,1
6023,Gm25404,1
6024,Gm25407,1
6026,Gm25416,1
6027,Gm25417,1
6028,Gm25420,1
6029,Gm25422,1
6030,Gm25439,1
6031,Gm25460,1
6032,Gm25462,1
6033,Gm25463,1
6034,Gm25485,1
6035,Gm25487,1
6036,Gm25492,1
6037,Gm25497,1
6038,Gm25498,1
6039,Gm25501,1
6040,Gm25546,1
6041,Gm25558,1
6042,Gm25564,1
6043,Gm25581,1
6044,Gm25592,1
6045,Gm25604,1
6046,Gm25607,1
6047,Gm25610,2
6048,Gm25613,1
6049,Gm25617,1
6050,Gm25619,1
6051,Gm25631,1
6052,Gm25632,1
6053,Gm25634,1
6054,Gm25635,1
6055,Gm2564,1
6056,Gm25653,1
6057,Gm25658,2
6058,Gm25668,2
6060,Gm25711,1
6061,Gm25721,1
6062,Gm25725,2
6063,Gm25726,2
6064,Gm25730,1
6065,Gm25740,1
6066,Gm25755,1
6067,Gm25756,1
6068,Gm25758,1
6069,Gm25759,2
6070,Gm25763,2
6071,Gm25764,2
6072,Gm25789,1
6073,Gm25794,1
6074,Gm25801,1
6075,Gm25826,2
6076,Gm25830,1
6077,Gm25832,1
6078,Gm25833,2
6079,Gm25846,1
6080,Gm25860,1
6081,Gm25869,1
6082,Gm25870,1
6083,Gm25879,1
6084,Gm25880,1
6086,Gm25906,1
6087,Gm25913,1
6088,Gm25915,1
6089,Gm25916,1
6090,Gm25919,1
6091,Gm25922,1
6093,Gm26005,1
6094,Gm26008,1
6095,Gm26014,1
6096,Gm26016,1
6097,Gm26017,1
6098,Gm26036,1
6099,Gm26046,1
6100,Gm26057,1
6101,Gm26066,1
6102,Gm26082,1
6104,Gm26101,1
6105,Gm26110,1
6106,Gm26132,1
6107,Gm26138,1
6108,Gm26143,1
6109,Gm26144,1
6110,Gm26145,1
6111,Gm26146,1
6112,Gm26159,1
6113,Gm26165,1
6114,Gm26169,1
6116,Gm26179,1
6117,Gm26184,1
6119,Gm26205,1
6120,Gm26211,1
6121,Gm26214,1
6122,Gm26225,1
6123,Gm26232,1
6124,Gm26236,1
6125,Gm26262,1
6126,Gm26272,2
6127,Gm26278,1
6128,Gm26283,1
6129,Gm26285,2
6130,Gm26288,2
6131,Gm26341,1
6132,Gm26342,1
6133,Gm26349,1
6134,Gm26354,1
6135,Gm26361,2
6136,Gm26365,1
6137,Gm26375,1
6138,Gm26379,2
6139,Gm26390,1
6140,Gm26395,1
6141,Gm26396,1
6142,Gm26403,1
6143,Gm26413,1
6144,Gm26419,1
6145,Gm26423,1
6146,Gm26433,1
6147,Gm26434,1
6148,Gm26439,1
6150,Gm26446,1
6151,Gm26493,1
6152,Gm26497,1
6153,Gm26500,1
6154,Gm26501,1
6156,Gm26519,1
6157,Gm26520,1
6159,Gm26559,1
6160,Gm26562,2
6161,Gm26564,2
6162,Gm26567,1
6163,Gm26588,1
6164,Gm26597,1
6166,Gm26618,1
6167,Gm26629,1
6168,Gm26634,1
6169,Gm26637,1
6170,Gm26655,1
6171,Gm26671,2
6172,Gm26679,2
6173,Gm26682,1
6174,Gm26691,2
6175,Gm26703,3
6176,Gm26717,1
6178,Gm26728,1
6179,Gm26740,1
6180,Gm26747,1
6181,Gm26766,1
6184,Gm26788,1
6185,Gm26797,1
6186,Gm26800,1
6188,Gm26812,2
6189,Gm26839,1
6190,Gm26843,1
6191,Gm26849,1
6194,Gm26868,1
6195,Gm26871,2
6196,Gm26885,1
6197,Gm26887,1
6198,Gm26901,1
6200,Gm26917,1
6203,Gm2696,1
6204,Gm26962,1
6205,Gm26972,1
6206,Gm26973,1
6207,Gm26974,1
6209,Gm27021,1
6211,Gm27174,1
6212,Gm27198,1
6213,Gm2721,2
6214,Gm27243,1
6215,Gm27252,1
6216,Gm27572,1
6217,Gm2762,1
6218,Gm27934,1
6220,Gm28068,1
6222,Gm28178,1
6223,Gm28209,1
6224,Gm2824,1
6225,Gm28286,1
6226,Gm2832,1
6227,Gm2837,1
6228,Gm28382,1
6229,Gm28403,1
6230,Gm28417,1
6231,Gm28441,1
6232,Gm28455,2
6233,Gm2848,2
6234,Gm28523,1
6235,Gm28578,1
6236,Gm28644,1
6237,Gm28729,2
6238,Gm28800,1
6239,Gm28802,2
6240,Gm28809,1
6241,Gm28836,1
6242,Gm2885,1
6243,Gm28856,1
6245,Gm28863,1
6246,Gm28876,1
6249,Gm29007,1
6250,Gm29083,1
6251,Gm29154,1
6252,Gm29183,1
6254,Gm2921,1
6255,Gm29243,1
6256,Gm29260,1
6257,Gm29414,1
6258,Gm29418,1
6259,Gm29481,1
6260,Gm29483,1
6261,Gm29514,1
6262,Gm29538,1
6263,Gm2956,2
6264,Gm29571,1
6265,Gm2959,2
6266,Gm29590,2
6267,Gm29593,1
6268,Gm29595,1
6270,Gm29642,1
6271,Gm29684,1
6272,Gm29688,1
6274,Gm29733,1
6275,Gm2974,2
6276,Gm29740,1
6277,Gm29791,1
6278,Gm29797,1
6279,Gm29804,1
6280,Gm29811,1
6281,Gm29822,1
6282,Gm29823,1
6283,Gm29831,1
6284,Gm29857,2
6285,Gm29859,1
6286,Gm29864,1
6287,Gm29872,1
6288,Gm29873,1
6289,Gm29880,1
6290,Gm29883,1
6291,Gm29890,2
6292,Gm29891,1
6293,Gm29892,2
6294,Gm29896,1
6295,Gm29897,2
6296,Gm29899,1
6297,Gm29901,1
6298,Gm29903,2
6299,Gm29913,1
6300,Gm29916,1
6301,Gm29918,1
6302,Gm29921,1
6303,Gm29927,2
6304,Gm29931,1
6305,Gm29932,1
6306,Gm29933,1
6307,Gm29935,2
6308,Gm29942,1
6309,Gm29943,1
6310,Gm29944,1
6311,Gm29952,1
6312,Gm29955,1
6313,Gm29958,1
6314,Gm29967,1
6315,Gm29972,1
6317,Gm29979,1
6318,Gm29985,1
6319,Gm29986,1
6320,Gm29992,1
6321,Gm29993,1
6322,Gm29998,1
6324,Gm30001,1
6325,Gm30011,1
6326,Gm30013,1
6327,Gm30018,2
6328,Gm30021,1
6329,Gm30028,1
6330,Gm30034,1
6331,Gm30036,1
6333,Gm30044,1
6334,Gm30048,1
6335,Gm30049,1
6336,Gm3005,3
6337,Gm30055,1
6338,Gm30058,1
6339,Gm30060,1
6340,Gm30062,1
6341,Gm30063,1
6344,Gm30075,1
6345,Gm30078,1
6346,Gm30085,1
6347,Gm30086,1
6348,Gm30088,1
6349,Gm30093,2
6350,Gm30101,1
6351,Gm30102,1
6352,Gm30110,1
6353,Gm30117,2
6354,Gm30120,1
6355,Gm30122,1
6356,Gm30126,1
6358,Gm30141,1
6359,Gm30144,2
6360,Gm30150,1
6361,Gm30151,1
6362,Gm30153,1
6363,Gm30163,2
6365,Gm30187,1
6367,Gm30198,1
6368,Gm30199,2
6369,Gm3020,1
6370,Gm30212,2
6371,Gm30213,1
6372,Gm30224,1
6373,Gm30232,1
6375,Gm30238,1
6377,Gm30262,1
6378,Gm30263,3
6379,Gm30271,1
6380,Gm30273,1
6381,Gm30281,1
6382,Gm30284,2
6383,Gm30286,1
6384,Gm30292,1
6386,Gm30303,1
6387,Gm30310,1
6388,Gm30313,1
6389,Gm30316,3
6390,Gm30318,1
6391,Gm30321,1
6392,Gm30325,1
6393,Gm30338,1
6394,Gm30339,1
6395,Gm30340,1
6396,Gm30344,1
6397,Gm30352,1
6398,Gm30360,1
6399,Gm30363,1
6401,Gm30366,1
6403,Gm30371,1
6404,Gm30375,1
6405,Gm30378,1
6406,Gm30381,1
6407,Gm30388,2
6408,Gm30400,2
6409,Gm30402,1
6410,Gm30411,1
6411,Gm30413,2
6412,Gm30416,3
6413,Gm30420,1
6414,Gm30421,1
6415,Gm30422,1
6416,Gm30431,1
6417,Gm30432,1
6418,Gm30438,2
6420,Gm30440,1
6421,Gm30443,1
6424,Gm30448,1
6425,Gm3045,1
6426,Gm30456,1
6427,Gm30458,1
6428,Gm30466,2
6430,Gm30475,1
6431,Gm30476,1
6432,Gm30482,1
6433,Gm30487,1
6435,Gm30504,2
6436,Gm30515,1
6437,Gm30519,2
6438,Gm30525,1
6439,Gm30539,1
6440,Gm30541,1
6441,Gm30543,1
6443,Gm30557,1
6444,Gm30559,1
6445,Gm30560,1
6446,Gm30561,1
6448,Gm30563,1
6449,Gm30567,1
6450,Gm30568,1
6451,Gm30569,1
6452,Gm30570,1
6454,Gm30575,2
6455,Gm30577,1
6456,Gm30581,1
6457,Gm30590,1
6458,Gm30599,1
6461,Gm30604,1
6462,Gm30609,1
6463,Gm30622,1
6464,Gm30632,2
6465,Gm30639,1
6466,Gm30649,1
6467,Gm30654,1
6468,Gm30657,2
6469,Gm30663,1
6470,Gm30681,1
6472,Gm30690,1
6473,Gm30693,1
6474,Gm30698,1
6476,Gm30706,1
6477,Gm30713,1
6478,Gm30717,1
6480,Gm30724,1
6481,Gm30731,1
6482,Gm30732,1
6483,Gm30733,1
6484,Gm30734,1
6485,Gm30744,1
6486,Gm30746,1
6487,Gm30757,1
6488,Gm30759,2
6489,Gm30770,1
6490,Gm30782,1
6491,Gm30785,1
6492,Gm30790,1
6494,Gm30794,2
6495,Gm30796,1
6496,Gm30799,1
6497,Gm30802,1
6498,Gm30810,1
6499,Gm30812,1
6500,Gm30814,1
6501,Gm30827,1
6502,Gm30840,1
6503,Gm30843,1
6504,Gm30845,1
6505,Gm30851,1
6506,Gm3086,1
6507,Gm30873,1
6508,Gm30874,2
6509,Gm30875,1
6510,Gm30877,1
6511,Gm30888,1
6512,Gm30889,1
6513,Gm30890,2
6514,Gm30896,1
6515,Gm30904,1
6516,Gm30906,1
6517,Gm30908,1
6519,Gm30932,1
6520,Gm30939,2
6521,Gm30940,1
6522,Gm30941,1
6523,Gm30943,1
6524,Gm30944,1
6525,Gm3095,1
6526,Gm30950,1
6527,Gm30969,1
6528,Gm30977,1
6529,Gm30984,1
6530,Gm30986,1
6531,Gm30989,1
6532,Gm30991,1
6536,Gm31034,1
6537,Gm31035,1
6538,Gm31045,1
6539,Gm31054,1
6540,Gm31057,1
6541,Gm31064,1
6542,Gm31065,1
6543,Gm31066,1
6544,Gm31068,1
6545,Gm31078,1
6546,Gm31080,2
6547,Gm31090,1
6548,Gm31097,1
6549,Gm31107,2
6551,Gm31117,1
6553,Gm31120,1
6554,Gm31125,2
6555,Gm31127,1
6557,Gm31130,1
6559,Gm31141,2
6560,Gm31143,1
6561,Gm31145,1
6562,Gm31147,1
6563,Gm3115,1
6564,Gm31159,1
6565,Gm31165,1
6566,Gm31182,1
6567,Gm31188,1
6569,Gm31195,1
6570,Gm31206,2
6571,Gm31210,2
6572,Gm31219,1
6573,Gm31221,1
6575,Gm31233,1
6577,Gm31235,1
6578,Gm31242,1
6579,Gm31267,1
6580,Gm31269,2
6581,Gm31278,1
6582,Gm31288,2
6583,Gm31290,1
6584,Gm31292,1
6585,Gm31294,2
6586,Gm31295,2
6589,Gm31308,1
6590,Gm31309,1
6592,Gm31317,1
6593,Gm31318,1
6594,Gm31319,1
6595,Gm31325,1
6596,Gm31333,2
6597,Gm31342,2
6598,Gm31348,1
6600,Gm31365,2
6601,Gm31369,2
6602,Gm31374,1
6604,Gm31402,1
6605,Gm31408,1
6606,Gm31410,1
6607,Gm31419,2
6608,Gm31420,1
6609,Gm31423,1
6610,Gm31432,2
6611,Gm31434,1
6612,Gm31436,1
6613,Gm31439,2
6614,Gm31455,1
6615,Gm31463,1
6616,Gm31466,2
6617,Gm31471,1
6618,Gm31473,2
6619,Gm31475,1
6620,Gm31479,1
6621,Gm31499,1
6622,Gm31508,1
6625,Gm31513,1
6626,Gm31515,1
6627,Gm31519,1
6628,Gm31529,1
6629,Gm31534,1
6630,Gm31535,2
6631,Gm31545,1
6632,Gm31550,1
6633,Gm31557,1
6634,Gm31563,1
6635,Gm31564,1
6636,Gm31566,1
6637,Gm31577,1
6638,Gm31585,1
6639,Gm31592,1
6641,Gm31613,1
6642,Gm31614,1
6643,Gm31615,1
6645,Gm31617,1
6646,Gm31618,1
6647,Gm31620,1
6648,Gm31623,1
6649,Gm31633,1
6650,Gm31637,1
6651,Gm3164,1
6652,Gm31640,1
6653,Gm31642,2
6654,Gm31645,1
6655,Gm31647,1
6656,Gm31648,1
6657,Gm31649,1
6659,Gm31653,1
6660,Gm31656,1
6661,Gm31668,1
6663,Gm31686,1
6664,Gm31690,1
6665,Gm31692,1
6666,Gm31696,2
6667,Gm31715,1
6669,Gm31724,1
6670,Gm31725,1
6671,Gm31726,1
6672,Gm3173,1
6673,Gm31731,1
6674,Gm31734,1
6677,Gm31754,2
6678,Gm31755,1
6679,Gm31763,1
6680,Gm31772,1
6681,Gm31775,1
6682,Gm31805,1
6684,Gm31814,2
6685,Gm31816,1
6686,Gm31820,1
6687,Gm31835,1
6688,Gm31836,1
6689,Gm31839,1
6690,Gm31841,1
6691,Gm31842,1
6693,Gm31851,1
6695,Gm31862,1
6696,Gm31871,1
6697,Gm31880,1
6699,Gm31882,2
6700,Gm31889,2
6701,Gm31894,1
6702,Gm31907,1
6703,Gm31912,1
6704,Gm31920,1
6705,Gm31928,1
6706,Gm31936,2
6708,Gm31939,1
6709,Gm3194,1
6710,Gm31946,1
6711,Gm31954,2
6712,Gm31955,1
6713,Gm31974,1
6714,Gm31983,1
6715,Gm31984,1
6716,Gm31992,1
6717,Gm31999,1
6719,Gm32005,1
6721,Gm32013,1
6722,Gm32017,1
6723,Gm32018,1
6724,Gm32026,1
6725,Gm32039,2
6726,Gm32050,1
6727,Gm32051,1
6728,Gm32058,1
6729,Gm32059,1
6730,Gm32064,1
6731,Gm32068,1
6732,Gm32074,1
6733,Gm32079,1
6734,Gm32080,2
6735,Gm32081,1
6736,Gm32101,1
6737,Gm32112,1
6738,Gm32117,1
6739,Gm32124,2
6740,Gm32128,1
6741,Gm32130,1
6742,Gm32135,1
6743,Gm32137,1
6744,Gm32139,1
6745,Gm32142,2
6746,Gm32164,1
6748,Gm32177,1
6749,Gm32178,1
6751,Gm32186,1
6752,Gm32187,1
6753,Gm32194,2
6754,Gm32200,1
6755,Gm32202,1
6756,Gm32211,1
6758,Gm32216,1
6759,Gm32219,1
6760,Gm32223,1
6762,Gm32232,1
6763,Gm32234,1
6764,Gm32240,2
6765,Gm32259,1
6767,Gm32267,1
6768,Gm32269,1
6769,Gm32273,1
6770,Gm32275,2
6771,Gm32276,1
6772,Gm32279,1
6773,Gm32286,1
6774,Gm32287,2
6775,Gm32293,1
6776,Gm32294,1
6777,Gm32296,1
6778,Gm32297,1
6779,Gm3230,1
6781,Gm32309,1
6782,Gm32313,1
6783,Gm32315,1
6784,Gm32322,1
6785,Gm3233,1
6786,Gm32335,1
6787,Gm32336,2
6788,Gm32338,1
6789,Gm32345,1
6790,Gm32348,3
6791,Gm32351,1
6793,Gm32364,1
6794,Gm32369,1
6795,Gm32371,1
6796,Gm32374,1
6797,Gm32379,1
6798,Gm3238,1
6799,Gm32384,2
6800,Gm32385,1
6801,Gm3239,1
6802,Gm32391,1
6803,Gm32392,1
6804,Gm32399,1
6805,Gm32403,2
6806,Gm32405,1
6807,Gm32406,1
6808,Gm32409,1
6809,Gm32413,2
6811,Gm32425,1
6812,Gm32432,1
6813,Gm32440,1
6814,Gm32442,1
6815,Gm32448,1
6816,Gm32449,1
6817,Gm32458,1
6818,Gm32461,1
6819,Gm32464,1
6820,Gm32471,1
6822,Gm32482,1
6823,Gm32483,1
6824,Gm32486,1
6827,Gm32492,1
6828,Gm32498,1
6829,Gm3250,1
6830,Gm32506,2
6832,Gm32525,1
6833,Gm32529,1
6834,Gm32531,1
6835,Gm32540,1
6836,Gm32546,1
6837,Gm32547,1
6838,Gm32549,3
6840,Gm32561,2
6841,Gm32563,1
6842,Gm32566,2
6843,Gm32575,1
6844,Gm32581,1
6846,Gm32587,2
6847,Gm32596,1
6848,Gm32600,1
6850,Gm32604,1
6852,Gm32611,1
6854,Gm32627,1
6855,Gm32630,2
6857,Gm3264,2
6858,Gm32640,1
6859,Gm32642,1
6860,Gm32652,1
6862,Gm32661,1
6863,Gm32663,1
6864,Gm32670,1
6865,Gm32673,1
6866,Gm32676,1
6867,Gm32679,1
6868,Gm32682,1
6869,Gm32683,1
6870,Gm32684,1
6872,Gm32688,1
6873,Gm32694,3
6874,Gm32696,2
6875,Gm32700,2
6877,Gm32719,1
6878,Gm32720,1
6879,Gm32724,1
6880,Gm32725,1
6881,Gm32728,1
6882,Gm32735,1
6883,Gm32738,1
6884,Gm32740,1
6885,Gm32741,1
6886,Gm32743,1
6887,Gm32745,1
6888,Gm32753,1
6889,Gm32765,1
6890,Gm32770,1
6891,Gm32771,1
6892,Gm32783,1
6893,Gm32790,1
6895,Gm32796,1
6896,Gm32801,1
6898,Gm32817,2
6899,Gm32819,1
6900,Gm32822,2
6901,Gm32823,1
6902,Gm32825,1
6903,Gm32827,1
6904,Gm32828,2
6905,Gm32830,1
6906,Gm32834,2
6907,Gm32838,1
6908,Gm32841,1
6909,Gm32847,1
6910,Gm32850,2
6911,Gm32853,1
6913,Gm32861,1
6914,Gm32865,1
6915,Gm32871,1
6916,Gm32872,1
6917,Gm32876,1
6918,Gm32881,1
6919,Gm32882,1
6920,Gm32886,1
6921,Gm32896,1
6922,Gm32897,1
6923,Gm32898,1
6924,Gm32900,1
6925,Gm32906,1
6926,Gm32914,1
6927,Gm32918,1
6928,Gm32923,2
6929,Gm32926,1
6930,Gm32932,1
6932,Gm32935,2
6933,Gm32939,1
6934,Gm32945,1
6935,Gm32949,2
6936,Gm32957,1
6937,Gm32958,1
6939,Gm32965,1
6940,Gm32968,2
6941,Gm32979,1
6942,Gm32986,1
6943,Gm32988,2
6945,Gm33008,1
6946,Gm33023,1
6947,Gm33026,1
6950,Gm33041,1
6953,Gm33070,1
6954,Gm33086,1
6955,Gm33088,1
6956,Gm33089,3
6957,Gm33090,1
6958,Gm33094,1
6959,Gm33097,1
6960,Gm33099,2
6961,Gm33111,1
6962,Gm33114,1
6963,Gm33116,2
6964,Gm33122,1
6965,Gm33124,1
6966,Gm33134,1
6967,Gm33135,1
6968,Gm33148,1
6969,Gm33154,1
6970,Gm33162,2
6971,Gm3317,2
6972,Gm33172,1
6973,Gm33173,2
6974,Gm33185,1
6978,Gm33201,1
6979,Gm33211,1
6980,Gm33214,1
6981,Gm33215,1
6983,Gm33228,1
6984,Gm33235,1
6985,Gm33240,1
6986,Gm33246,1
6987,Gm33249,2
6988,Gm33253,1
6989,Gm33258,2
6990,Gm33259,1
6991,Gm33265,1
6993,Gm33273,1
6994,Gm33275,1
6995,Gm33277,1
6996,Gm33281,1
6997,Gm33283,1
6998,Gm33289,2
7000,Gm33299,1
7001,Gm33302,1
7003,Gm33310,1
7004,Gm33319,1
7005,Gm33321,2
7006,Gm33323,1
7007,Gm33324,1
7008,Gm33327,1
7009,Gm33330,1
7010,Gm33332,1
7011,Gm33340,1
7012,Gm33341,2
7013,Gm33347,1
7014,Gm3336,1
7015,Gm33361,1
7016,Gm33363,1
7018,Gm33377,1
7019,Gm33389,1
7020,Gm33394,2
7021,Gm33407,1
7022,Gm33410,1
7023,Gm33413,2
7024,Gm33415,1
7025,Gm33416,1
7026,Gm33424,1
7027,Gm33436,1
7028,Gm33439,2
7030,Gm33449,1
7031,Gm33450,1
7032,Gm33453,1
7033,Gm33458,1
7034,Gm33459,1
7035,Gm33460,1
7036,Gm33467,1
7037,Gm33474,1
7038,Gm33476,1
