,Var1,Freq
12654,Mta3,2
12655,Mtag2,1
12658,Mtbp,1
12661,Mtcl1,1
12667,Mterf4,1
12668,Mtf1,1
12670,Mtfmt,1
12671,Mtfp1,2
12678,Mthfd1l,1
12680,Mthfd2l,1
12682,Mthfs,1
12689,Mtmr1,1
12691,Mtmr11,1
12695,Mtmr3,1
12700,Mtnr1a,1
12706,Mtres1,2
12708,Mtss1,2
12709,Mtss2,1
12710,Mturn,1
12713,Mtx1,1
12716,Muc21,1
12717,Muc3a,1
12718,Muc5b,1
12720,Mup18,1
12721,Mus81,1
12723,Mutyh,1
12726,Mx1,1
12727,Mx2,1
12728,Mxd1,1
12730,Mxd4,1
12732,Mxra7,1
12733,Mxra8,1
12735,Myadml2,1
12737,Mybl1,1
12738,Mybpc2,1
12739,Mybph,1
12740,Mybphl,1
12743,Mycbp2,3
12744,Mycbpap,2
12745,Mycl,1
12746,Mycn,3
12748,Myef2,1
12749,Myf6,1
12751,Myh10,1
12752,Myh11,2
12753,Myh13,1
12754,Myh14,1
12755,Myh7,1
12756,Myh7b,2
12760,Myl2,1
12762,Myl6,1
12766,Mylk,1
12767,Mylk3,1
12769,Mymk,2
12770,Mymx,1
12771,Mynn,1
12773,Myo16,1
12775,Myo18b,1
12777,Myo1a,1
12779,Myo1c,4
12780,Myo1d,2
12782,Myo1f,1
12784,Myo3a,1
12787,Myo5b,1
12790,Myo7b,1
12793,Myocd,1
12794,Myocos,1
12795,Myog,1
12796,Myom3,1
12798,Myoz1,1
12799,Mypop,1
12800,Myrip,2
12802,Myt1,1
12804,Myzap,1
12805,Mzb1,1
12808,Mzt2,1
12809,n-R5s105,1
12810,n-R5s119,1
12811,n-R5s149,1
12812,n-R5s28,1
12817,N4bp3,1
12820,Naa11,1
12830,Naaa,1
12831,Naaladl1,2
12832,Naaladl2,1
12836,Naca,1
12837,Nacad,1
12838,Nacc1,1
12839,Nacc2,2
12840,Nadk,1
12842,Nadsyn1,1
12843,Nae1,1
12844,Naf1,2
12846,Nagk,1
12848,Nagpa,1
12849,Naip5,1
12851,Nalf1,2
12852,Nalf2,1
12854,Nanos1,1
12855,Nanos3,1
12856,Nanp,1
12857,Nans,1
12867,Naprt,2
12868,Napsa,1
12869,Narf,1
12874,Nat14,2
12875,Nat8,1
12877,Nat8f6,2
12878,Nat8l,1
12880,Nav1,9
12886,Nbdy,1
12890,Nbl1,2
12892,Nbr1,1
12895,Ncam2,1
12896,Ncan,1
12902,Ncdn,1
12903,Nceh1,1
12904,Ncf1,1
12905,Ncf2,1
12907,Nck2,1
12912,Ncln,1
12913,Ncmap,1
12916,Ncoa3,2
12919,Ncoa6,1
12920,Ncoa7,1
12921,Ncor1,1
12922,Ncor2,3
12923,Ncs1,3
12925,Nctc1,1
12928,Ndfip1,1
12930,Ndn,1
12933,Ndrg1,1
12936,Ndrg4,2
12937,Ndst1,5
12942,Ndufa13,1
12944,Ndufa3,1
12945,Ndufa4l2,3
12949,Ndufa8,1
12952,Ndufaf3,1
12956,Ndufb10,1
12957,Ndufb11b,1
12961,Ndufb6,1
12963,Ndufb8,1
12965,Ndufc2,1
12967,Ndufs4,1
12968,Ndufs5,1
12970,Ndufs6b,1
12975,Ndufv3,1
12977,Necab1,1
12978,Necab2,2
12979,Necab3,3
12982,Nedd1,1
12986,Nefh,2
12987,Nefl,1
12988,Negr1,1
12990,Neil2,1
12991,Neil3,1
12993,Nek10,1
12995,Nek2,2
12997,Nek5,1
12998,Nek6,3
12999,Nek7,2
13001,Nelfa,1
13002,Nelfb,2
13005,Nell1,1
13008,Nemp2,1
13009,Nenf,1
13011,Nes,3
13018,Neurl1b,1
13019,Neurl3,1
13022,Neurod2,1
13024,Neurog2,1
13028,Nfam1,2
13029,Nfasc,6
13030,Nfat5,1
13031,Nfatc1,3
13033,Nfatc3,1
13035,Nfe2l1,3
13036,Nfe2l2,1
13037,Nfe2l3,1
13039,Nfib,2
13040,Nfic,2
13041,Nfil3,1
13042,Nfix,3
13043,Nfkb1,1
13044,Nfkb2,1
13045,Nfkbia,1
13046,Nfkbib,1
13048,Nfkbie,3
13054,Nfxl1,1
13057,Ngdn,1
13058,Ngef,1
13061,Ngrn,1
13062,Nhej1,1
13064,Nherf2,2
13065,Nherf4,2
13066,Nhlh1,1
13067,Nhlh2,1
13071,Nhp2,1
13072,Nhs,3
13074,Nhsl2,8
13075,Niban1,2
13076,Niban2,1
13078,Nid1,2
13079,Nid2,1
13080,Nifk,1
13083,Ninj1,1
13084,Ninj2,3
13086,Nipa1,1
13087,Nipal1,1
13088,Nipal2,2
13090,Nipal4,1
13097,Nit2,1
13098,Nkain1,1
13100,Nkain3,1
13102,Nkap,1
13104,Nkg7,1
13107,Nkrf,2
13109,Nkx2-1,1
13111,Nle1,1
13112,Nlgn1,4
13113,Nlgn2,1
13114,Nlgn3,1
13118,Nlrp10,1
13119,Nlrp6,2
13123,Nmd3,1
13130,Nme9,1
13131,Nmi,1
13133,Nmnat3,4
13135,Nmrk1,1
13136,Nmrk2,2
13139,Nnt,1
13142,Nobox,1
13144,Noc3l,2
13147,Nod2,2
13148,Nog,1
13150,Nol12,2
13152,Nol4,2
13156,Nol9,1
13158,Nom1,1
13163,Nop53,1
13168,Nos1,1
13172,Nostrin,2
13174,Notch3,3
13176,Noto,1
13177,Nova1,2
13179,Noxa1,1
13181,Noxred1,1
13182,Npas1,1
13183,Npas2,2
13185,Npas4,3
13186,Npb,1
13187,Npbwr1,1
13190,Npcd,1
13193,Npffr1,1
13194,Nphp1,1
13195,Nphs1,1
13196,Nphs1os,1
13197,Nploc4,1
13199,Npm2,1
13200,Npm3,1
13202,Nppa,1
13203,Nppb,1
13204,Nppc,1
13205,Npr1,2
13206,Npr2,2
13208,Nprl3,1
13210,Nptx2,1
13211,Nptxr,1
13212,Npw,1
13213,Npy1r,2
13215,Npy5r,1
13218,Nr0b1,1
13221,Nr1h2,1
13223,Nr1h4,1
13225,Nr2c2,2
13227,Nr2e3,1
13228,Nr2f1,2
13229,Nr2f2,2
13230,Nr2f6,2
13232,Nr3c2,2
13234,Nr4a2,2
13235,Nr4a3,2
13236,Nr5a2,3
13238,Nradd,1
13239,Nrap,1
13241,Nras,1
13244,Nrcam,1
13248,Nrg1,2
13250,Nrg3,1
13252,Nrip1,1
13254,Nrip3,2
13255,Nrl,2
13257,Nrn1,2
13258,Nrn1l,1
13259,Nrp1,1
13260,Nrp2,1
13265,Nrxn2,1
13267,Nsa2,1
13268,Nscme3l,1
13270,Nsd2,1
13272,Nsf,1
13274,Nsg1,1
13275,Nsg2,2
13277,Nsmce1,2
13278,Nsmce3,1
13280,Nsmf,1
13281,Nsrp1,1
13288,Nt5c2,4
13292,Nt5dc2,1
13298,Ntf3,1
13299,Ntf5,1
13301,Ntm,4
13304,Ntn3,1
13305,Ntn5,1
13306,Ntng1,2
13309,Ntsr1,1
13312,Nuak2,1
13313,Nub1,1
13315,Nubpl,1
13316,Nucb1,1
13318,Nucks1,1
13319,Nudc,1
13323,Nudt10,1
13325,Nudt12,1
13326,Nudt14,1
13328,Nudt16,1
13330,Nudt17,2
13332,Nudt19,1
13339,Nudt7,1
13341,Nudt9,1
13343,Nuggc,1
13353,Nup35,1
13354,Nup37,1
13356,Nup50,1
13363,Nup98,1
13365,Nupr1,1
13371,Nwd2,1
13373,Nxf2,1
13375,Nxn,1
13376,Nxnl2,1
13377,Nxpe3,1
13379,Nxph1,2
13380,Nxph2,1
13381,Nxt1,1
13382,Nxt2,1
13385,Nynrin,2
13386,Nyx,1
13387,Oacyl,1
13388,Oaf,2
13389,Oard1,1
13390,Oas1c,1
13391,Oas2,2
13392,Oas3,1
13393,Oasl2,1
13395,Oaz1,1
13396,Oaz1-ps,1
13398,Obi1,1
13399,Obox1,1
13400,Obp2b,1
13404,Ociad2,1
13405,Ocln,1
13406,Ocm,1
13408,Ocstamp,2
13410,Odad2,1
13416,Odf3l1,2
13417,Odf3l2,2
13419,Ofcc1,1
13426,Ogt,2
13432,Olfm3,1
13433,Olfml1,1
13437,Olig1,1
13438,Olig2,1
13439,Oma1,1
13440,Omp,2
13441,Omt2b,1
13443,Ooep,1
13446,Opalin,1
13455,Or10aa1,1
13456,Or10aa3,1
13457,Or10ac1,1
13458,Or10ad1,1
13459,Or10ad1b,1
13460,Or10ak14,1
13461,Or10c1,1
13462,Or10p21,1
13463,Or10u3,1
13464,Or10u4,2
13465,Or10x1,1
13466,Or12j2,1
13467,Or12k5,1
13468,Or13a17,1
13469,Or13a19,1
13470,Or13a26,1
13471,Or13p8,2
13472,Or1b1,1
13473,Or2a12,1
13474,Or2a56,1
13475,Or2ag2,1
13476,Or2ak4,2
13477,Or2ak5,1
13478,Or2ak7,2
13479,Or2at1,1
13480,Or2b11,1
13481,Or2bd2,1
13482,Or2c1,1
13483,Or2f1b,1
13484,Or2h15,1
13485,Or2i1,1
13486,Or2r2,1
13487,Or2r3,1
13488,Or2t26,1
13489,Or2t47,1
13490,Or2w2,1
13491,Or2w25,1
13492,Or2y10,1
13493,Or2y11,1
13494,Or2y12,1
13495,Or2y14,2
13496,Or2y1e,1
13497,Or2y1f,1
13498,Or2y1g,2
13499,Or4b1b,1
13500,Or4c10,1
13501,Or4c104,1
13502,Or4c11,1
13503,Or4c115,1
13504,Or4c12,1
13505,Or4c3,1
13506,Or4c3d,1
13507,Or4d2b,1
13508,Or4k48,1
13509,Or51a42,1
13510,Or51ai2,1
13511,Or51e1,1
13512,Or51r1,1
13513,Or52ae9,1
13514,Or52i2,1
13515,Or52l1,1
13516,Or52n4,1
13517,Or52s19,1
13518,Or52s6,1
13519,Or52x1,1
13520,Or56a5,1
13521,Or5aq6,1
13522,Or5au1,1
13523,Or5d38,1
13524,Or5m3b,1
13525,Or5p1,1
13526,Or5p52,1
13527,Or5p53,1
13528,Or5w1,1
13529,Or6b3,1
13530,Or6x1,1
13531,Or7a36,1
13532,Or7g30,1
13533,Or8c9,1
13534,Or8d6,1
13535,Or8g32,1
13536,Or8k20,1
13537,Or8s5,1
13538,Or9s13,1
13539,Or9s27,1
13541,Orai2,1
13542,Orai3,2
13543,Orc2,1
13548,Orm1,1
13549,Orm2,1
13550,Ormdl2,1
13551,Ormdl3,1
13552,Os9,2
13553,Osbp,2
13558,Osbpl2,2
13571,Osmr,1
13575,Otoa,2
13577,Otop1,1
13578,Otop2,2
13579,Otop3,1
13580,Otos,1
13581,Otp,1
13583,Otub2,3
13584,Otud3,1
13585,Otud4,1
13590,Otulinl,1
13591,Otx1,1
13592,Otx2,1
13593,Ovca2,1
13594,Ovgp1,2
13595,Oxa1l,1
13596,Oxct1,1
13597,Oxct2a,1
13601,Oxsm,2
13603,Oxtr,1
13604,P2rx1,2
13605,P2rx4,1
13606,P2rx5,1
13607,P2rx6,2
13608,P2rx7,1
13609,P2ry1,1
13612,P2ry4,1
13613,P3h2,1
13614,P3h3,1
13620,P4htm,1
13621,Pa2g4,1
13622,Pabir1,1
13623,Pabir2,2
13625,Pabpc1l2a,1
13626,Pabpc1l2b,1
13628,Pabpc4l,1
13630,Pabpn1,1
13633,Pacs1,2
13637,Pacsin3,2
13638,Padi2,1
13639,Padi6,1
13646,Pagr1a,1
13652,Pak3,2
13660,Palm3,1
13661,Palmd,1
13663,Pam,2
13665,Pamr1,1
13668,Pank1,1
13669,Pank2,1
13672,Pantr2,1
13673,Panx1,1
13674,Panx2,2
13676,Papola,2
13677,Pappa,1
13681,Paqr5,1
13684,Paqr8,2
13685,Paqr9,2
13687,Pard3b,1
13688,Pard6g,2
13696,Parp12,1
13697,Parp14,1
13701,Parp8,1
13702,Parp9,1
13704,Parva,1
13705,Parvaos,1
13706,Parvb,1
13708,Patj,2
13710,Patl2,1
13713,Pax1,1
13714,Pax6,2
13715,Paxbp1,2
13720,Pbx2,1
13721,Pbx3,1
13723,Pcbd1,1
13727,Pcbp4,2
13729,Pccb,1
13731,Pcdh10,1
13732,Pcdh11x,1
13733,Pcdh12,2
13734,Pcdh15,1
13736,Pcdh18,2
13738,Pcdh20,2
13739,Pcdh7,2
13742,Pcdha11,1
13743,Pcdha12,1
13744,Pcdha5,1
13745,Pcdhac1,1
13746,Pcdhac2,1
13747,Pcdhb11,1
13748,Pcdhb15,1
13749,Pcdhga12,1
13750,Pcdhga7,1
13751,Pcdhgb1,1
13752,Pcdhgc3,1
13753,Pcdhgc4,2
13754,Pcdhgc5,2
13760,Pcgf6,1
13763,Pck2,1
13769,Pcna,1
13770,Pcnp,1
13772,Pcnx,4
13776,Pcolce,1
13777,Pcolce2,1
13778,Pcp2,1
13779,Pcp4,2
13780,Pcp4l1,1
13785,Pcsk2os2,1
13787,Pcsk6,1
13788,Pctp,1
13795,Pdcd1,2
13797,Pdcd2,1
13798,Pdcd2l,1
13802,Pdcd6ip,1
13803,Pdcd7,1
13804,Pdcl,1
13805,Pdcl3,1
13807,Pde11a,2
13812,Pde3a,1
13813,Pde3b,2
13816,Pde4c,1
13818,Pde4dip,2
13820,Pde6b,1
13821,Pde7a,2
13823,Pde8a,1
13825,Pde9a,4
13827,Pdgfa,2
13828,Pdgfb,4
13829,Pdgfc,1
13831,Pdgfra,2
13832,Pdgfrb,1
13833,Pdgfrl,1
13837,Pdia6,1
13838,Pdik1l,1
13840,Pdk2,1
13842,Pdk4,1
13843,Pdlim1,1
13844,Pdlim2,1
13845,Pdlim4,1
13852,Pdrg1,2
13856,Pdss2,1
13857,Pdxdc1,1
13858,Pdxk,1
13859,Pdxk-ps,1
13861,Pdyn,2
13863,Pdzd4,1
13864,Pdzd7,1
13866,Pdzd9,2
13867,Pdzrn3,3
13868,Pdzrn4,1
13869,Pea15a,2
13871,Peak1os,1
13872,Pear1,1
13873,Pebp1,1
13874,Peds1,2
13875,Pef1,1
13876,Peg10,2
13877,Peg13,2
13878,Peg3,1
13882,Pelo,1
13884,Pemt,1
13888,Per2,2
13889,Per3,1
13890,Perm1,2
13891,Perp,1
13893,Pet100,1
13903,Pex26,1
13907,Pf4,1
13909,Pfdn1,1
13911,Pfdn5,1
13912,Pfkfb1,1
13916,Pfkl,1
13919,Pfn1,1
13920,Pfn2,1
13921,Pfn3,1
13929,Pgap6,1
13933,Pgghg,1
13934,Pggt1b,1
13935,Pgk1,1
13943,Pgpep1l,1
13944,Pgr,1
13947,Pgs1,2
13949,Phactr2,1
13951,Phactr4,2
13952,Phaf1,1
13957,Phc3,1
13958,Pheta1,2
13960,Phf10,2
13961,Phf11b,1
13962,Phf11d,1
13963,Phf12,2
13964,Phf13,1
13965,Phf14,2
13966,Phf19,1
13967,Phf2,1
13971,Phf21b,2
13978,Phgdh,1
13983,Phkg1,1
13984,Phkg2,1
13985,Phlda1,1
13986,Phlda3,2
13989,Phlpp1,1
13995,Phyhd1,1
13996,Phyhip,2
13997,Phyhipl,1
13999,Pi16,1
14005,Pias2,1
14009,Picalm,1
14013,Piezo1,4
14014,Piezo2,1
14015,Pif1,1
14016,Pifo,1
14017,Piga,1
14020,Pigg,1
14021,Pigh,1
14022,Pigk,2
14028,Pigq,1
14033,Pigyl,1
14034,Pigz,3
14035,Pih1d1,2
14037,Pik3c2a,1
14038,Pik3c2b,2
14039,Pik3c3,2
14045,Pik3r4,1
14048,Pim2,2
14049,Pim3,1
14052,Pink1,1
14056,Pip4p1,1
14057,Pip4p2,1
14059,Pip5k1bos,1
14061,Pip5kl1,1
14062,Pipox,1
14064,Pira1,1
14065,Pira12,1
14066,Pira13,1
14067,Pirt,1
14069,Pisd-ps1,1
14070,Pisd-ps2,2
14071,Pisd-ps3,1
14076,Pitpnm1,1
14078,Pitpnm2os2,2
14079,Pitpnm3,1
14081,Pitx1,1
14083,Piwil1,1
14084,Piwil2,1
14085,Piwil4,2
14086,Pja1,1
14087,Pja2,1
14089,Pkd1l1,1
14090,Pkd1l2,1
14091,Pkd1l3,1
14093,Pkd2l1,1
14094,Pkd2l2,1
14095,Pkdcc,1
14096,Pkdrej,1
14097,Pkhd1l1,1
14100,Pkm,1
14103,Pkn3,1
14104,Pknox1,1
14105,Pknox2,6
14107,Pkp3,1
14108,Pkp4,3
14109,Pla2g10os,1
14110,Pla2g12a,1
14112,Pla2g1b,1
14113,Pla2g2f,1
14114,Pla2g4c,1
14116,Pla2g5,2
14123,Plac1,1
14124,Plac9,1
14125,Plagl1,1
14128,Platr25,1
14129,Platr27,1
14130,Platr5,1
14131,Platr6,1
14132,Plau,1
14134,Plb1,2
14135,Plbd1,1
14136,Plbd2,1
14137,Plcb1,2
14138,Plcb2,1
14140,Plcb4,2
14142,Plcd3,1
14146,Plch2,4
14148,Plcl2,2
14151,Plcxd3,1
14152,Plcz1,2
14153,Pld1,2
14154,Pld2,1
14156,Pld4,1
14157,Pld5,3
14161,Plekha2,2
14163,Plekha5,4
14165,Plekha7,6
14166,Plekha8,1
14167,Plekhb1,1
14169,Plekhd1,1
14171,Plekhf2,1
14172,Plekhg1,2
14173,Plekhg3,1
14174,Plekhg4,2
14175,Plekhg5,4
14176,Plekhg6,1
14177,Plekhh1,2
14178,Plekhh2,1
14181,Plekhm2,1
14183,Plekhn1,1
14184,Plekho1,2
14186,Plekhs1,2
14187,Plg,1
14190,Plin4,1
14191,Plin5,1
14193,Plk3,1
14195,Plk5,1
14196,Pllp,1
14198,Plod3,1
14199,Plp1,1
14200,Plp2,1
14203,Plpp3,1
14204,Plpp4,1
14206,Plpp7,2
14209,Plppr3,3
14210,Plppr4,1
14214,Pls3,1
14215,Plscr1,1
14218,Pltp,1
14219,Plvap,1
14220,Plxdc1,2
14221,Plxdc2,2
14222,Plxna1,2
14225,Plxna4,1
14229,Plxnb3,1
14231,Plxnd1,1
14234,Pmel,1
14235,Pmepa1,2
14236,Pmepa1os,1
14238,Pml,2
14242,Pms1,1
14245,Pnck,1
14246,Pnisr,1
14249,Pnldc1,2
14250,Pnma1,1
14252,Pnma3,2
14253,Pnma8a,3
14254,Pnma8b,1
14255,Pnma8c,1
14258,Pnp,1
14259,Pnp2,1
14260,Pnpla1,1
14261,Pnpla2,1
14264,Pnpla7,1
14266,Pnpt1,1
14267,Pnrc1,1
14270,Poc1b,1
14272,Podn,2
14273,Podxl,1
14274,Podxl2,2
14275,Pofut1,1
14279,Poglut3,1
14287,Pold4,1
14288,Poldip2,1
14290,Pole2,2
14292,Polg,1
14298,Polq,1
14300,Polr1c,1
14306,Polr2c,1
14307,Polr2d,1
14312,Polr2k,1
14313,Polr2m,1
14321,Polrmt,1
14323,Pomc,1
14324,Pomgnt1,2
14328,Pomt1,1
14329,Pomt2,1
14330,Pon1,1
14331,Pon2,1
14332,Pon3,1
14333,Pop1,2
14338,Porcn,1
14341,Potefam3b,1
14342,Potefam3e,2
14343,Pou2af2,1
14347,Pou3f2,1
14348,Pou3f4,2
14349,Pou4f2,1
14350,Pou4f3,1
14351,Pou5f1,1
14352,Pou6f1,2
14360,Ppargc1b,1
14361,Ppat,1
14362,Ppbp,1
14365,Ppef2,2
14368,Ppfia3,1
14370,Ppfibp1,3
14373,Pphln1-ps1,1
14375,Ppib,1
14376,Ppic,1
14379,Ppif,1
14381,Ppih,1
14382,Ppil1,1
14383,Ppil2,2
14385,Ppil4,1
14386,Ppil6,1
14389,Ppl,2
14390,Ppm1a,1
14397,Ppm1l,2
14403,Ppp1ccb,1
14411,Ppp1r14a,1
14412,Ppp1r14bl,1
14413,Ppp1r14c,3
14414,Ppp1r15a,1
14415,Ppp1r15b,1
14418,Ppp1r1a,1
14420,Ppp1r2,2
14422,Ppp1r26,1
14423,Ppp1r27,1
14424,Ppp1r32,1
14426,Ppp1r36,1
14427,Ppp1r36dn,1
14428,Ppp1r3b,1
14429,Ppp1r3c,2
14430,Ppp1r3e,1
14431,Ppp1r3f,1
14432,Ppp1r3g,2
14433,Ppp1r42,2
14436,Ppp1r9b,4
14438,Ppp2cb,1
14440,Ppp2r1b,2
14443,Ppp2r2c,2
14444,Ppp2r2cos,1
14448,Ppp2r5a,1
14450,Ppp2r5c,2
14451,Ppp2r5d,1
14461,Ppp4r3b,1
14467,Ppp6r3,1
14468,Pprc1,2
14469,Ppt1,1
14470,Ppt2,1
14472,Ppwd1,1
14474,Praf2,1
14476,Pramel12,1
14477,Pramel52-ps,1
14478,Prb1,2
14479,Prc1,1
14482,Prcp,1
14484,Prdm10,3
14485,Prdm11,3
14487,Prdm16,2
14490,Prdm5,1
14491,Prdm6,1
14492,Prdm8,2
14493,Prdm9,1
14496,Prdx3,1
14497,Prdx4,1
14499,Preb,1
14504,Prf1,1
14507,Prickle3,1
14510,Prima1,1
14515,Prkaca,1
14516,Prkacb,1
14519,Prkag3,1
14521,Prkar1b,2
14522,Prkar2a,1
14525,Prkcb,1
14526,Prkce,3
14527,Prkcg,3
14528,Prkch,1
14530,Prkcq,1
14532,Prkd1,1
14533,Prkd2,1
14534,Prkd3,1
14536,Prkg1,2
14541,Prkx,1
14542,Prl2c3,1
14543,Prl7d1,1
14544,Prlh,1
14545,Prlhr,1
14546,Prlr,1
14547,Prm1,1
14552,Prmt6,1
14557,Prob1,1
14559,Prodh2,1
14560,Prok2,1
14561,Prokr1,2
14562,Prokr2,1
14564,Prom2,1
14565,Prop1,1
14566,Prorsd1,1
14567,Pros1,1
14568,Proser2,1
14570,Prox2,2
14571,Prpf18,2
14578,Prpf4b,1
14579,Prpf6,1
14581,Prph,2
14583,Prps2,1
14586,Prr12,1
14587,Prr13,1
14590,Prr15,1
14591,Prr16,2
14594,Prr3,1
14595,Prr30,2
14596,Prr33,1
14599,Prr5l,2
14600,Prr7,1
14601,Prrc1,1
14603,Prrc2b,2
14605,Prrg1,1
14607,Prrg4,2
14608,Prrt1,1
14612,Prrx1,1
14613,Prrx2,1
14614,Prss1,1
14618,Prss27,1
14619,Prss29,1
14620,Prss35,2
14621,Prss36,1
14622,Prss38,1
14623,Prss41,1
14624,Prss44,1
14625,Prss48,1
14626,Prss50,1
14627,Prss52,1
14628,Prss55,1
14629,Prss56,1
14630,Prss57,1
14631,Prtg,1
14632,Prtn3,1
14637,Psap,3
14638,Psapl1,1
14640,Psd,3
14641,Psd2,3
14643,Psd4,2
14647,Psg23,1
14648,Psg25,1
14649,Psg27,1
14652,Psma1,1
14655,Psma4,1
14660,Psmb10,2
14662,Psmb2,1
14663,Psmb3,1
14666,Psmb6,2
14667,Psmb7,1
14668,Psmb9,1
14679,Psmd14,1
14681,Psmd3,1
14684,Psmd6,1
14685,Psmd7,1
14686,Psmd8,1
14687,Psmd9,1
14688,Psme1,1
14689,Psme2,1
14695,Psmg3,1
14699,Psrc1,1
14702,Pstpip2,1
14703,Ptafr,1
14704,Ptar1,1
14706,Ptbp2,1
14708,Ptcd1,1
14711,Ptch1,3
14712,Ptch2,1
14713,Ptchd1,2
14715,Ptcra,1
14717,Pten,1
14718,Pter,1
14719,Ptf1a,1
14720,Ptgdr,1
14724,Ptger3,1
14727,Ptges3l,1
14728,Ptgfr,1
14729,Ptgfrn,1
14730,Ptgir,1
14731,Ptgis,2
14732,Ptgr1,1
14734,Ptgs1,1
14736,Pth1r,1
14737,Pth2,1
14738,Pth2r,3
14741,Ptk6,1
14748,Ptpa,1
14751,Ptpn1,1
14753,Ptpn12,2
14757,Ptpn21,1
14762,Ptpn6,1
14768,Ptprf,2
14772,Ptprm,1
14775,Ptpro,3
14778,Ptprt,1
14780,Ptprz1,1
14784,Ptx3,1
14786,Pum1,2
14790,Purb,2
14791,Pus1,1
14794,Pvalb,2
14795,Pvr,1
14796,Pvrig,1
14799,Pwp2,1
14801,Pwwp2b,2
14803,Pwwp4a,1
14806,Pxk,2
14809,Pxt1,1
14810,Pxylp1,3
14811,Pycard,1
14813,Pycr2,1
14815,Pygl,1
14816,Pygm,1
14817,Pygo1,2
14821,Pyurf,1
14824,Qng1,1
14825,Qpct,1
14826,Qrfpr,1
14827,Qrfprl,1
14828,Qrich1,1
14829,Qrich2,2
14833,Qsox2,1
14838,R3hdml,1
14841,Rab10os,3
14845,Rab11fip4,1
14846,Rab11fip4os1,1
14847,Rab11fip4os2,2
14851,Rab15,2
14853,Rab1a,1
14857,Rab24,2
14858,Rab25,2
14859,Rab26,1
14861,Rab27b,2
14863,Rab29,1
14865,Rab2b,1
14866,Rab30,3
14867,Rab31,2
14869,Rab33a,3
14874,Rab38,1
14875,Rab39,1
14878,Rab3b,4
14880,Rab3d,1
14882,Rab3gap2,1
14883,Rab3il1,2
14886,Rab40c,1
14887,Rab42,1
14891,Rab5a,1
14893,Rab5c,3
14894,Rab6a,1
14897,Rab7b,1
14901,Rab9b,1
14902,Rabac1,1
14904,Rabep2,1
14907,Rabgap1l,3
14911,Rabif,1
14914,Rabl6,1
14916,Rac2,1
14921,Rad21,1
14922,Rad23a,2
14924,Rad50,1
14928,Rad52,1
14929,Rad54l2,1
14934,Raet1d,2
14935,Raet1e,3
14937,Rai1,3
14941,Ralgapa1,1
14944,Ralgds,2
14950,Ramp1,1
14951,Ramp2,2
14952,Ramp3,1
14953,Ran,1
14954,Ranbp17,1
14958,Ranbp9,2
14961,Rap1a,1
14962,Rap1b,1
14963,Rap1gap,3
14964,Rap1gap2,7
14966,Rap2a,1
14967,Rap2b,1
14968,Rap2c,2
14970,Rapgef2,4
14973,Rapgef5,1
14976,Raph1,1
14977,Rapsn,1
14980,Rarg,3
14988,Rasd2,2
14989,Rasef,1
14990,Rasgef1a,3
14995,Rasgrp1,1
14998,Rasgrp4,1
14999,Rasip1,1
15000,Rasl10b,2
15003,Rasl2-9,1
15008,Rassf5,2
15009,Rassf6,2
15010,Rassf7,1
15013,Raver2,2
15016,Rbak,1
15017,Rbbp4,1
15021,Rbbp9,1
15028,Rbks,2
15029,Rbl1,1
15034,Rbm15b,1
15037,Rbm19,1
15040,Rbm24,2
15042,Rbm26,1
15044,Rbm33,1
15048,Rbm4,2
15049,Rbm41,1
15050,Rbm42,1
15052,Rbm44,1
15054,Rbm47,2
15057,Rbm6,1
15060,Rbms1,2
15061,Rbms3,2
15063,Rbmx2,1
15064,Rbmxl1,1
15065,Rbp4,1
15066,Rbp7,1
15067,Rbpj,1
15068,Rbpms,2
15071,Rbx1,1
15072,Rc3h1,1
15076,Rcan3,1
15078,Rcbtb2,1
15081,Rcc2,3
15086,Rcn1,1
15089,Rcor2,2
15090,Rcor3,1
15091,Rcsd1,1
15093,Rd3l,1
15094,Rdh11,2
15097,Rdh19,1
15098,Rdh7,1
15101,Rec114,1
15102,Rec8,1
15106,Recql5,1
15107,Reep1,1
15109,Reep5,1
15115,Rell2,1
15116,Reln,1
15118,Rem2,1
15119,Ren1,1
15121,Repin1,2
15123,Reps2,1
15126,Resp18,1
15128,Retn,1
15131,Retreg3,1
15135,Rexo2,1
15137,Rfc1,1
15138,Rfc2,1
15139,Rfc3,1
15141,Rfesd,1
15144,Rflnb,1
15145,Rfng,1
15146,Rft1,2
15147,Rftn1,1
15148,Rftn2,1
15151,Rfx2,1
15152,Rfx3,1
15155,Rfxank,1
15158,Rgl1,1
15161,Rgmb,1
15163,Rgs11,1
15164,Rgs12,3
15166,Rgs16,1
15167,Rgs17,1
15168,Rgs19,2
15174,Rgs5,1
15177,Rgs7bp,1
15179,Rgsl1,1
15180,Rhbdd1,2
15183,Rhbdf2,1
15185,Rhbdl2,1
15187,Rhbg,1
15188,Rheb,1
15191,Rho,1
15199,Rhog,2
15200,Rhoj,1
15204,Rhou,1
15205,Rhov,1
15206,Rhox4a,1
15207,Rhox8,1
15210,Rian,1
15215,Rictor,1
15216,Rif1,1
15217,Rilp,1
15221,Rimbp3,2
15224,Rimoc1,1
15227,Rims3,2
15230,Rin3,3
15231,Ring1,1
15232,Rinl,1
15234,Riok3,1
15236,Riox2,1
15240,Ripor2,3
15241,Ripor3,1
15242,Rit1,1
15243,Rit2,1
