"","Row.names","Gene.Symbol","ID","id","V12CBD","V15CBD","V59CBD","V75CBD","V77CBD","V96CBD","V99CBD","V100CBD","V12DMSO","V15DMSO","V59DMSO","V75DMSO","V77DMSO","V96DMSO","V99DMSO","V100DMSO"
"316","GAPDH","GAPDH","213453_x_at",1,-0.44169396,-0.48445445,-0.43388566,-0.43005314,-0.46337792,-0.3634953,-0.46321598,-0.3855563,-0.41853213,-0.4887714,-0.432547,-0.44871116,-0.4276222,-0.42133582,-0.42513573,-0.41727754
"4","ABCF1","ABCF1","200045_at",4,0.71460557,0.6349267,0.6762445,0.6178518,0.6711037,0.6181538,0.73347,0.4592409,0.6861798,0.6499016,0.67995834,0.65157336,0.66491276,0.64251196,0.6476001,0.6502913
"780","SPAG7","SPAG7","200053_at",5,-0.2524549,-0.45608437,-0.35445002,-0.6211619,-0.22064921,-0.24022143,-0.4012841,0.540668,-0.16860215,-0.5167196,-0.22122088,-0.43032518,-0.15033786,-0.16602252,-0.15368676,-0.08181225
"768","SMNDC1","SMNDC1","200071_at",6,-0.6980061,-0.7470039,-0.73227644,-0.7236353,-0.81289446,-0.68339926,-0.6857546,-0.553625,-0.68328,-0.7416569,-0.6926598,-0.70248604,-0.6748489,-0.6645352,-0.67402226,-0.66192764
"57","ATP6V0B","ATP6V0B","200078_s_at",7,-0.12148921,-0.118029885,-0.06776712,-0.1858758,-0.18112715,-0.17187144,-0.11665958,-0.19035009,-0.11106902,-0.17184551,-0.07189655,-0.13477685,-0.12138726,-0.11563962,-0.10912889,-0.14222819
"900","USP22","USP22","200083_at",8,1.7917595,2.1832438,2.447251,2.230853,2.063128,2.2966533,1.503171,2.566788,1.7359991,2.4187338,1.9088061,2.012751,1.8399423,1.8197688,1.7616372,1.7491558
"192","CSRP1","CSRP1","200621_at",10,0.56387395,0.2922933,0.51343447,0.119042315,0.70471185,0.3152046,0.36591747,0.8832028,0.5681764,0.24237968,0.5643666,0.29189393,0.48242113,0.52255285,0.5270554,0.66226923
"916","XBP1","XBP1","200670_at",13,0.2169765,0.0055462895,-0.055070188,-0.1902441,0.13550934,-0.027882753,-0.10623284,0.3295471,0.15726498,0.0041060625,0.018474953,0.012410062,0.009606111,0.15231806,0.15155289,0.23598498
"340","GRN","GRN","200678_x_at",14,0.49631572,0.48242712,0.5196042,0.37829563,0.33013317,0.38840944,0.5830546,0.39603797,0.47385278,0.52516294,0.534427,0.4482585,0.4876487,0.48172456,0.4855708,0.42054367
"357","HK1","HK1","200697_at",15,1.3022254,1.3012362,1.0919627,0.8966529,1.2441167,1.0849875,1.3918209,1.4034226,1.4519949,1.2308853,1.3346279,1.3050883,1.3312341,1.4979024,1.492487,1.2822019
"94","CAPN1","CAPN1","200752_s_at",17,0.7260678,0.7132962,0.92053753,0.7338861,1.0870098,1.0017129,0.5570263,0.85004824,0.9306633,0.61018807,0.95608085,0.81270933,1.0241927,1.0090903,0.96394664,0.94710165
"195","CTSD","CTSD","200766_at",19,-0.7013158,-0.85143983,-0.84861475,-0.9267504,-0.74253607,-0.78966165,-0.8174091,-0.68353534,-0.7250571,-0.8810152,-0.7852489,-0.8113139,-0.7451434,-0.72893584,-0.75233364,-0.7106237
"800","STMN1","STMN1","200783_s_at",20,-0.33207035,-0.53550214,-0.36991233,-0.51561636,-0.4249122,-0.3356161,-0.39781636,-0.51231027,-0.29776132,-0.6910581,-0.29896268,-0.43489248,-0.29869586,-0.28863034,-0.29026318,-0.30658937
"249","ECH1","ECH1","200789_at",21,-0.80436283,-0.84252036,-0.7648927,-0.8288176,-0.8532036,-0.8413481,-0.8749216,-0.82638943,-0.81206083,-0.8813879,-0.7802008,-0.8260296,-0.8194068,-0.82575816,-0.8327144,-0.8019793
"405","IQGAP1","IQGAP1","200791_s_at",22,0.5218994,0.4713958,0.3672104,0.4749401,0.4110348,0.39822266,0.7444458,0.6685738,0.4886593,0.5378409,0.42760053,0.53181,0.4862931,0.47947165,0.49563384,0.46979848
"565","PAFAH1B1","PAFAH1B1","200816_s_at",23,0.05035273,0.08975655,0.03697189,0.07591179,0.027104966,0.060121387,-0.027171854,-0.1809121,-0.029262874,0.057867534,-0.017307093,0.024917655,-0.03554976,-0.05809743,-0.09236686,-0.04987199
"378","HYOU1","HYOU1","200825_s_at",24,-0.6109452,-0.5443102,-0.7383199,-0.7090409,-0.66293114,-0.7442828,-0.5582014,-0.74460596,-0.6177047,-0.4702267,-0.67588246,-0.62076414,-0.6234229,-0.6313322,-0.6146048,-0.62164325
"297","FKBP4","FKBP4","200895_s_at",27,0.03066168,-0.013153321,0.12026135,-0.061703525,-0.08639668,0.028333038,-0.0417368,-0.03518783,0.01100445,-0.033700045,0.06253157,0.0034702609,0.003008607,0.010559955,-0.0072516403,-0.023650369
"1","AARS","AARS","201000_at",32,0.33501875,0.30132592,0.3041979,0.17334932,0.34503767,0.23825943,0.2797442,-0.03566587,0.34582177,0.29591092,0.3187349,0.28750733,0.32504883,0.33941308,0.34321624,0.39454064
"713","RPN1","RPN1","201011_at",33,-0.7230726,-0.80279464,-0.79445434,-0.80601573,-0.8227612,-0.7846214,-0.7409033,-0.72786057,-0.7307945,-0.8021234,-0.7378284,-0.7516098,-0.7314027,-0.7281908,-0.7345153,-0.7404017
"75","BLCAP","BLCAP","201032_at",35,-0.5043723,-0.30670553,-0.28774008,-0.36632377,-0.40231365,-0.3684556,-0.4904328,-0.27838686,-0.45812935,-0.2598524,-0.41576442,-0.41948062,-0.45576563,-0.468077,-0.45620352,-0.45686954
"330","GNAI2","GNAI2","201040_at",37,-0.4248357,-0.59452546,-0.6229332,-0.55109334,-0.50066876,-0.62446576,-0.37973127,-0.5596586,-0.48177564,-0.68330574,-0.52406627,-0.5023686,-0.49915555,-0.50917053,-0.5090535,-0.5043721
"849","TM9SF2","TM9SF2","201078_at",39,0.23973116,0.42474014,0.42510104,0.5903545,0.24671893,0.50087166,0.13540472,0.6966222,0.19566706,0.7077454,0.26667196,0.36061865,0.22735062,0.23430894,0.21415012,0.23189409
"672","PXN","PXN","201087_at",41,0.31245345,0.33356348,-0.08897118,0.21059489,0.3819558,0.17429332,0.8846148,-0.044460103,0.35820866,0.4980474,0.15448824,0.34946114,0.3563432,0.37479174,0.41463175,0.40200332
"176","COPB2","COPB2","201098_at",42,-0.37685856,-0.48141378,-0.42056605,-0.42137983,-0.3430623,-0.43796694,-0.36453047,-0.31246614,-0.31946185,-0.5450962,-0.33977166,-0.3710111,-0.31469643,-0.3437057,-0.3303642,-0.30741867
"590","PGRMC1","PGRMC1","201121_s_at",43,0.073867634,0.03978633,-0.0473816,-0.12187556,-0.2019062,-0.1508958,0.2684167,-0.34140447,0.040750995,-0.035788752,0.045631684,0.020360598,0.070382364,0.04722932,0.029919643,-0.0054090987
"611","PLP2","PLP2","201136_at",45,1.258275,1.0341266,1.5163335,1.2576314,1.6189809,1.5280998,1.1673325,1.4057685,1.3882229,1.0673007,1.3403268,1.2002175,1.3870842,1.4154743,1.4505512,1.5062388
"520","NFE2L2","NFE2L2","201146_at",46,-0.23954394,-0.2421284,-0.184224,-0.22105885,-0.23034245,-0.24427512,-0.23300792,-0.22920226,-0.26663923,-0.2744231,-0.24748242,-0.26142532,-0.28157926,-0.28414768,-0.2837232,-0.28016505
"827","TERF2IP","TERF2IP","201174_s_at",49,-0.107976586,-0.21285821,-0.15129246,-0.15989186,-0.028507741,-0.20976971,-0.24055949,-0.23389684,-0.17608052,-0.32682377,-0.18037286,-0.20280543,-0.18447241,-0.2217907,-0.19748592,-0.16343267
"288","FBXO7","FBXO7","201178_at",50,-0.73829985,-0.70764524,-0.6159007,-0.62746173,-0.67536646,-0.5907395,-0.78378326,-0.5163292,-0.7225262,-0.6477434,-0.68165916,-0.69023,-0.70589876,-0.70489854,-0.70166117,-0.70741385
"377","HTRA1","HTRA1","201185_at",51,0.41983303,0.41081053,0.12605612,0.35279912,0.22843394,0.24644917,0.61343294,0.17168003,0.36147726,0.46302995,0.2580686,0.41407642,0.3827294,0.3587459,0.35150737,0.2890583
"445","LRPAP1","LRPAP1","201186_at",52,-0.8149898,-0.78915584,-0.83022755,-0.7870621,-0.8292429,-0.7997938,-0.8069278,-0.7938078,-0.811379,-0.78746045,-0.8154681,-0.80318165,-0.8161428,-0.8042612,-0.8123756,-0.8105705
"182","CREG1","CREG1","201200_at",53,0.16028053,0.09423432,0.020352568,0.18209493,0.3112341,0.13106921,0.24897444,0.36350957,0.34488082,-0.04135931,0.23785467,0.24839991,0.37712178,0.3426302,0.35513544,0.36176038
"438","LGMN","LGMN","201212_at",54,-0.4365875,-0.32934022,-0.5162126,-0.39620754,-0.32737097,-0.41721883,-0.36824888,-0.5726824,-0.39173996,-0.26896566,-0.4281324,-0.37269017,-0.39536506,-0.37663865,-0.38502607,-0.3817002
"399","ILK","ILK","201234_at",55,-0.2826414,-0.28034192,-0.32988307,-0.28282157,-0.31599376,-0.26648113,-0.20008966,-0.23802789,-0.31667966,-0.24144867,-0.335996,-0.3008328,-0.30644786,-0.31700733,-0.30575413,-0.30791628
"812","SYPL1","SYPL1","201260_s_at",57,-0.77150196,-0.8112384,-0.83389914,-0.8170154,-0.802803,-0.8220132,-0.7779189,-0.790487,-0.780361,-0.81346565,-0.8066017,-0.7940601,-0.7871874,-0.78254527,-0.7900391,-0.78579324
"887","TXNRD1","TXNRD1","201266_at",58,2.8429074,2.140088,2.146194,2.5885603,2.2710342,2.5481658,2.8926709,3.7054358,2.2036998,2.1285396,1.9931692,2.3765192,2.0873406,2.1363993,2.0981338,2.0112545
"859","TOP2A","TOP2A","201292_at",60,0.39064765,0.23716795,0.24752064,0.11129792,0.14641032,0.09370032,0.36625803,0.24661581,0.3367069,0.06291145,0.3373153,0.29091725,0.2887658,0.28260568,0.29157868,0.26305643
"799","STK25","STK25","201314_at",61,2.271138,2.5074344,2.4790888,2.1142745,2.91912,2.5226893,2.6019416,2.5263472,2.6269033,2.6638665,2.451058,2.42955,2.539356,2.7324843,2.6339924,2.6685328
"246","EBNA1BP2","EBNA1BP2","201323_at",62,0.06336658,0.53114784,0.48535115,0.8739597,0.58825177,0.7618086,-0.21904947,0.7935945,-0.24375336,1.0448334,-0.06542002,0.14712544,-0.23139404,-0.26308978,-0.23512958,-0.183074
"733","SCP2","SCP2","201339_s_at",63,-0.38770404,-0.43279123,-0.44158557,-0.41871107,-0.44342998,-0.39735824,-0.40339142,-0.34641817,-0.40649652,-0.43269673,-0.40715247,-0.4345682,-0.39864695,-0.40140706,-0.40889558,-0.42917147
"853","TMEM109","TMEM109","201361_at",65,0.4497127,0.97477037,0.86734116,1.0244619,0.46191394,0.74888504,0.31856665,0.30508462,0.3647729,1.3536488,0.4647527,0.7171056,0.3086945,0.32329586,0.33127996,0.2976605
"865","TPD52L2","TPD52L2","201379_s_at",66,1.9732107,4.1777453,2.8159025,3.547104,1.7484992,2.0286229,1.9400134,2.1856909,1.8726391,5.5719447,2.2540703,2.9981837,1.6911187,1.771623,1.7244415,1.7653743
"186","CRTAP","CRTAP","201380_at",67,-0.5213727,-0.38054204,-0.3200154,-0.37440902,-0.37451258,-0.32725668,-0.58077335,-0.26834008,-0.57366276,-0.2669192,-0.5094655,-0.53326803,-0.55910856,-0.56026363,-0.5614263,-0.5612575
"869","TRAP1","TRAP1","201391_at",68,1.355685,1.3352561,1.1592416,1.2889676,1.0488044,1.1937916,1.4807127,1.2362547,1.3434052,1.4330921,1.2536421,1.3826295,1.3208814,1.3328122,1.3208102,1.3073475
"390","IGF2R","IGF2R","201393_s_at",69,-0.75162613,-0.78286743,-0.7806529,-0.77171284,-0.72304994,-0.7505087,-0.72588587,-0.807748,-0.729378,-0.80655724,-0.75467795,-0.74292034,-0.72544956,-0.73298204,-0.73045504,-0.72658825
"591","PHGDH","PHGDH","201397_at",70,2.3167121,2.2589257,2.1304994,2.1902318,2.0682404,2.022664,2.3384714,2.188756,2.3225129,2.1925778,2.2871306,2.2801125,2.2903461,2.2709906,2.2712066,2.2164953
"444","LRP10","LRP10","201412_at",71,0.06042056,-0.0026328093,-0.13773136,-0.08054098,0.10310722,0.022251014,0.10095366,0.16818474,-0.036602676,0.06924925,-0.10701794,-0.053655427,-0.04262205,-0.024743883,-0.0330715,-0.006820155
"734","SCRN1","SCRN1","201462_at",74,-0.30655926,-0.21105433,-0.17174874,-0.21224552,-0.2369353,-0.16586462,-0.35349584,-0.15286706,-0.2549449,-0.16706613,-0.23938493,-0.23035875,-0.24745119,-0.2611278,-0.25958472,-0.21736187
"637","PRCP","PRCP","201494_at",76,0.018749023,0.30444312,0.15947087,0.18332113,-0.11465102,0.07842157,0.11981127,-0.17253663,-0.0117868995,0.55707383,0.009194254,0.1907926,-0.027178789,-0.001339731,-0.052029453,-0.024270747
"902","USP7","USP7","201498_at",77,-0.28571728,-0.44366348,-0.106716394,-0.380762,-0.3182476,-0.42921007,-0.53682375,-0.3039797,-0.3155052,-0.49621764,-0.19927171,-0.3640287,-0.37640467,-0.35518736,-0.39920002,-0.3904963
"708","RPA1","RPA1","201528_at",80,3.9539313,3.6410244,3.8309636,3.9165745,3.7012196,3.8463502,3.9276419,4.1380663,3.9677176,3.6269665,3.9072309,3.9278116,3.84013,3.941066,3.9901285,3.9127302
"923","ZFP36","ZFP36","201531_at",81,0.6138991,0.31987733,0.5061846,0.219458,0.5433844,0.4883911,0.7115967,-0.10802306,0.7203039,-0.088622704,0.68630147,0.42448342,0.63725406,0.6733296,0.7315757,0.6778826
"473","MCM3","MCM3","201555_at",83,1.0144448,0.98434305,0.64516604,0.95548016,0.8820949,0.75376445,1.2855307,1.0733076,0.88330674,1.0330167,0.8038176,1.0038289,0.8703388,0.88096493,0.907785,0.82456374
"164","CLSTN1","CLSTN1","201561_s_at",85,0.78605616,0.9170924,0.8932981,0.8397568,0.9562298,0.9379098,0.677235,0.8125941,0.46840456,1.179493,0.54731584,0.5644482,0.49743363,0.49294925,0.5397269,0.57565147
"284","FAT1","FAT1","201579_at",88,0.410577,0.39119092,0.54542017,0.37626943,0.55768776,0.51273024,0.35667098,0.5986699,0.42988825,0.31009534,0.4834533,0.37455186,0.4301906,0.44049242,0.41420677,0.46150383
"528","NISCH","NISCH","201591_s_at",90,-0.35832962,-0.2159819,-0.13820225,-0.13391298,-0.16760057,-0.14401567,-0.4495286,-0.011214979,-0.40762594,-0.04426957,-0.33979368,-0.3040178,-0.4043107,-0.409212,-0.39644063,-0.39657634
"725","RUVBL1","RUVBL1","201614_s_at",93,0.32460377,0.16013543,0.20567569,0.2524458,0.45499903,0.14800417,0.25794804,-0.34199345,0.31954357,-0.05141538,0.24608077,0.2606289,0.32567406,0.24949841,0.28489453,0.30492595
"472","MBTPS1","MBTPS1","201620_at",94,-0.03279768,-0.47259873,-0.36628464,-0.28653044,-0.1393575,-0.17141879,-0.29117382,-0.4495955,0.08328165,-0.7218453,-0.07428469,-0.056720883,0.12249754,0.071129225,0.039445043,0.011868626
"718","RRAGA","RRAGA","201628_s_at",96,0.12731472,0.08303519,0.004931624,-0.038763124,0.07915082,0.014374654,0.31565517,-0.08551849,0.20021133,0.016822185,0.16466738,0.12191606,0.24261041,0.24417633,0.24271733,0.1726267
"385","IER3","IER3","201631_s_at",97,0.20842044,0.28080577,0.15428397,0.29372266,0.21924989,0.03702499,0.26795194,0.042797074,0.18909997,0.29453668,0.1430631,0.30181137,0.14450842,0.14009795,0.16600296,0.1598627
"891","UBE2L6","UBE2L6","201649_at",98,-0.13357805,0.01754164,0.22396007,0.07300664,-0.015080847,0.073093496,-0.28707772,-0.007515676,0.036710557,-0.061024092,0.15806347,0.057217207,0.061611503,0.056510825,0.042684663,0.07815508
"618","PNP","PNP","201695_s_at",101,-0.36910015,-0.43373334,-0.464468,-0.4790994,-0.44809306,-0.4255455,-0.2904968,-0.3247844,-0.34574682,-0.46475258,-0.38479105,-0.40565494,-0.31832102,-0.3234337,-0.3020731,-0.32810146
"230","DNMT1","DNMT1","201697_s_at",102,-0.20939349,-0.24004221,-0.37975016,-0.44859275,-0.39101544,-0.46953776,-0.11063795,-0.5113111,-0.18006982,-0.31171912,-0.1966611,-0.24497984,-0.1937326,-0.21288367,-0.18447228,-0.20164517
"506","MYBL2","MYBL2","201710_at",104,0.96436435,0.4681012,0.32379258,0.6221287,0.3455717,0.5736187,1.0179205,1.0644417,0.64807,0.42081094,0.5022155,0.6210515,0.58961666,0.61595213,0.6315971,0.49505702
"266","EPB41L2","EPB41L2","201719_s_at",105,-0.64191145,-0.7779561,-0.65548337,-0.89683944,-0.6931973,-0.75476635,-0.7124214,-1.1614391,-0.64939404,-0.8216942,-0.67631304,-0.78186345,-0.6640946,-0.6327476,-0.64608103,-0.58394784
"709","RPA2","RPA2","201756_at",108,0.9956958,1.2337617,0.9128305,1.2076175,0.8370886,0.94630986,1.0740206,1.133557,0.8689222,1.5588814,0.8897164,1.1081653,0.8999411,0.89181113,0.87620497,0.8473681
"503","MTHFD2","MTHFD2","201761_at",109,-0.8484631,-0.87590545,-0.88429993,-0.888983,-0.8665701,-0.87704366,-0.83118683,-0.8627114,-0.85282344,-0.8965352,-0.86604923,-0.86894405,-0.8479894,-0.850651,-0.85098165,-0.8479922
"260","ELAC2","ELAC2","201767_s_at",110,-0.7565381,-0.8082575,-0.8437548,-0.8248636,-0.79704475,-0.8164666,-0.7198664,-0.7978608,-0.7562907,-0.843378,-0.79397446,-0.7814079,-0.7666809,-0.76218724,-0.7568726,-0.7692004
"512","NCAPD2","NCAPD2","201774_s_at",111,-0.049048293,-0.18139039,-0.25959426,-0.13645703,-0.046755567,-0.16730137,-0.07599502,-0.24339141,0.022437772,-0.36863184,-0.08308123,-0.027125638,0.0033592854,-0.012961142,-0.014362924,-0.009201071
"212","DDX42","DDX42","201788_at",113,0.8418403,1.0298474,0.9386185,1.0916461,0.7141203,0.8281277,0.915189,0.5433283,0.8932979,1.137335,0.95956266,1.0221547,0.8890967,0.8973553,0.89102846,0.8661049
"436","LBR","LBR","201795_at",114,-0.31728467,-0.38689288,-0.35735747,-0.42732266,-0.30589008,-0.35434493,-0.3464521,-0.52235657,-0.30804256,-0.4700559,-0.32812616,-0.36482948,-0.30562767,-0.3116983,-0.3062969,-0.29184806
"893","UBE3C","UBE3C","201817_at",116,0.3166967,0.34689042,0.4739628,0.42436403,0.37552798,0.55875134,0.1606171,0.5739774,0.33897433,0.4211414,0.36465472,0.3418497,0.31538942,0.34832737,0.33325616,0.31576598
"764","SMARCD2","SMARCD2","201827_at",119,0.37378475,0.13152294,0.04256407,0.14435264,0.07858122,0.13568614,0.37852928,0.16396831,0.34402576,-0.049367778,0.24786131,0.28121716,0.33553356,0.30276126,0.3164167,0.2501068
"349","HDAC2","HDAC2","201833_at",121,2.106616,2.9681604,3.0477679,2.8369708,2.5455117,2.5947776,2.554316,2.9821684,2.0107107,3.404809,2.3890789,2.356697,1.9840161,2.023336,2.0035794,2.0122242
"440","LIPA","LIPA","201847_at",122,-0.508678,0.010440201,-0.24024059,-0.09929821,-0.32137102,-0.55142134,-0.49528378,-0.13117433,-0.31808203,0.2837241,-0.25945118,-0.09833512,-0.29737657,-0.30377594,-0.31094438,-0.2855218
"79","BNIP3","BNIP3","201849_at",123,-0.49065322,-0.5592956,-0.48892167,-0.4454504,-0.5357115,-0.4866381,-0.36705732,-0.48283148,-0.48403937,-0.61229396,-0.5234651,-0.47583106,-0.4758032,-0.49468133,-0.46784747,-0.5169417
"858","TOMM34","TOMM34","201870_at",125,0.049955655,-0.08185411,0.04212795,-0.17882891,0.060435604,0.019723495,-0.019852066,-0.15020691,0.16877826,-0.28574833,0.1811883,-0.026513228,0.16180426,0.16705239,0.15931231,0.13710989
"659","PSRC1","PSRC1","201896_s_at",128,1.2275034,0.9957589,1.0882821,0.9691704,0.8751778,0.9971325,1.169623,1.0865117,1.1131748,0.93197334,1.1309191,1.0902562,1.0354804,1.0809748,1.050119,1.0247052
"170","COASY","COASY","201913_s_at",130,-0.46176872,-0.47838122,-0.46170452,-0.5095685,-0.40848166,-0.44044718,-0.4466389,-0.46635288,-0.44266838,-0.47111234,-0.47813442,-0.47447583,-0.44106612,-0.4413073,-0.43398952,-0.4190696
"694","RBM6","RBM6","201967_at",132,0.4121738,0.6216719,0.5648365,0.50128895,0.70090115,0.596335,0.51228285,0.30714104,0.49496216,0.6991856,0.49916428,0.51707375,0.51888883,0.50532484,0.5106528,0.5066022
"589","PGM1","PGM1","201968_s_at",133,1.3659582,2.1565633,2.0228584,1.8398321,1.8444322,1.7930684,1.7166556,2.584626,1.2391988,2.7035718,1.5732137,1.5519366,1.3438209,1.3029383,1.3687855,1.4096023
"511","MYO10","MYO10","201976_s_at",134,-0.036097106,-0.29842702,-0.25866735,-0.17224336,-0.06841302,-0.1522823,-0.15006706,-0.53216636,-0.074256144,-0.31388196,-0.16727814,-0.14314164,-0.0695377,-0.108264916,-0.06692879,-0.07805548
"723","RSU1","RSU1","201980_s_at",135,-0.4572876,-0.5846438,-0.52292186,-0.49733666,-0.42570284,-0.45029476,-0.40988946,-0.5170328,-0.4146831,-0.66206765,-0.4440675,-0.47272334,-0.41278383,-0.40670553,-0.41464543,-0.43997416
"277","EXT1","EXT1","201995_at",138,-0.6138557,-0.63539135,-0.60926735,-0.6747995,-0.5957152,-0.63362944,-0.6281605,-0.6496482,-0.62403405,-0.62396747,-0.6394673,-0.65417236,-0.6411335,-0.628168,-0.6292985,-0.6154881
"782","SPEN","SPEN","201997_s_at",139,-0.66132665,-0.8152661,-0.8081276,-0.8294755,-0.7694452,-0.66303474,-0.686717,-0.6375979,-0.6203111,-0.9356795,-0.68670726,-0.6878133,-0.63381916,-0.6220589,-0.62580276,-0.63464105
"883","TWF2","TWF2","202009_at",141,-0.24951406,-0.2068151,-0.08871829,-0.019671967,-0.17094626,-0.015793642,-0.37604994,0.038862832,-0.25440964,-0.09695128,-0.2032903,-0.19507515,-0.23904441,-0.2289496,-0.23096333,-0.2231121
"845","TJP1","TJP1","202011_at",142,-0.5426519,-0.5554253,-0.5462988,-0.48840302,-0.59766316,-0.49969622,-0.6282051,-0.7289742,-0.66664565,-0.45734045,-0.66509855,-0.5817562,-0.6803912,-0.67619467,-0.68244356,-0.67242
"479","MEST","MEST","202016_at",143,2.2789736,2.5390596,2.4594662,2.4213061,3.08073,2.3312745,2.5612786,2.4074156,2.211162,2.3564634,2.227121,2.3014424,2.1991425,2.1566837,2.198188,2.307628
"29","ALDOC","ALDOC","202022_at",144,-0.5526647,-0.56078804,-0.664098,-0.70463073,-0.37744552,-0.59281933,-0.46139696,-0.63729185,-0.57421094,-0.5878775,-0.6035215,-0.63965553,-0.53616947,-0.5346305,-0.54217494,-0.50951105
"684","RAI14","RAI14","202052_s_at",146,0.5699271,0.18812457,0.3012172,0.16010168,0.45159087,0.3994702,0.522315,-0.02425701,0.5867384,-0.05817825,0.5180405,0.3397312,0.60018504,0.6186881,0.577952,0.5619249
"196","CTSL","CTSL","202087_s_at",147,0.014141915,-0.21686168,-0.4143253,0.21830502,-0.13812691,-0.08238432,0.20375213,0.32666436,-0.340652,-0.11462206,-0.46919256,-0.099160135,-0.4157113,-0.39272082,-0.39574525,-0.41973594
"564","PAF1","PAF1","202093_s_at",148,-0.47832394,-0.50307673,-0.44493413,-0.47903743,-0.25297654,-0.3980833,-0.5243437,-0.4267156,-0.42538145,-0.5438896,-0.45433939,-0.4688544,-0.42609426,-0.41309386,-0.4142244,-0.39292118
"74","BIRC5","BIRC5","202095_s_at",149,-0.5616791,-0.64381635,-0.5915918,-0.6168854,-0.53180635,-0.59940726,-0.6114615,-0.6646199,-0.49797168,-0.7711133,-0.51043093,-0.5562341,-0.5141431,-0.50355804,-0.52466017,-0.50366014
"38","ARFIP2","ARFIP2","202109_at",150,-0.3436193,-0.46076235,-0.5779432,-0.51798105,-0.33825007,-0.50214434,-0.4932029,-0.13525964,-0.363185,-0.4988417,-0.45604506,-0.45068032,-0.38689187,-0.36874884,-0.36146644,-0.28408432
"8","ABL1","ABL1","202123_s_at",153,0.11911383,0.30207494,0.22153485,0.35999897,0.07694274,0.15044574,0.08772295,0.2956265,-0.0024269158,0.5358889,0.06604981,0.20447046,-0.027354322,-0.020770593,-0.0321411,-0.04028709
"867","TRAK2","TRAK2","202125_s_at",154,-0.6356222,-0.34217837,-0.34970295,-0.36113867,-0.34424737,-0.39414063,-0.71902245,-0.624209,-0.6342348,-0.10652303,-0.5450407,-0.4615647,-0.6188917,-0.6118434,-0.62301993,-0.6035322
"673","PYCR1","PYCR1","202148_s_at",155,2.3735845,2.0989063,2.4990485,2.5052724,2.526189,2.6658661,1.956855,2.20855,2.4047534,1.9505845,2.414169,2.391859,2.487502,2.4231734,2.4076798,2.3712108
"76","BLMH","BLMH","202179_at",158,1.1555722,0.8892241,0.7573028,0.98603654,0.81420624,0.84944534,1.1927536,0.7787241,1.2906076,0.7887899,1.1627622,1.2179974,1.3678874,1.3632774,1.3399981,1.2636005
"505","MVP","MVP","202180_s_at",159,-0.39999405,-0.4785279,-0.61965525,-0.5360727,-0.41382995,-0.54657185,-0.43100786,-0.4948676,-0.38918802,-0.55591977,-0.46554562,-0.44602683,-0.39983037,-0.39278796,-0.3897049,-0.37510836
"551","NUP133","NUP133","202184_s_at",160,0.13593864,0.03270487,0.09570012,0.112989135,0.09114614,0.072745256,0.0888858,0.10102749,0.12450356,-0.014986524,0.14050226,0.11026893,0.12901863,0.12062866,0.1039339,0.1001896
"610","PLOD3","PLOD3","202185_at",161,-0.40715834,-0.22569302,-0.40565938,-0.33251774,-0.26258415,-0.4085579,-0.24865003,-0.4381792,-0.38947934,-0.17796393,-0.36031443,-0.34153777,-0.38239223,-0.36927202,-0.37544146,-0.36809322
"555","NUP93","NUP93","202188_at",163,-0.24825552,-0.18979432,-0.35643485,-0.2249236,-0.28250453,-0.3064354,-0.31415796,-0.40812454,-0.2305388,-0.12392185,-0.29393438,-0.19754755,-0.26029688,-0.23064046,-0.23659314,-0.23941693
"872","TRIB1","TRIB1","202241_at",166,1.2509838,0.80748385,1.2968221,1.0444803,1.3730288,0.99030316,0.8720961,0.9824473,1.4710413,0.20410575,1.4763,1.1969129,1.4642305,1.4388301,1.3977052,1.4718542
"804","STXBP1","STXBP1","202260_s_at",167,0.405156,0.054943435,0.076467745,0.03461223,0.40921775,0.20604584,0.28280473,-0.083225854,0.5112705,-0.37720454,0.33827743,0.26999396,0.48106655,0.46614006,0.50638276,0.56010264
"910","VPS72","VPS72","202261_at",168,-0.67243993,-0.7037169,-0.64935255,-0.67767084,-0.55683464,-0.66649705,-0.7307065,-0.7100063,-0.64687866,-0.77153,-0.6415475,-0.6689774,-0.64497495,-0.6441279,-0.65542185,-0.6262842
"369","HSD17B10","HSD17B10","202282_at",169,1.9208603,2.2914228,2.1684816,2.5870264,3.147979,2.3110132,1.4618896,2.0919955,1.4195572,3.0107136,1.4509382,1.8784294,1.3985919,1.4154694,1.3632172,1.7017041
"138","CDKN1A","CDKN1A","202284_s_at",170,0.27761072,0.43369249,0.43488565,0.57781625,0.5188557,0.6050855,0.16970205,1.1662989,0.19149405,0.6905138,0.07599756,0.3222053,0.092922136,0.15856545,0.14130089,0.27429184
"188","CSK","CSK","202329_at",173,-0.40147004,-0.5194429,-0.48735052,-0.47148114,-0.39261705,-0.46082425,-0.4922832,-0.68809366,-0.3782872,-0.6441139,-0.4200295,-0.43006015,-0.3742278,-0.38450006,-0.40388027,-0.39476413
"861","TOR1A","TOR1A","202349_at",174,-0.116154574,0.2434897,0.30023086,0.08096568,0.113241,0.025436457,0.031386655,-0.19407417,-0.113498785,0.4052296,0.010495912,0.021794628,-0.100499876,-0.11629563,-0.083817266,-0.08593876
