"","Row.names","Gene.Symbol","ID","id","V12CBD","V15CBD","V59CBD","V75CBD","V77CBD","V96CBD","V99CBD","V100CBD","V12DMSO","V15DMSO","V59DMSO","V75DMSO","V77DMSO","V96DMSO","V99DMSO","V100DMSO"
"633","PPP2R3C","PPP2R3C","218852_at",696,-0.7274463,-0.716453,-0.73382986,-0.68034035,-0.65067416,-0.73610455,-0.714493,-0.7164151,-0.7435207,-0.74073076,-0.75740296,-0.7225877,-0.74096555,-0.7491138,-0.74844277,-0.72739345
"856","TNFRSF21","TNFRSF21","218856_at",697,-0.6193303,-0.53017825,-0.60679966,-0.6161055,-0.5140263,-0.6225608,-0.5666378,-0.79291064,-0.55152726,-0.4987557,-0.5838617,-0.54504126,-0.5490885,-0.533197,-0.53808665,-0.5436679
"32","ANO10","ANO10","218910_at",699,-0.3047017,-0.41190562,-0.22355855,-0.33401144,-0.36993134,-0.23566824,-0.40528852,-0.27266425,-0.2946815,-0.48885405,-0.2564774,-0.33672518,-0.29165328,-0.2744578,-0.2732025,-0.27893883
"617","PNKP","PNKP","218961_s_at",700,1.1774718,0.9800061,1.0945972,1.224429,1.3845519,1.0680845,1.206081,1.1732405,1.2482136,0.7964666,1.2072577,1.1903951,1.2023977,1.2158003,1.2251275,1.2734742
"283","FASTKD5","FASTKD5","219016_at",701,-0.8001954,-0.79644364,-0.8101049,-0.8008002,-0.8236683,-0.8202662,-0.7826885,-0.8293015,-0.8189734,-0.79858667,-0.81886464,-0.80465925,-0.81498116,-0.8122071,-0.8100815,-0.8122379
"480","METRN","METRN","219051_x_at",702,-0.5080287,-0.6077443,-0.48730677,-0.6249058,-0.597404,-0.49306458,-0.5821093,-0.5217031,-0.46067327,-0.6673715,-0.481829,-0.57136613,-0.47074947,-0.47240785,-0.45952994,-0.41367126
"433","LAGE3","LAGE3","219061_s_at",703,-0.75172156,-0.80498075,-0.7102436,-0.93872166,-0.80619305,-0.6361939,-0.66000056,-0.8943741,-0.5762769,-1.0058963,-0.5322367,-0.74983203,-0.5252263,-0.5136478,-0.5143901,-0.52839
"671","PXMP2","PXMP2","219076_s_at",704,0.51799774,0.6910414,0.9399808,0.7988473,0.6925223,0.79139376,0.26323983,0.85756695,0.6465263,0.77966547,0.76661927,0.67800283,0.6275075,0.6676697,0.6121319,0.64541113
"30","AMDHD2","AMDHD2","219082_at",705,-0.7102367,-0.78367144,-0.7672693,-0.7816529,-0.687062,-0.6883099,-0.7050176,-0.7814622,-0.64500326,-0.8762206,-0.67930233,-0.7114196,-0.63940805,-0.6199119,-0.63241917,-0.61786884
"646","PRR15L","PRR15L","219127_at",706,-0.13548853,-0.11139386,-0.2539108,-0.3112908,-0.20896484,-0.26546463,0.011895376,-0.37416056,-0.09521334,-0.16503344,-0.14277977,-0.13674232,-0.08932578,-0.10011684,-0.09375681,-0.113519825
"305","FSD1","FSD1","219170_at",707,-0.69414157,-0.635708,-0.68090624,-0.69407463,-0.6370945,-0.74202114,-0.63349736,-0.71493566,-0.71279526,-0.66694725,-0.6869632,-0.7031588,-0.6935815,-0.7151159,-0.70835716,-0.6993807
"841","TIMM22","TIMM22","219184_x_at",708,0.21432719,0.035935856,0.17943883,-0.020472506,0.09347577,0.06867595,0.21918598,-0.18578248,0.21773595,-0.14951698,0.1783674,0.07860228,0.19973823,0.19557606,0.21082628,0.16814
"150","CHAC1","CHAC1","219270_at",710,-0.2495328,-0.08359656,-0.079987094,-0.06901683,-0.063170314,-0.16562605,-0.16902624,-0.049225494,-0.26980057,-0.0028114761,-0.16520563,-0.19122376,-0.22995774,-0.2549119,-0.24980329,-0.23310304
"498","MSRA","MSRA","219281_at",711,-0.07063896,-0.06088026,0.06958879,0.054352902,0.022380507,0.1006427,-0.13469888,0.060790516,-0.0992865,-0.029585665,-0.082347654,-0.046623554,-0.10126289,-0.07693061,-0.091009095,-0.070974395
"353","HERC6","HERC6","219352_at",712,-0.6880382,-0.7591426,-0.76510215,-0.7822438,-0.72337604,-0.6876577,-0.69979835,-0.75728136,-0.62802076,-0.86197543,-0.72104096,-0.74568415,-0.63800466,-0.61793286,-0.6576884,-0.59943384
"500","MTERF3","MTERF3","219363_s_at",713,-0.22595395,-0.1429628,-0.15285021,-0.11290683,-0.22944722,-0.16456689,-0.23489863,-0.22617109,-0.18148357,-0.12292937,-0.17554434,-0.13956384,-0.19475351,-0.1826942,-0.18095283,-0.19142716
"16","ADAT1","ADAT1","219384_s_at",714,-0.45439836,-0.5540225,-0.48335177,-0.55365074,-0.48343617,-0.5297211,-0.40986705,-0.57979774,-0.4332534,-0.6390927,-0.44702068,-0.47761613,-0.42761743,-0.43590823,-0.4291925,-0.42680374
"296","FKBP14","FKBP14","219390_at",715,-0.15063195,-0.13328674,0.005543908,-0.20582865,-0.1440836,0.1485554,-0.13488628,-0.7915804,0.09753799,-0.34388047,0.119305186,-0.1156745,0.17468923,0.13273247,0.10149358,0.08241086
"652","PSMD10","PSMD10","219485_s_at",716,-0.3880885,-0.22174211,-0.31218442,-0.40290898,-0.5470526,-0.3633158,-0.035535466,-0.6778225,-0.31104702,-0.27979484,-0.31776512,-0.27641794,-0.20959845,-0.31818834,-0.2460665,-0.25372624
"154","CHIC2","CHIC2","219492_at",717,0.06949618,0.042795267,-0.02674329,-0.117139705,0.069605015,0.0008109176,0.1558642,0.25013813,0.0805136,0.0102366395,0.063646026,0.0031533279,0.102733694,0.10955012,0.116862565,0.12414527
"877","TSEN2","TSEN2","219581_at",719,-0.6480488,-0.7584179,-0.73557174,-0.7516872,-0.6926494,-0.7102761,-0.6765168,-0.58233875,-0.6661283,-0.8312722,-0.7005261,-0.71189094,-0.68158585,-0.65885615,-0.67116,-0.6555932
"930","ZNF586","ZNF586","219711_at",720,-0.73987514,-0.7523958,-0.7429923,-0.717246,-0.6961576,-0.6930962,-0.7340951,-0.58590066,-0.71411467,-0.75174814,-0.74343663,-0.7333729,-0.70426434,-0.7056949,-0.71107316,-0.7021464
"647","PRR7","PRR7","219742_at",721,-0.70227355,-0.7606381,-0.78028804,-0.7407572,-0.6878373,-0.7443079,-0.6665277,-0.72602296,-0.6737744,-0.848659,-0.71591234,-0.7107268,-0.6759346,-0.67700255,-0.6740354,-0.6812156
"320","GFOD1","GFOD1","219821_s_at",722,0.66287595,0.42943555,0.26062602,0.35077602,0.10094019,0.30784088,0.72347295,0.56989694,0.4100697,0.33159375,0.35499185,0.39804962,0.38145408,0.3732007,0.36488062,0.31356856
"779","SPAG4","SPAG4","219888_at",723,0.13489208,0.22052601,0.07450282,0.12866639,0.16672836,0.15910675,0.16312791,0.1834791,0.061124645,0.30638954,0.045423325,0.105529994,0.076485865,0.057369582,0.050871965,0.10576609
"474","MCOLN1","MCOLN1","219952_s_at",724,-0.8083784,-0.82098097,-0.8392674,-0.8208506,-0.81380296,-0.8024272,-0.8153356,-0.83520895,-0.80886745,-0.8195869,-0.82410383,-0.81007165,-0.80802375,-0.8067243,-0.8102094,-0.80885047
"754","SLC2A6","SLC2A6","220091_at",726,0.3141029,0.12034546,0.23754364,0.14042158,0.23114394,0.16529109,0.28112477,0.07941167,0.3516375,-0.012349648,0.3272225,0.22638889,0.30488598,0.31496564,0.33234423,0.32235655
"475","MCUR1","MCUR1","220094_s_at",727,-0.56421995,-0.68394285,-0.6518403,-0.6870275,-0.70506364,-0.66913855,-0.60715157,-0.57007915,-0.5882488,-0.75265074,-0.5980191,-0.64302546,-0.6064231,-0.6038578,-0.5975711,-0.6138481
"285","FBXL12","FBXL12","220127_s_at",728,-0.56492287,-0.54313725,-0.5198811,-0.54653966,-0.5335099,-0.52713525,-0.59819984,-0.5503668,-0.5821022,-0.49130306,-0.5794684,-0.56558955,-0.5866611,-0.57946455,-0.58587015,-0.5738813
"771","SNX11","SNX11","220140_s_at",729,-0.18712851,-0.28844813,-0.12853608,-0.15158892,-0.089339375,-0.17860413,-0.28658456,-0.18261711,-0.16298835,-0.39822182,-0.13146462,-0.20616105,-0.17563067,-0.19271764,-0.18770424,-0.18084861
"280","FAIM","FAIM","220643_s_at",730,-0.31862494,-0.30956993,-0.27646035,-0.2934937,-0.23162843,-0.23924156,-0.37997577,-0.2904285,-0.28534138,-0.28524852,-0.28356025,-0.3006529,-0.2735995,-0.26409224,-0.2735358,-0.29246375
"346","GTPBP8","GTPBP8","221046_s_at",731,-0.27446643,-0.30821884,-0.36451894,-0.34429994,-0.37882712,-0.33861896,-0.21480861,-0.37457374,-0.27762353,-0.30759498,-0.3237373,-0.29844105,-0.29746798,-0.2826139,-0.27683115,-0.30110258
"214","DENND2D","DENND2D","221081_s_at",732,-0.777841,-0.72809196,-0.7741176,-0.73829144,-0.70904946,-0.7227365,-0.72012526,-0.71608675,-0.7611045,-0.72495115,-0.75938773,-0.75362337,-0.7496096,-0.74203724,-0.7463495,-0.7428267
"585","PECR","PECR","221142_s_at",733,-0.09292675,0.038334988,0.14947334,0.10130087,-0.0103112,0.1517196,-0.14638354,0.03734754,-0.073843144,0.095381476,0.011952379,-0.004182763,-0.089901984,-0.06815753,-0.07688821,-0.06995395
"407","ITFG1","ITFG1","221449_s_at",735,-0.7321072,-0.8220292,-0.79141533,-0.8140249,-0.80002487,-0.7620528,-0.7172633,-0.81528646,-0.7187386,-0.88511693,-0.7452748,-0.76158637,-0.7243494,-0.71787417,-0.7056988,-0.72491395
"341","GRWD1","GRWD1","221549_at",740,-0.2760691,-0.51024604,-0.48553598,-0.47674942,-0.42019343,-0.44772917,-0.3769188,-0.39157653,-0.28892365,-0.67592955,-0.36765334,-0.39078462,-0.32112,-0.35836625,-0.34022757,-0.32633764
"532","NOL3","NOL3","221567_at",742,0.4058156,-0.15926017,-0.09581841,-0.025940368,0.11249859,-0.02567614,0.24255262,0.1999008,0.263485,-0.39052764,0.13379125,0.12813626,0.21861213,0.20767774,0.1980697,0.2040191
"794","STAP2","STAP2","221610_s_at",743,-0.32447636,-0.19525503,-0.27677014,-0.30907083,-0.30812913,-0.3401265,-0.281684,-0.477332,-0.26740286,-0.13751063,-0.2684004,-0.24773844,-0.26185143,-0.26230368,-0.24811973,-0.26710564
"14","ACOT9","ACOT9","221641_s_at",744,0.3187578,0.44043255,0.4344315,0.4293101,0.11163625,0.38529286,0.24039064,0.17260022,0.10324229,0.65910846,0.2271333,0.26639366,0.16936934,0.11694395,0.11962764,0.09543535
"93","CANT1","CANT1","221732_at",745,0.6458048,0.63688415,0.6981717,0.7485518,0.585995,0.6521455,0.59939134,0.6792474,0.63858265,0.4570814,0.6777251,0.6619527,0.6521462,0.5846394,0.5781191,0.6126015
"921","YTHDF1","YTHDF1","221741_s_at",746,-0.5960986,-0.676076,-0.6408429,-0.7133335,-0.65162456,-0.6220175,-0.65393364,-0.5630981,-0.5710088,-0.71845984,-0.5881792,-0.6442672,-0.58021694,-0.575483,-0.57112384,-0.54773587
"361","HMGCS1","HMGCS1","221750_at",747,-0.39292142,0.36785176,0.1714295,0.30256847,0.22661342,0.06963973,-0.5139776,-0.0775207,-0.27728862,0.81660277,-0.17719756,0.03917532,-0.2775839,-0.22358172,-0.25104845,-0.20754898
"482","MICALL1","MICALL1","221779_at",748,-0.74546707,-0.6766517,-0.6782522,-0.7181117,-0.7575795,-0.6702812,-0.7509841,-0.702967,-0.7145642,-0.6224395,-0.7035096,-0.71099806,-0.70976746,-0.704709,-0.7039395,-0.7046419
"562","P4HTM","P4HTM","222125_s_at",750,-0.11587523,-0.19640644,-0.30041343,-0.034526333,-0.23268557,-0.19905354,0.025789127,0.12016936,-0.22611241,-0.16225193,-0.28105325,-0.104724124,-0.23305154,-0.24621297,-0.22970666,-0.23727176
"753","SLC27A3","SLC27A3","222217_s_at",751,0.16525963,0.54602605,0.39139625,0.5015568,0.35129973,0.4065548,0.1006633,0.23580883,0.18865119,0.79621035,0.23816991,0.39013043,0.22113971,0.223915,0.20273875,0.26821113
"539","NPEPL1","NPEPL1","89476_r_at",754,-0.4569765,-0.5503002,-0.47896487,-0.57055485,-0.3730968,-0.4851117,-0.5531127,-0.34138992,-0.462336,-0.57120854,-0.46343464,-0.5617308,-0.4750493,-0.46955892,-0.46744,-0.41271254
"715","RPS5","RPS5","200024_at",755,-0.4122078,-0.4897875,-0.4930774,-0.5327664,-0.48587066,-0.4732168,-0.41210386,-0.40119183,-0.4098926,-0.51327443,-0.42270854,-0.4517738,-0.42630827,-0.40585807,-0.40341237,-0.40562835
"703","RHOA","RHOA","200059_s_at",756,1.4916903,1.8908654,1.7802409,1.8208425,1.4440141,1.6189452,1.8487843,2.0081253,1.3254385,2.1533406,1.506644,1.511826,1.3592881,1.3414661,1.3601254,1.30519
"371","HSPA1A","HSPA1A","200799_at",764,1.8519787,1.2909466,1.3843815,1.2656957,1.5103235,1.3769655,1.622679,1.7672116,1.734008,0.8369875,1.6251353,1.470114,1.644445,1.6175156,1.6319108,1.6393178
"160","CIRBP","CIRBP","200810_s_at",766,2.8651812,3.9275405,3.6797318,3.9439816,2.9825315,3.4463315,2.3547156,2.9320292,2.6983807,4.778577,2.9718404,3.4666748,2.5718398,2.7166498,2.5509603,2.678576
"656","PSME1","PSME1","200814_at",767,-0.22828682,-0.14496364,-0.16605988,-0.20691158,-0.16458784,-0.1911194,-0.25567135,-0.006770545,-0.3198361,-0.04179617,-0.28833675,-0.2838727,-0.3101453,-0.30957693,-0.3086394,-0.27473754
"653","PSMD2","PSMD2","200830_at",768,-0.33535078,-0.35497245,-0.269277,-0.3318912,-0.32501605,-0.30245477,-0.3862853,-0.11211732,-0.3517772,-0.31908038,-0.33573833,-0.37296578,-0.34583244,-0.31702235,-0.33975172,-0.34060892
"588","PGAM1","PGAM1","200886_s_at",770,-0.57616264,-0.50803846,-0.4396973,-0.5541685,-0.524458,-0.5523115,-0.61037093,-0.45320094,-0.65703624,-0.36554465,-0.58794695,-0.61834866,-0.65771186,-0.6426607,-0.6461305,-0.6153967
"28","ALDOA","ALDOA","200966_x_at",771,-0.5000522,-0.5326198,-0.5732404,-0.5681078,-0.44447553,-0.5381727,-0.4891449,-0.43266746,-0.47002223,-0.5504397,-0.5262541,-0.50312686,-0.4544643,-0.4569909,-0.46976933,-0.44542164
"356","HIF1A","HIF1A","200989_at",772,0.1283542,0.13990168,0.122977145,0.059715234,0.15456507,-0.0002539318,0.07482597,-0.018898698,0.18176156,0.093874425,0.15786567,0.10826072,0.1437589,0.14636914,0.17042261,0.14430349
"657","PSMF1","PSMF1","201052_s_at",773,1.1759382,1.4170425,1.3175527,1.2753998,1.4549589,1.2637528,1.3534284,0.7808952,1.308006,1.4651119,1.3464313,1.2024045,1.3584119,1.3390563,1.3376949,1.3369023
"509","MYL9","MYL9","201058_s_at",774,-0.73098576,-0.68946767,-0.6604958,-0.7097045,-0.7995056,-0.73976296,-0.7949729,-0.7089993,-0.72730446,-0.6126155,-0.71097714,-0.68728733,-0.7386176,-0.71848345,-0.7327102,-0.7315261
"488","MMP2","MMP2","201069_at",775,-0.3846934,-0.3425603,-0.41544557,-0.4174773,-0.46773976,-0.39119297,-0.33251458,-0.29093948,-0.42108896,-0.31576827,-0.38470292,-0.447108,-0.3959859,-0.4181158,-0.42032456,-0.4289884
"587","PFKL","PFKL","201102_s_at",776,-0.67848945,-0.8403734,-0.7836903,-0.8061361,-0.6972037,-0.7505365,-0.7291233,-0.6032721,-0.6587424,-0.921494,-0.69141227,-0.73184186,-0.6534892,-0.6674266,-0.672409,-0.65924835
"580","PCNA","PCNA","201202_at",778,1.0430638,0.96287245,1.008567,0.89290285,0.88419795,0.8157792,0.9579423,1.2996577,1.0081854,0.9600741,1.0350358,0.9968524,0.9472496,0.9631093,0.9456963,0.9488065
"464","MAPKAPK2","MAPKAPK2","201460_at",781,0.1284132,0.38020656,0.39217404,0.5957614,0.38083887,0.36228785,0.08987253,0.18850379,0.02833752,0.5212242,0.14370894,0.27732792,0.060015358,0.050737757,0.00455317,0.0814064
"788","SQSTM1","SQSTM1","201471_s_at",783,-0.8178487,-0.8819427,-0.87560606,-0.8696135,-0.86140144,-0.8547171,-0.82268924,-0.8887766,-0.8242096,-0.9175005,-0.8484748,-0.83797187,-0.8389225,-0.8357448,-0.84564435,-0.84005356
"523","NFKBIA","NFKBIA","201502_s_at",784,-0.49835742,-0.32509878,-0.41974932,-0.40361744,-0.3738182,-0.48804706,-0.51251024,-0.55383325,-0.49843827,-0.24048895,-0.49219096,-0.45296705,-0.5001239,-0.5035,-0.5019082,-0.47258702
"239","DUSP3","DUSP3","201536_at",785,-0.5517156,-0.7116734,-0.7781944,-0.67077655,-0.61765003,-0.66080916,-0.60005516,-0.61503875,-0.5725763,-0.6614305,-0.67838436,-0.6052922,-0.6053406,-0.585726,-0.5480889,-0.5862203
"256","EGR1","EGR1","201693_s_at",786,-0.6373827,-0.6287073,-0.6458789,-0.6105023,-0.6234609,-0.6374541,-0.63062894,-0.6984692,-0.6097287,-0.64064807,-0.6068363,-0.60839903,-0.6045093,-0.6015533,-0.60520446,-0.61068684
"115","CCND3","CCND3","201700_at",787,-0.21804187,-0.10110826,-0.2953146,-0.34068727,-0.04409749,-0.20977825,0.2254931,0.023686282,-0.25511366,-0.12736239,-0.24382842,-0.2863573,-0.25215676,-0.28311408,-0.21595113,-0.27611324
"862","TP53","TP53","201746_at",788,-0.22716862,-0.21838169,-0.25227487,-0.24903247,-0.24309403,-0.25262564,-0.19927709,-0.30470088,-0.23886083,-0.19456056,-0.24911729,-0.23298736,-0.24823353,-0.25213102,-0.24457249,-0.2606341
"374","HSPB1","HSPB1","201841_s_at",791,1.4008559,1.1219654,1.470809,1.1713123,1.289687,1.2443173,1.2145416,1.4968269,1.4280232,0.9761453,1.5326494,1.262651,1.4640083,1.4646086,1.4338698,1.3947229
"126","CDC25B","CDC25B","201853_s_at",792,0.67959225,0.88632244,0.8645587,0.7514273,0.79548657,0.79878855,0.7768739,0.26401272,0.66304755,1.0412564,0.8126886,0.6663667,0.6897259,0.708856,0.7189682,0.68193775
"73","BIRC2","BIRC2","202076_at",794,-0.82471806,-0.8298295,-0.866484,-0.83705443,-0.8376424,-0.846107,-0.8297479,-0.8249266,-0.8252996,-0.8263329,-0.84106606,-0.81941724,-0.82348394,-0.82635957,-0.8287808,-0.8256948
"44","ARL4C","ARL4C","202208_s_at",796,-0.5724163,-0.5420565,-0.5442894,-0.4969264,-0.49019328,-0.5731863,-0.5947627,-0.6368112,-0.5186642,-0.5765627,-0.48895928,-0.4890925,-0.49756196,-0.5127635,-0.51194185,-0.52627563
"609","PLK1","PLK1","202240_at",798,0.16296232,0.17135035,0.101188496,0.24004051,0.2823001,0.11878708,0.14690505,-0.2680863,0.07293285,-0.048971377,0.06909479,0.08282417,0.05124945,0.016590746,0.03896167,0.06497794
"134","CDK4","CDK4","202246_s_at",799,0.8207355,1.3234648,1.2967409,0.8894473,1.3702841,0.9604239,1.0280685,0.8268393,0.67099607,1.54003,0.95451,0.7959524,0.7846926,0.672012,0.75319123,0.7689468
"868","TRAM2","TRAM2","202368_s_at",802,0.40556842,0.31559524,0.3830735,0.35518453,0.30025792,0.39150205,0.4432033,0.38324472,0.4052801,0.24228081,0.44140825,0.36143938,0.41268027,0.42187795,0.4214374,0.3915888
"271","ERBB3","ERBB3","202454_s_at",803,-0.75344956,-0.8320835,-0.8155831,-0.8585815,-0.83949494,-0.80240107,-0.765539,-0.8226502,-0.7448709,-0.8778994,-0.758558,-0.799476,-0.7506669,-0.74841213,-0.7541472,-0.7569666
"510","MYLK","MYLK","202555_s_at",805,0.42386597,0.30989608,0.30993554,0.5743775,0.19310598,0.3581597,0.31479144,0.7147218,0.052425537,0.5090966,0.10658468,0.2695077,-0.02712227,-0.02098358,-0.042715207,-0.090405144
"544","NRAS","NRAS","202647_s_at",808,-0.29484358,-0.09366321,-0.24268617,-0.143813,-0.0810537,-0.20932513,-0.29975766,-0.2018325,-0.3310881,0.03903965,-0.31915402,-0.24619924,-0.3374877,-0.34090042,-0.34398508,-0.26586244
"650","PSMB10","PSMB10","202659_at",809,0.51744854,0.8004513,0.4592684,0.59297866,0.19871859,0.29691148,0.7517567,0.014984505,0.34991792,0.953718,0.37901872,0.6232518,0.33040115,0.30298823,0.33482096,0.3202582
"689","RASA1","RASA1","202677_at",810,-0.43169025,-0.65381294,-0.7206929,-0.7481292,-0.4535979,-0.5854719,-0.335685,-0.57027954,-0.34422237,-0.9135331,-0.49473998,-0.59072894,-0.39845175,-0.32956108,-0.3522531,-0.39554086
"600","PIK3R3","PIK3R3","202743_at",811,-0.16078253,0.22883824,0.23452914,0.42237327,0.24343589,0.18831563,-0.064819396,0.23508534,-0.19707975,0.30168882,-0.016752262,0.006232423,-0.15014553,-0.1949793,-0.18984492,-0.1452291
"124","CDC20","CDC20","202870_s_at",812,2.2510045,2.5504901,2.1467106,2.395531,2.0728045,2.2044663,2.8700771,1.111131,2.14514,2.8087332,2.2227144,2.3202276,2.2132368,2.171768,2.2934506,2.1725512
"662","PTK2B","PTK2B","203110_at",814,1.3494859,1.3285042,1.6408066,1.547949,1.3993347,1.5273181,1.2120658,1.3138175,1.4942378,1.2902154,1.5883744,1.4700079,1.4807202,1.5037009,1.5341716,1.4697365
"747","SLC11A2","SLC11A2","203123_s_at",815,-0.832594,-0.8438809,-0.8498611,-0.82980204,-0.84581816,-0.8444521,-0.8291295,-0.85481423,-0.8206554,-0.837322,-0.8397953,-0.8191642,-0.8292223,-0.82710284,-0.82478863,-0.82294786
"690","RB1","RB1","203132_at",816,-0.56778073,-0.47383645,-0.37836722,-0.46580714,-0.42162403,-0.45012638,-0.5588046,-0.35577148,-0.5423526,-0.45264888,-0.47202978,-0.5154269,-0.53939784,-0.52834034,-0.5364473,-0.5407204
"817","TBP","TBP","203135_at",817,-0.7401537,-0.7808094,-0.7628337,-0.7958675,-0.7414308,-0.7588252,-0.7540912,-0.619125,-0.7135931,-0.7959253,-0.7328148,-0.75946355,-0.72106624,-0.7107943,-0.71743697,-0.69852346
"216","DFFA","DFFA","203277_at",818,0.72728395,0.42647117,0.36571065,0.22662373,0.6154036,0.5534459,0.48240384,0.6920403,0.716724,0.24156828,0.6241205,0.5205871,0.8085682,0.7549904,0.69211835,0.68758947
"514","NCK2","NCK2","203315_at",819,-0.75795937,-0.69310164,-0.633419,-0.6394945,-0.7112459,-0.64723766,-0.7686687,-0.7574902,-0.75354826,-0.66382825,-0.715547,-0.714028,-0.7530323,-0.74732065,-0.7468299,-0.7579684
"729","SATB1","SATB1","203408_s_at",821,-0.87961525,-0.8997486,-0.88539916,-0.89390355,-0.8875774,-0.88696074,-0.8822205,-0.9148677,-0.8870215,-0.90366113,-0.8875695,-0.89428735,-0.88786936,-0.8841722,-0.8852133,-0.8908954
"489","MNAT1","MNAT1","203565_s_at",822,-0.78805375,-0.63084096,-0.7065633,-0.65358615,-0.702468,-0.7602273,-0.8045505,-0.80709195,-0.7136142,-0.5670009,-0.6937837,-0.6436226,-0.6909791,-0.6935599,-0.69823235,-0.6779752
"362","HMOX1","HMOX1","203665_at",824,0.64630765,0.4340947,0.34006464,0.33996537,0.38528773,0.42569184,0.68700045,0.73788005,0.611782,0.25466147,0.52436715,0.4963391,0.6253525,0.606382,0.59490633,0.64311373
"525","NFKBIE","NFKBIE","203927_at",827,-0.78278077,-0.82507485,-0.8213199,-0.7746027,-0.80929893,-0.8108077,-0.8376707,-0.79757375,-0.786013,-0.8559706,-0.8029981,-0.77915543,-0.79191655,-0.7938574,-0.80119675,-0.7883482
"240","DUSP4","DUSP4","204014_at",829,-0.38311204,-0.4929594,-0.40872434,-0.45585304,-0.48554015,-0.45584,-0.48142806,-0.5604866,-0.39772856,-0.580248,-0.39931345,-0.4472427,-0.4247174,-0.4012609,-0.42283174,-0.40040258
"141","CEBPA","CEBPA","204039_at",830,-0.7373735,-0.9144509,-0.8381888,-0.8721818,-0.8639246,-0.83254313,-0.7546641,-0.760928,-0.7338624,-0.9956625,-0.7933026,-0.77534574,-0.75435615,-0.75269365,-0.7550591,-0.75013745
"643","PRKX","PRKX","204061_at",831,-0.67889845,-0.6126255,-0.63054097,-0.6546848,-0.6688447,-0.693296,-0.58805394,-0.58470726,-0.6635707,-0.6013691,-0.6453789,-0.66398656,-0.64951795,-0.66336274,-0.65555084,-0.6557929
"118","CCNH","CCNH","204093_at",833,-0.32888532,-0.3147353,-0.2529761,-0.26937005,-0.24195091,-0.36245376,-0.26896116,-0.62906307,-0.37707153,-0.34396368,-0.32749626,-0.3534929,-0.37591976,-0.38419837,-0.36169434,-0.36458665
"386","IFNAR1","IFNAR1","204191_at",835,-0.65799874,-0.08951024,-0.31304282,-0.4004586,-0.5902721,-0.6129502,-0.60574126,-0.6624136,-0.56268674,0.111651294,-0.4459417,-0.37285376,-0.5719296,-0.57907933,-0.54742,-0.5036684
"599","PIK3CA","PIK3CA","204369_at",837,-0.54529554,-0.31568763,-0.30888492,-0.31791794,-0.48076588,-0.371559,-0.5830364,-0.4268326,-0.5969795,-0.19203083,-0.49091658,-0.46198538,-0.59400314,-0.5830517,-0.5953127,-0.57414293
"299","FOSL1","FOSL1","204420_at",838,-0.3044926,-0.5062534,-0.5794347,-0.445829,-0.5376894,-0.5311039,-0.20378034,-0.38707137,-0.48774472,-0.53727454,-0.55056614,-0.4527366,-0.5068354,-0.5303132,-0.51022524,-0.55013525
"487","MMP1","MMP1","204475_at",841,-0.5727577,-0.2876886,-0.25106892,-0.14129184,-0.25746715,-0.19787474,-0.7018779,-0.22475962,-0.61026335,-0.10981763,-0.56842715,-0.43321052,-0.6249919,-0.5943167,-0.6015854,-0.5389543
"293","FGFR4","FGFR4","204579_at",843,-0.73901236,-0.688103,-0.6770623,-0.68100035,-0.7500883,-0.71851134,-0.715169,-0.70584244,-0.7437781,-0.6514811,-0.72695154,-0.6988108,-0.7374417,-0.7348718,-0.742364,-0.7475687
"660","PTGS2","PTGS2","204748_at",847,0.03518515,-0.14893006,-0.2528431,-0.26716393,-0.014048975,-0.20041738,-0.03249758,-0.10632097,0.018296348,-0.24556589,-0.08975826,-0.07746573,0.0120114945,0.013148716,0.027913244,0.052227277
"50","ATF5","ATF5","204999_s_at",849,-0.58875537,-0.5551791,-0.5703009,-0.5985258,-0.6135756,-0.63193834,-0.5186812,-0.61168146,-0.6209044,-0.54471326,-0.60603374,-0.6133066,-0.62380236,-0.62871844,-0.6247757,-0.6430766
"116","CCNE2","CCNE2","205034_at",851,-0.8077004,-0.7904406,-0.83930194,-0.8412842,-0.8079786,-0.8436478,-0.76018673,-0.7996948,-0.816493,-0.7975799,-0.81964374,-0.8157112,-0.812365,-0.8210908,-0.8103999,-0.80848116
"328","GNA15","GNA15","205349_at",855,0.6925983,0.6702947,0.64995795,0.69192916,0.54221964,0.650424,0.7712762,0.7481968,0.66715145,0.63805944,0.6916682,0.70072675,0.69451725,0.66844887,0.68368864,0.64417475
"151","CHEK1","CHEK1","205393_s_at",856,-0.43186513,-0.5559581,-0.61993456,-0.5046012,-0.552915,-0.52721334,-0.37842155,-0.52520174,-0.47121564,-0.6203733,-0.5328441,-0.47769246,-0.48224667,-0.46111348,-0.4555597,-0.48701575
"581","PDGFA","PDGFA","205463_s_at",858,3.123979,4.0590057,3.62169,3.5482569,3.2114453,3.4744394,3.8489335,3.233937,3.2085133,4.181364,3.3882582,3.4466536,3.240772,3.2428384,3.3383543,3.161804
"322","GHR","GHR","205498_at",860,-0.7673974,-0.80713564,-0.80752766,-0.79547626,-0.7506233,-0.7982141,-0.7779581,-0.7959421,-0.7836031,-0.8415826,-0.79784507,-0.8001896,-0.78896034,-0.78878725,-0.7893177,-0.7847109
