cid,SMILES,value
65620,CC1=NC2=C(C=C1)C(=CC(=C2O)Br)Br,1
65758,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=NC=C3)Cl,0
66308,C([C@H]([C@H]([C@@H](C=O)O)O)O)O,0
66461,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,1
67275,CC1=C(C=C(C=C1)Cl)NC(=O)C2=CC3=CC=CC=C3C=C2O,1
67437,C1CCOC2(C1)CCCCO2,0
67559,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)F,0
67579,C1=CC=C(C=C1)C2=CC=CC=C2F,0
68023,C1=CC(=CC=C1C=O)F,0
68487,C1=CC(=CN=C1)C2=CN=CC=C2,0
68841,C([C@@H](C(=O)O)N)OP(=O)(O)O,0
69027,CC(C)(C)C(=O)OC,0
69537,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0
69619,C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0
69990,C1=CC=C(C=C1)P(=O)(Cl)Cl,0
70223,C(COS(=O)(=O)O)N,0
70724,C1=C[N+](=CC=C1Cl)[O-],0
70766,C1=CC2=C(C=CN=C2)C(=C1)N,0
70821,C1=CC=C2C(=C1)NC(=N2)C3=CC=CC=N3,0
70848,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,0
71208,CC1=C2C=CC=NC2=C(C=C1)O,1
71587,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,0
72098,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,0
72913,C1=CC=C(C(=C1)C#N)N,0
73157,CCCCCC1=C(C(=CC2=C1OC3=CC(=CC(=C3C(=O)O2)C(=O)CCCC)OC)O)C(=O)O,1
73481,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC,1
73665,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,1
73670,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,0
73829,CCCC(C1=C(N(N(C1=O)C2=CC=CC=C2)C)C)C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,1
73851,CC1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2,1
74266,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,0
74695,C1=CC(=C(C(=C1)F)C#N)F,0
75538,CCCCCCCCNC,0
75654,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)Cl,0
75706,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C,0
75819,C[Si](C)(C=C)O[Si](C)(C)C=C,0
75868,C1=CC2=C(C=CC(=C2[O-])[N+]#N)C(=C1)S(=O)(=O)[O-].[Na+],0
76004,CO[Si](C=C)(OC)OC,0
76621,C1COCCN1C(=N)N=C(N)N.Cl,0
76714,CC(CC(C)(C)CCN)CN,0
77039,CNCCC1=CC(=C(C=C1)OC)OC,0
77080,CCCCCCCC[Sn](CCCCCCCC)(Cl)Cl,1
77210,C1COCCN1CCCl.Cl,0
77406,C1=C(OC(=C1)[N+](=O)[O-])C2=NN=C(O2)N,0
77531,C1=CN=C(N=C1Cl)Cl,0
77808,C1CN(CCN1CCC#N)CCC#N,0
77956,C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2N,0
78490,C1=CC=C2C(=C1)C(=NN=C2Cl)Cl,0
79358,C1(=C(N=C(N=C1N)N)N)N.OS(=O)(=O)O,0
79437,CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,0
79717,CC1=CC(=CC(=C1O)C)C(C)(C)C2=CC(=C(C(=C2)C)O)C,1
79869,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3N2)N,0
80278,C(C(COP(=O)([O-])[O-])O)O.[K+].[K+],0
80519,COC(=O)NN,0
80533,C1=CC2=NNN=C2C(=C1)[N+](=O)[O-],0
80599,C1=CC=C(C(=C1)S)Cl,0
80900,C1COCCN1CCOCCN2CCOCC2,0
81020,C1CN(CCN1CCN)CCN,0
81349,CN1CCN(CC1)N,0
81530,CCOC(=O)C(=C)C#N,1
81669,C1CCN(C1)CCCl,0
81829,C1=CC=C2C(=C1)C(=O)NN2,0
82029,C[N+]1(CCOCC1)[O-],0
82056,C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0
82646,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)Cl,0
82703,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Cl)C=O,0
83375,CC(C)CP(=S)(CC(C)C)[S-].[Na+],0
83656,CCC1=CC(=CC(=C1N)CC)CC2=CC(=C(C(=C2)CC)N)CC,1
84193,C1=CC=C(C=C1)C2=NN=C(O2)C3=CC=CO3,0
86102,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,1
87418,CN(C)CCCC1(C2=CC=CC=C2C=CC3=CC=CC=C31)O,0
87425,C1=CC=C(C=C1)C2=NNN=N2,0
87889,C1=CC=C(C=C1)C2=CC=CC(=O)N2,0
90261,C1=CC2=C(C(=C1)C(F)(F)F)NC=CC2=O,0
91333,C(CO)N(CCO)C=O,0
91401,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2C,0
91692,C1CCC(C1)N(CC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3,0
92173,CC(C)([C@H](C(=O)O)N)S.Cl,0
92824,C([C@H](C(=O)O)O)C(=O)O,0
93098,C1=CC(=CC=C1C2=CSC(=N2)NN)N,0
94294,CC(CN(C)C)Cl.Cl,0
94355,CC(C)C(C)(C#N)N,0
95116,C(CSSCCC(=O)O)C(=O)O,0
95587,CC1=CC(C2C(CC3(C(O3)CC1)C)OC(=O)C2=C)OC(=O)C,1
97004,COP(=O)(O)OP(=O)(O)OC,0
97023,C1=CC=C2C(=C1)N=C(C(=N2)C3=CC=CC=N3)C4=CC=CC=N4,0
100319,C1=CC(=C(N=C1)SC2=NC=CC(=O)N2)[N+](=O)[O-],0
104895,CCCCCCC(C)(C)C1=CC(=C(C=C1)[C@@H]2C[C@@H](CC[C@H]2CCCO)O)O,1
107377,CCCCC(CC)COC(=O)C1=CC=C(C=C1)O,1
107526,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,0
107882,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl,1
114337,C1CCN(C1)CC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,0
120070,COC(=O)C(C(=O)OC)Cl,0
121396,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N,0
122087,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl,1
122824,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,0
123458,CC(COC)N,0
123608,C(CC(=O)O)C(=O)CN.Cl,0
136843,C1CCC2(C1)CC(=O)NC(=O)C2,0
141040,C1=CC=C(C=C1)NC2=NNN=N2,0
145815,C(CC(=O)N)[C@H](C(=O)O)N,0
148620,C1=CC=C(C(=C1)N)S(=O)(=O)C2=CC=CC=C2N,0
151091,C1=CC(=CN=C1)C2=NNN=N2,0
151802,C1=CC=C2C(=C1)N=NN2C3=CC=CC=N3,0
152086,CC1=CC(=C2C=CC(=CC2=N1)[N+](=O)[O-])NCCCCCCCNC3=C4C=CC(=CC4=NC(=C3)C)[N+](=O)[O-],1
154096,C1=CC=C(C=C1)N2N=C3C=CC=CC3=N2,0
156525,C1=CC=C2C(=C1)NC(=N2)CSC3=NN=C(O3)C4=CC=NC=C4,0
163751,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,0
164739,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N,0
167793,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CN=CC=C3,0
171257,C(CO)N.C(=O)O,0
174343,CC1C(C(C(C(O1)C2=C3C(=C(C=C2)O)C(=CC4=C3OC(=O)C5=C4C(=CC(=C5)C)OC)OC)O)(C)O)O,1
203875,CNCCC1=CC=CC=N1.Cl,0
204417,C1CCN(CC1)C2=NC(=NC(=N2)N)N3CCCCC3,0
208296,C1=CC=C(C=C1)C2=NC(=O)NN=C2,0
209651,C1=CC=C(C(=C1)C(=O)NCCCCCCNC(=O)C2=CC=CC=C2O)O,0
212817,C1=CC=NC(=C1)C2=NC(=NC(=N2)N)N,0
219081,C1CN(CCN1CCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,0
219296,CC1CCN(CC1)C(CC(=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3,0
223368,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,0
223613,CN(C)S(=O)(=O)N1CCN(CC1)S(=O)(=O)N(C)C,0
224199,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)Cl,0
230754,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4SC3=N2,0
231422,CC(C)CC(=NNC(=O)C1=CC=NC=C1)C2=C(C=CC(=C2)Cl)O,1
231587,C1=CC=C(C=C1)C2=C(NC(=O)N2)C3=CC=CC=C3,0
235702,C1=CSC(=C1)C2=NNN=N2,0
236275,C1=CC=C2C(=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,0
241475,C1CCC(CC1)N(CC2=CC(=C(C(=C2)Br)O)Br)CC3=CC(=C(C(=C3)Br)O)Br,1
241482,CC(C)(C)C1=CC(=C(C(=C1)Br)O)CN(C)CC2=C(C(=CC(=C2)C(C)(C)C)Br)O,1
241488,C1=CC=C2C(=C1)N=C(C(=N2)N)N,0
243973,C1=CSC(=C1)C2=CSC(=N2)N,0
248381,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)CN)C.C1=CC=C(C=C1)C(=O)O,0
249097,C1=CC=C2C(=C1)NC(=N2)C3=NC4=CC=CC=C4N3,0
251141,C1=CC=C2C(=C1)N=CC(=N2)C3=CC=CS3,0
251365,C1=CC=C2C(=C1)C=CC(=N2)C3=CC=CS3,0
253602,CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O,1
255628,CCC(=O)NC1=C(C=C2C(=C1)CC3=CC=CC=C32)Cl,0
257599,CCOC(=O)COC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)OCC(=O)OCC,1
261524,C(C(=O)O)S(=O)(=O)CC(=O)O,0
270006,C1=CC(=CC=C1N2C=NN=N2)Cl,0
271570,CCOC(=O)C1=COC=C1C(=O)O,1
276137,COC1=C(C=CC2=C1CN3CCC4=CC5=C(C=C4C3C2)OCO5)O,1
282594,CC(=O)N(C1CCCCC1)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,1
286547,CN1CCN(CC1)C2=CC=CC=C2N,0
292969,CC1=CC(=C(C=C1)C2=CC(=CC(=C2OC(=O)COC)C3=C(C=C(C=C3)C)C)OC(=O)COC)C,1
296003,C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CC=CO3,0
297813,C1CC(N(C1)C(=O)CNC(=O)CNC(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3,1
300385,C1=CC=C(C=C1)C2=NNC3=CC=CC=C32,0
306826,C1=CC(=CC=C1S(=O)(=O)NC2=NC=CS2)Cl,0
308437,CC1CC(C=C(CCC=C(CC(C2CC1OC(=O)C2=C)O)C)C)O,1
314836,C1=CC=NC(=C1)C2=NC(=NN2)C3=CC=CC=N3,0
315017,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=CC=CC=C32,0
315063,CCCCCCCCSC1=CC(=O)C(=C(C1=O)OC)OC,1
315109,C1=CC=NC(=C1)C2=NN=C(N=N2)C3=CC=CC=N3,0
319734,C1=CC=C(C=C1)C2=NC3=NN=NN3N=C2,0
320165,C1=CC(=CC=C1N)N2C=CN=C2,0
320930,C1C2=CC(=C(C=C2[C@@H]3[C@]1(COC4=C3C=CC(=C4O)O)O)O)O,1
324518,COC1=C(C=C2C(=C1)CCC(C2=O)Br)OC,1
325863,CC(C)C(=O)OC1CC(=CCCC(=CC2C1C(=C)C(=O)O2)CO)CO,1
327536,CC(=O)OC1CCC2(C(C1(C)C)CC(C3=CC(CCC2=O)C(=C)C3=O)O)C,1
330164,C1=C(C(C(C1N2C=NC3=C(N=CN=C32)N)O)O)CO,1
340916,CC(=C)C1=NC(=NC(=N1)OC2=CC=CC=C2)OC3=CC=CC=C3,1
341408,C1=CC=C(C(=C1)NS(=O)(=O)C2=CC=C(C=C2)F)Cl,0
342157,C1=CC2=C(C3=C(C2=O)C=CC=N3)N=C1,0
343834,C1=CSC(=C1)P(=O)(C2=CC=CS2)C3=CC=CS3,0
345169,CC1=C2C=CC=C(C2=NC=C1)O,1
345677,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(C=C3)N,0
346470,C1=CC=C2C(=C1)N3C(=NN=N3)S2,0
351610,C1=COC(=C1)C2=NN=C(S2)N,0
360857,C1=CC=C(C=C1)C2=CSC3=C2C4=NN=CN4C=N3,0
367432,CCOC(=O)C(=CC1=CC=C(C=C1)Br)C(=O)OCC,1
373901,CCOC1=C(C=C(C=C1)C(CN2CCOCC2)C(=O)C)OC.Cl,1
375148,CC1=CC2=C(C=C1O)NC3=C2C=CC4=C3C=CC(O4)(C)CCC=C(C)C,1
375151,CC1=CC2=C(C3=C1OC(C=C3)(C)CCC=C(C)C)NC4=C2C=CC(=C4)O,1
376106,C1=CC=C2C(=C1)C=CC3=C2C=CC4(O3)NC(=O)C5=CC=CC=C5O4,0
381594,C1=CC2=C(C(=O)C(=CC2=O)NCCC3=CC(=C(C(=C3)Br)O)Br)N=C1,1
382447,CCN(CCCl)C1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=CC(=C3)CN(C)C)N(CC)CCCl)CN(C)C.Cl,1
384217,COC1=CC=C(C=C1)C(C2=CC(=C(C(=C2)OC)OC)OC)N3C(CCC3=O)C(=O)OC,1
386227,COC1=C(C=CC(=C1)CCNC2=CC(=O)C3=C(C2=O)C=CC=N3)O,1
387725,C1=CC=C(C=C1)N2C(C(C(=C2N)C#N)(C#N)C#N)C3=CC=CO3,0
387738,C1=CC=C(C=C1)C2=C(C(=C(N2C3=CC=CC=C3)N)C#N)C#N,0
389699,C1=CC=C(C=C1)C2=C(OC(=C2C#N)N)C3=CC=CC=C3,0
391131,C1C2CC3CC1CC(C2)(C3)COC(=O)C4=CC=C(C=C4)NCC5=C(C=CC(=C5)O)O,1
391189,C1=CC=C(C=C1)CNCCCN(CCCCN(CCCNCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4,1
393608,COC1=CC2=C(C=C1)C=C(C=C2)CNCCOCCOCCNCC3=CC4=C(C=C3)C=C(C=C4)OC.Cl,1
395751,CN(C)S(=O)(=O)N1C=CN=C1,0
396090,C1CN2C(=O)C3=C(N=C2SC1)OC4=CC=CC=C4C3=O,0
408285,C1COCCN1CCN,0
426756,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],0
426874,C1=CC2=C(C=CC(=C2N)N)N=C1,0
431052,CCN(CC)CCNC(=O)C1=NN(C2=C1CCC3=C2C=CC(=C3)OC)C4=CC=C(C=C4)Cl,1
432606,CCN(CC)CC[N+]1=CC2=C(C3=C(C(=C2C=C1)C)NC4=C3C=C(C=C4)O)C.CC(=O)O,1
432905,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=C(C2=O)C=C(C=C3)O,1
434973,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O,1
436059,CC1=CC(=C(C=C1)C)C(=O)C(=C)CN(C)C,1
436063,CN(C)CC(=C)C(=O)C1=CC(=C(C=C1OC)OC)OC,1
441279,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,0
442142,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,1
443755,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.[Na+],0
443947,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C,1
444212,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,0
448537,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,1
455264,CC(C)C1=C(C(=C2C(=C1)C3CC4[C@@]2(CCCC4(C)C)C(=O)O3)O)O,1
457901,CC(=O)OCC1(CCCC23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)C,1
459770,C1=CC2=C(C=CN=C2)C(=C1)C#N,0
460129,C([C@@H](C(=O)O)N)OC(=O)C=[N+]=[N-],0
480861,CC(=CCOC1=CC(=C(C=C1)[C@H]2CC3=C(C4=C(C=C3)OC(C=C4)(C)C)OC2)O)C,1
496244,CCOC1=C(C=C2C(=NOC)CC3C(C2=C1)CCC4(C3CCC4O)C)O,1
506600,C1=CC=C2C(=C1)NC(=N2)C3=CC=CS3,0
517058,CC(C(=O)[O-])(Cl)Cl.[Na+],0
517063,C(CS(=O)(=O)[O-])O.[Na+],0
517383,C1=CC=C(C=C1)C2=CC=CC=C2[O-].O.O.O.O.[Na+],0
519224,C1=CC=C2C(=C1)C=NN(C2=O)C3=CC=C(C=C3)Cl,0
522183,C1=CC(=C(C(=C1)Cl)S(=O)(=O)Cl)Cl,0
534506,C1CCN(CC1)C2=NC3=NON=C3N=C2N,0
534771,CC1(C2(CNCC1(CNC2)[N+](=O)[O-])[N+](=O)[O-])C,0
535994,C1COCCN1C2=NC3=NON=C3N4C2=NN=N4,0
541532,CN(C)C=NC1=NC=C2C3=CC=CC=C3NC2=C1C#N,0
541603,CN(C)P1(=NC(=NC(=N1)C(F)(F)F)C(F)(F)F)N(C)C,0
554211,C1=CC=C(C(=C1)C2=NN=C(S2)N)Cl,0
554989,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=NC=C(C=C3)Cl,0
555204,C1=CC=C(C=C1)S(=O)(=O)NN2C=NN=C2,0
555472,C1CCC2(CC1)CC3=CC=CC=C3C4=C2C(=O)OC(=N4)C5=CC=CC=C5,0
561049,CC(=O)CC1C(=C(C(=O)O1)Br)NCC2=CC=CC=C2,1
567548,C1=CC=C(C(=C1)OCC2=NC(=NO2)C3=NON=C3N)Cl,0
567572,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)OC)Br)C)CN3CCN(CC3)C,1
575908,C1=CC=C(C=C1)N2C(=NN=N2)SC3=C(C=C(C=C3)[N+](=O)[O-])Cl,0
577823,C1=CC(=CN=C1)C2=NOC(=N2)C3=CC=CO3,0
596005,C1CN(CCN1C2=NC=CC=N2)S(=O)(=O)C3=CC=CC4=NSN=C43,0
597578,C1COCCN1C2=NC(=O)N3CCOC3=N2,0
597891,CC1(C2(C=CC3=C(O2)C=CC4=CC=CC=C43)N(C(=O)O1)C5=CC=CC=C5)C,0
599528,C1=CC(=O)NC=C1Br,0
599637,C1=C(OC(=C1)Br)C2=NC(=NO2)C3=NON=C3N,0
603377,C1=CC=C(C(=C1)C2=NC(=NO2)C3=NON=C3N)Br,0
604599,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=C(CCN4)C6=C(N5)C=CC(=C6)O)OC)OC,1
610612,CCOC(=O)N=NC1=C2C(=NC3=NONC3=N2)C4=CC=CC=C41,1
612005,C1=CC=C(C=C1)NC2=C(C=NC=C2)[N+](=O)[O-],0
612040,C1=CC=C2C(=C1)N=C(S2)Br,0
613500,C1=CC=C(C=C1)C2=NNN=C2C3=CC=CC=C3,0
621402,C1=CC=C(C=C1)NC2=NC=NC3=C2OC4=CC=CC=C43,0
624350,C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)SC4=CC=CC=N4,0
624590,CC1(CC2=C(C(=O)NC1)SC(=N2)N3CCOCC3)C,0
626332,C1=CC=C2C(=C1)N=C(O2)NC3=CC=C(C=C3)OC(F)(F)F,0
628089,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)CC3=CC=CC=C3)C,1
628602,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NN=C(O3)C4=CC=C(C=C4)N,0
629074,C1=CC=C(C=C1)C2=NC3=C(C(=C2)C4=CC=CO4)C(=C(S3)C#N)N,0
637090,C/C=C/C(=O)O,0
641785,COC1=CC(=CC(=C1C(=O)/C=C/C2=CC=CC=C2)O)O,1
643460,C/C=C/C=C/C(=O)O,0
644354,C1=CC=C2C(=C1)C(=CN2)C3=CC=NC=C3,0
644466,C1=COC(=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)F,0
644639,C1=CSC(=C1)C2=NN=C(S2)N,0
644851,C1=CC=C(C=C1)C2=NNC(=N2)C3=CC=CC=C3Cl,0
644958,C1=CSC(=C1)C2=NC=C(O2)C3=CC=C(C=C3)Br,0
645204,C1CN(CCC1N2C3=C(C=C(C=C3)C(F)(F)F)N=N2)CC(=O)N4CCC5=CC=CC=C54,0
645210,CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)F)C(=O)OCC3=CC4=C(C=C3)OCO4,0
645632,C1=CC=C2C(=C1)NC(=N2)NS(=O)(=O)C3=CC=C(C=C3)Cl,0
645672,C1=CC=C2C(=C1)C=CC=C2N3C=NN=N3,0
645685,CC(C)N1C2=C(N=C1SC3=NC=CN3C)N(C(=O)N(C2=O)C)C,0
645702,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NCCOC3=CC=C(C=C3)F,0
645905,C1=CN(N=C1)S(=O)(=O)C2=CC=CS2,0
646013,C1=CC2=C(C3=C(C=C2)C(C(=C(O3)N)C#N)C4=CN=CC=C4)N=C1,0
646236,CC1(C2=C(C=NN2)C3=C(O1)C=CC4=C3OC(=O)C=C4)C,0
646533,C1=CC=C2C(=C1)C=CC(=N2)C3=NC4=CC=CC=C4N3,0
647041,C1=CC=C(C(=C1)S(=O)(=O)NN2C=NN=C2)Cl,0
647066,CN(C)C1=NC(=NC(=N1)NC2=CC=CC=C2)OC3=NNC(=O)C=C3,0
647198,CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)C2=C(C=C(C=C2)O)O,1
647305,C1=CC=C2C(=C1)C=CC=C2N3C=CC=N3,0
647400,C[N+]12CN3CN(C1)CN(C3)C2.[I-],0
647656,C1=CC=C2C(=C1)C=C(C(=O)N2)C3=NOC(=N3)C4=CN=CC=C4,0
647920,C1=CC=C2C(=C1)N=C(S2)CN3N=C(N=N3)C4=CC=C(C=C4)F,0
647972,C1=CC2=C(C(=C1)OCC3=NN=C(O3)SCC4=C(C=CC=C4Cl)F)N=CC=C2,0
648231,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,0
648644,C1=CC(=CN=C1)C2=NN=C(O2)C3=CC=CO3,0
648672,C1=CC(=CC=C1C2=C(C(=NN2)N)Cl)Br,0
648990,C1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N2,0
649051,C1CCC(CC1)CSC2=NN=C(O2)C3=CC=C(C=C3)O,1
649341,C1=CN(C=C1)CCS(=O)(=O)CCN2C=CC=C2,0
649412,CN1CCN(CC1)CCC(=O)NC2=CC(=CC=C2)F,0
649431,COC1=C(C=CC(=N1)C2=CC=C(C=C2)Cl)C3=NOC(=N3)C4=CC=CO4,0
649463,C1=CC=C2C(=C1)N=C(O2)C3=CC(=CC=C3)N4C(=O)C5=C(C4=O)N=CC=C5,0
650162,CC(C)CCN1C2=C(N=C1NCCN(C)C)N(C(=O)NC2=O)C,0
650233,CC(C)(C)N1C(=NN=N1)C(C2=CC(=CC=C2)C(F)(F)F)N3CCN(CC3)C,0
650443,C1=CC=C(C=C1)C2=CSC(=N2)N3C=NN=N3,0
650579,C1=CC(=CC=C1C2=CSC3=NC(=NC(=N)N3N2)N)F,0
650792,COC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4.Cl,0
651085,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)N(N=N3)CC4=CC=CC=N4,0
651369,C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)N=C(N3)C4=CC=CO4,0
651390,CC(C)CN1C2=C(N=C1NCCN(C)C)N(C(=O)NC2=O)C,0
651475,C1COC2=C(O1)C=CC(=C2)OCCC(=O)O,0
651720,C1=CC(=CN=C1)NS(=O)(=O)C2=CC=CS2,0
651802,CN(C)CCN1C2=C(C=C(C=C2)OC)SC3=CC=CC=C31.C(=O)(C(=O)O)O,0
651846,CCOC(=O)C1=CC2=C(N1CC(=O)N3CCC(CC3)CC4=CC=CC=C4)C=CN2C,1
651942,C1COCCN1P(=O)(N2CCOCC2)OCC(C(F)F)(F)F,0
652390,C1=CC(=CC=C1C2=CN=C(N=C2)C3=CC=C(C=C3)N)N,0
652554,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)S(=O)(=O)NCC4=CC=CO4,0
652581,CCOC(=O)C1CCN(CC1)CC2=C3C=CC=NC3=C(C=C2)O,1
652614,C1=COC(=C1)C2=NN=C(O2)C3=CC=CS3,0
652705,C1CCN(CC1)C2CS(=O)(=O)CC2N3CCCCC3,0
652757,CN(C)S(=O)(=O)N1CCCN(CC1)S(=O)(=O)N(C)C,0
653365,C1=CC=C2C(=C1)C(=O)N(C2=O)CC3=NC4=CC=CC=C4C(=O)N3CC5=CC=CO5,0
653520,C1=CSC(=C1)C2=NN=C(O2)C3=C(C4=C(S3)C=C(C=C4)F)Cl,0
653935,C1CCN(CC1)C2=NON=C2N,0
654482,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4C(=O)N3C=N2,0
654596,C1=CC=C2C(=C1)C=C(C(=O)O2)C3=CN4C=CC=NC4=N3,0
654925,C1OC2=C(O1)C=C(C=C2)OCC3=NC(=NO3)C4=CC=CC=C4,0
655156,C1=CC(=CN=C1)C2=NN=C(O2)C3=CC=CS3,0
655428,C1COCCN1C(=O)N2CCOCC2,0
655485,C1CCN(CC1)C2=NC(=NC(=N2)N3CCNCC3)N4CCCCC4,0
656157,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)OC(=N3)C4=CC=CO4,0
656228,C1CCC2(C1)CC3=CC=CC=C3C4=C2C(=O)N(C5=NN=NN45)C6=CC=CC=C6,0
656265,C1=CC=C(C=C1)C2=C(OC(=C2C#N)/N=C/C3=CC=CO3)C4=CC=CC=C4,0
656582,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],0
657302,C1=CC=C(C=C1)C2(C(=O)[N-]C(=O)N2)C3=CC=CC=C3.[Na+],0
657510,CC(C(C)(C)NO)NO.Cl,0
657638,CN1CCN(CC1)CCCCC(=O)C2=CC=CC=C2.Cl,0
657649,C1=CC=C(C=C1)N2NC3=CC=C4C=NN=C4C3=N2,0
657824,CC(C)CN1C2=C(N=C1Br)N(C(=O)N(C2=O)CCC#N)C,0
658033,C1=CC=C(C=C1)C2=C(C(=O)NN2)C(C3=CSC=C3)C(C#N)C#N,0
