cid,SMILES,value
877195,C1=CC(=CN=C1)/C=[N+](\C2=CC=C(C=C2)Br)/[O-],0
877224,C1=CC(=CC=C1/[N+](=C/C2=CC=NC=C2)/[O-])Br,0
877917,C1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C3=NC(=NO3)C4=CC=CC=N4,0
878801,CC(=O)CC1=C(C2=CC=CC=C2C(=C1)O)OC(=O)C3=CC=CC=C3,1
879024,C1=CC=C(C=C1)C2=CN=C(O2)C3=CN=CC=C3,0
879093,CCOC(=O)C1=C(OC2=C1C(=O)C3=CC=CC=C3C2=O)C,1
883342,C1=CC(=CN=C1)C2=CSC(=N2)NCC3=CC=CO3,0
886264,C1=CC=C2C(=C1)C(=NC(=N2)C3=CN=CC=C3)NCC4=CC=CO4,0
887167,CCOC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=C(OC=C3)C,1
888395,C1=CN=CC=C1C2=NOC(=N2)C3=CC=C(O3)Br,0
888605,C1=CC=C(C=C1)C2=CC=CC=C2N3C(=O)C4=C(C3=O)N=CC=C4,0
889815,C1=CC(=CN=C1)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F,0
889880,CC(C)(C)NC1=NC(=NC(=N1)SC)OC2=NNC(=O)C=C2,0
889901,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C=C(N2)C3=CC=CC=C3,1
890044,C1=CC=C(C=C1)N2C=NC(=N2)SCC3=CSC(=N3)N,0
891840,C1=CC=C2C(=C1)C(=O)N(C2=O)N3C(=O)C4=CC=CC=C4NC3=O,0
891859,C1CN(CCN1C2=CC=CC=C2)C3=C(N=C(O3)C4=CC=CS4)C#N,0
892116,C1COCCN1C2=C(N=C(O2)C3=CC=CC=C3Cl)C#N,0
892356,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=C(C=C3)Cl)F,0
892396,C1COCCN1C2=C(N=C(O2)C3=CC=CS3)C#N,0
892464,C1=COC(=C1)CNC2=C(N=C(O2)C3=CC=CS3)C#N,0
892637,CC1=CC(=C(C=C1)N2CCN(CC2)C(=O)C3=CC=CC=C3)C,1
893880,C1=CC=C2C(=C1)N=C(S2)NS(=O)(=O)C3=CC=C(S3)Cl,0
894147,CC(C)(C)C1=CSC(=N1)NC2=NS(=O)(=O)C3=CC=CC=C32,0
894252,CN(CC(=O)NC1CC1)S(=O)(=O)C2=CC=C(C=C2)OC,1
900038,CCOC(=O)C1=C(OC2=CC(=C(C(=C21)O)O)SC3=CC=CC=C3)C,1
913777,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C3=NOC(=N3)C4=CC=CO4)OC,0
913800,COC1=C(C=CC(=N1)C2=CC=CC=C2)C3=NOC(=N3)C4=CC=CO4,0
913801,COC1=C(C=CC(=N1)C2=CC=CC=C2)C3=NOC(=N3)C4=CC=CS4,0
914318,CC1=NC(=CC=C1)/N=C/C2=C(C=CC3=C2C4=C(O3)CCCC4)O,1
914513,C1=CC=C2C(=C1)N=C(O2)SCC3=C(N4C=CC=CC4=N3)Cl,0
914556,C1=CC=C2C(=C1)N=C(O2)SCC3=CSC(=N3)CC#N,0
915628,C1=CC=C2C(=C1)C3=C(N2)C(=O)N(C=N3)CC4=CC=CO4,0
916217,C1=CC=C(C=C1)N2C=NC3=C(C2=O)C(=CS3)C4=CC=CS4,0
919150,C1=CC2=[N+](ON=C2C3=C1N=NC=C3)[O-],0
921839,C1=CC(=CC=C1S(=O)(=O)NC2=NC=NN2)Cl,0
931812,CCOC(=O)C1=CN=C(N=C1NC2CCCC2)N3C(=CC(=N3)C)C,1
934799,C1CCN(CC1)C2=NC(=O)N3CCOC3=N2,0
938529,C1=CC=C(C=C1)OCC2=NN=C3N2N=C(S3)C4=CC=CC=C4Cl,0
939955,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N3C(=N2)C(F)(F)F,0
942367,CCC1=CC=C(C=C1)C(=O)CN(C#N)C2=NC(=CC(=N2)C)C,1
942455,CC(=C)COC1=CC(=C(C=C1)C2=C(C=NN2)C3=CC=CC=C3)O,1
942608,CC(=C)COC1=CC(=C(C=C1)C2=C(C=NN2)C3=CC=C(C=C3)OC)O,1
943085,C1=CC=C(C=C1)N2C3=C(C=N2)C4=NN=CN4C=N3,0
944388,C1=CC(=CC=C1SC2=NC3=NC=NC(=C3N2)N)Cl,0
946201,COC1=CC=C(C=C1)NC2=C(N=C(O2)C3=CC=CC=C3Cl)C#N,0
947809,CC1=CC(=CC=C1)CSC(=C(C#N)C#N)NC2=CC=C(C=C2)F,1
951671,C1=CC=C(C=C1)C2=C(NC(=S)NC2=O)N,0
954445,C1C2=CC=CC=C2CN1C3=CC=CC(=C3)C(F)(F)F,0
956345,C1=CC=C2C(=C1)C=CC=C2C3=NC(=NO3)C4=CC=NC=C4,0
969629,C1OC2=C(O1)C=C(C=C2)OCC3=NNC(=S)N3C4=CC=CC=C4,0
970007,C1=CC(=CN=C1)C(=O)N2C(=NC(=N2)C3=CC=CO3)N,0
971718,C1=CC(=CN=C1)C(=O)N2C(=NC(=N2)C3=CC=C(C=C3)Cl)N,0
971790,CCN1CCN(CC1)C(=O)NC2=CC=CC(=C2)C(F)(F)F,0
972417,C1=CC=NC(=C1)C2=CSC(=N2)NC3=CN=CC=C3,0
973172,C1=CC(=CN=C1)NC2=NC(=CS2)C3=CC=NC=C3,0
976058,C1=CC=C(C=C1)C2=CC=CC=C2C3=NC(=NO3)C4=CC=CC=C4,0
976211,C1=CC=C(C=C1)C2=CC=CC=C2C3=NC(=NO3)C4=CN=CC=C4,0
976766,C1=CC=C2C(=C1)N(C(=O)C=[N+]2[O-])OCC3=CC=CC=N3,0
977044,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CO3)C#N,0
980411,C1COCCN1C2=NC(=O)N(C=C2)C3=C(OC(=N3)C4=CC=CC=C4)C5=CC=CC=C5,0
984143,CCCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC=C(O3)C(=O)OCC)C,1
984148,CCCC1=CC(=C(C=C1O)O)C2=C(C=NN2)C3=CC=C(O3)C(=O)OCC,1
987219,C1CCN(CC1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4,0
990315,C1=CC=C(C=C1)C2=NC3=C(C(=C2)C4=CC=CO4)C5=C(O3)C(=O)N(C=N5)NC=O,0
991372,CC1(CC2=C(C(C3=C(O2)CC(CC3=O)(C)C)C4=C(C=C(C=C4)O)O)C(=O)C1)C,1
992588,CCC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SCC(=O)O,1
992727,CC1=CC(=CC(=C1OCC(=O)NC2=CC=C(C=C2)NC(=O)C)C)SC,1
1017166,CCOC1=C(C=CC(=C1)CNC2=CC=C(C=C2)O)OCC3=CC=C(C=C3)Cl,1
1033156,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)C4=CN=CC=C4,0
1038406,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)C4=NN=C(O4)C5=CC=CO5,0
1040554,C1=CC=C(C=C1)S(=O)(=O)N2C3=C(C=CC(=C3)Cl)OC4=NC5=CC=CC=C5N=C42,0
1046840,C1=CC=C(C=C1)N2C(=NN=N2)C3=CN=C(N=C3C4=CC=CS4)C5=CN=CC=C5,0
1046865,C1=CSC(=C1)C2=NC(=NC=C2C3=NN=NN3C4=CC=C(C=C4)Cl)C5=CC=NC=C5,0
1050781,CCOC(=O)N1CCC2=C(C1)SC(=C2C(=O)NC3=C(C=C(C=C3)OC)OC)NCC4=CC=CS4,1
1067897,CCOC1=C(C=CC(=C1)CN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)O,0
1082707,CCC1=CC(=C(S1)NC(=O)C2=CC=C(C=C2)N3C(=O)CCC3=O)C(=O)OCC,1
1087196,CC(C)(C)NC1=NC(=NC(=N1)SC)OC2=NN(C(=O)C=C2)C,0
1090305,CCOC(=O)N1CCN(CC1)CC2=C3C=CC=NC3=C(C=C2)O,1
1090312,CC1=CC=CC=C1NCC2=C3C=CC=NC3=C(C=C2)O,1
1090944,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC3=NSN=C32,0
1094906,CN1C2=C3C(=C(C=C2)S(=O)(=O)NC4=CC=CC=N4)C=CC=C3C1=O,0
1096301,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC3=NS(=O)(=O)C4=CC=CC=C43,0
1111827,C1COCCN1C2=NC(=NC(=N2)NC3=NC(=CS3)C4=CC=CC=C4)N5CCOCC5,0
1117367,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC(=C(C=C2)Cl)[N+](=O)[O-])C3CCCCC3,1
1121839,CC(=O)CCS(=O)(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)CCC(=O)C,1
1122276,C1=CC=C(C=C1)C2=NOC(=N2)C3=CN=CC=C3,0
1123682,C1CSC2=NC(=C(N21)/N=C/C3=CC=C(C=C3)OC(F)F)C4=CC=C(C=C4)OC(F)F,0
1132555,CCOC1=C(C=CC(=C1)C2=C3CCC4=CC=CC=C4C3=NC(=C2C#N)N)O,1
1148531,CCOC(=O)C1=CC=C(C=C1)NC(=S)NC2CC(NC(C2)(C)C)(C)C,1
1151381,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC3=C(C=CC(=C3)Br)O,1
1160940,C1=CC=C(C=C1)C2=NN=C(O2)SC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,0
1166128,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)C(F)(F)F)C(=O)CN4N=C(N=N4)C5=CC=CS5,0
1179668,CCOC(=O)C1CCN(CC1)C(=O)C2=C(OC3=C2C(=O)C4=CC=CC=C4C3=O)C,1
1180539,CCC1=CC(=C(C=C1OC)O)C2=NC(=NC=C2C3=CC=C(C=C3)Br)N,1
1183884,CCC1=CC=C(C=C1)S(=O)(=O)N(C2=CC3=C(C=C2)OC(=C3C(=O)OCC)C)C(=O)C4=CC=NC=C4,1
1190555,CCOC(=O)C1=CN=C2C=CC(=CC2=C1NCCC3=CC(=C(C=C3)OC)OC)C,1
1190602,CCOC(=O)C1=CN=C2C=CC(=CC2=C1NCCC3=CC(=C(C=C3)OC)OC)OC,1
1190610,CCOC1=CC2=C(C(=CN=C2C=C1)C(=O)OCC)NCCC3=CC(=C(C=C3)OC)OC,1
1210990,C1=CC=C(C=C1)C2=NC3=NN=NN3C=C2,0
1211574,C1=CC=C2C(=C1)N=C3C(=N2)OC4=CC=CC=C4N3S(=O)(=O)C5=CC=C(C=C5)Cl,0
1214599,C1=CC(=CN=C1)C2=NN=C(C3=NOC=C23)C4=CC=C(C=C4)Br,0
1234055,C1=CC=C(C=C1)OCC2=NN3C(=NN=C3S2)CN4C=NC5=CC=CC=C54,0
1234057,C1=CC=C2C(=C1)N=CN2CC3=NN=C4N3N=C(S4)C5=CC=CS5,0
1234059,C1=CC=C2C(=C1)N=CN2CC3=NN=C4N3N=C(S4)C5=CN=CC=C5,0
1244565,C1(=C(SN=C1C(=O)O)Cl)Cl,0
1244669,C1CCCN(CC1)C2=C(N=C(O2)C3=CC=CO3)S(=O)(=O)C4=CC=CC=C4,0
1244673,C1=CC=C(C=C1)S(=O)(=O)C2=C(OC(=N2)C3=CC=CO3)NCC4=CC=CO4,0
1244750,C1CCN(CC1)C2=C(N=C(O2)C3=CC=CC=C3F)S(=O)(=O)C4=CC=C(C=C4)F,0
1246088,C1=CC=C(C(=C1)C2=CSC(=N2)NC(=O)C3=CN=CC=C3)Cl,0
1246952,C1=CC=C(C(=C1)C2=NN=C(O2)NC(=O)C3=CN=CC=C3)Cl,0
1247773,CC1=CC(=CS1)C(=O)N2CCN(CC2)C/C=C/C3=CC=CC=C3,1
1251530,C1=CC2=C(C(=C1)OC3=NN=NN3C4=CC=C(C=C4)C(=O)O)N=CC=C2,0
1252345,CCOC(=O)NC1=CC2=C(C=C1)N(C3=CC=CC=C3S2)C(=O)CCN4CCOCC4,0
1253223,C1CN(CCN1C2=CC=CC=N2)C3=NC4=CC=CC=C4N=C3NS(=O)(=O)C5=CC=C(C=C5)Cl,0
1253511,COC(=O)NC1=C(C=CC(=C1)C(F)(F)F)N2CCN(CC2)C3=CC=CC=C3,0
1254875,C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CC=C(O3)Br,0
1258447,C1CCCN(CC1)C(=O)N2CCN(CC2)S(=O)(=O)N3CCCCC3,0
1259020,C1=CC(=CC(=C1)C2=CN(N=C2N)S(=O)(=O)C3=CC=C(C=C3)Cl)C#N,0
1263144,COC1=NC=C(C=C1)NS(=O)(=O)C2=CC=C(C3=CC=CC=C32)OC,0
1265263,C1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=C(O3)C4=CC=C(C=C4)Cl,0
1266395,C1=CC=C(C=C1)C2=CC(=O)N3C(=N2)N=C(N3)C4=CC=CO4,0
1268818,C1=CC=C(C=C1)C2=NN3C(=NN=N3)C4=CC=CC=C42,0
1269845,C1=CNC(=S)NC1=O,0
1290765,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=CC=C3CCC4=C3C2=CC=C4)C,1
1295053,C1CN(CCC1NC(=S)NC2=CC(=C(C=C2)Cl)Cl)CC3=CC=CC=C3,1
1307930,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=NC=C3)C(=O)N4C5=CC=CC=C5N=N4,0
1311254,C1=CC=C(C=C1)NC2=NC(=CC=C2)NC3=CC=CC=C3,0
1316457,CN(C)C1=C(N=C(O1)C2=CC=CC=C2OC)S(=O)(=O)C3=CC=C(C=C3)Cl,0
1325905,C1CN(CCN1C2=CC=CC=C2F)C3=NC4=CC=CC=C4N=C3NS(=O)(=O)C5=CC=C(C=C5)Cl,0
1329834,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC4=CC=CC=C43,0
1333712,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC=C3,0
1349072,CC1=CC(=C(C=C1)O)C2=CC3=CC=CC=C3N2,1
1354923,C1=CC=C(C(=C1)C2=NN=C(O2)C3=CC=C(C=C3)Br)Br,0
1362916,C1=COC(=C1)C2=NN=C(O2)C3=CC=C(C=C3)Br,0
1369549,C1=CC=C(C=C1)N2C=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)Br,0
1378417,CCCN1CCC(CC1)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,0
1380883,CC1=C2C=CC(=NC2=C(C=C1)O)C,1
1382506,CC1CCN(CC1)C(=O)C2=C(OC3=C2C(=O)C4=CC=CC=C4C3=O)C,1
1399126,CCOC1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)C3=CC(=C(C=C3)C)C)O,1
1399583,COC1=CC=C(C=C1)NC2=NC=NC3=C2OC4=CC=CC=C43,0
1399755,CC1=CC(=C(C=C1)N(CC2=CC(=O)NC3=CC=CC=C32)C(=O)CCl)C,1
1409855,C1=CC=C(C=C1)C2=NN(C=C2C(=O)N3C4=CC=CC=C4N=N3)C5=CC=CC=C5,0
1421903,C1=COC(=C1)CN2C3=C(C(=O)NC2=O)C(N=C(N3)C4=CC=C(C=C4)C#N)(C(F)(F)F)C(F)(F)F,0
1447291,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC5=CC=CC=C54,0
1454981,CC1=CC(=C(C=C1)C)N(CC(=O)NC2CCCC2)C(=O)C3=C(C=C(O3)C(C)(C)C)C,1
1454983,CC1=C(C(=CC=C1)C)N(CC(=O)NC2CCCC2)C(=O)C3=C(C=C(O3)C(C)(C)C)C,1
1468279,CC1=CC=C(C=C1)C(=O)NC2=NC(=C(S2)C(=O)NC3=CC4=C(CCC4)C=C3)C,1
1471583,C1COCCN1C2=NC(=CSC(=C2C#N)NC3=CC=CC=C3)C4=CC=C(C=C4)Br,0
1473320,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3N4C2=NN=C4,0
1474735,C1=CC(=C2C=CC3=CC=CN3C2=C1)NS(=O)(=O)C4=CC=CS4,0
1476045,C1=CC(=C(C(=C1)Cl)Cl)OC2=CN=NS2,0
1477389,COC1=CC=C(C=C1)S(=O)(=O)NC2=C3C=CC=CC3=NC(=O)N2C4=CC=CC=C4,0
1477392,C1=CC=C(C=C1)N2C(=C3C=CC=CC3=NC2=O)NS(=O)(=O)C4=CC=CC=C4,0
1477393,C1=CC=C(C=C1)N2C(=C3C=CC=CC3=NC2=O)NS(=O)(=O)C4=CC=C(C=C4)Cl,0
1477460,CN1C(=C(C(=N1)C2=CC=CC=C2)C3=NC(=NO3)C4=CC=CC=C4Cl)Cl,0
1477791,C1=CC=C(C=C1)C2=NC=CC(=N2)C3=CC=C(C=C3)N4C=NC5=CC=CC=C54,0
1477814,C1=CC=C2C(=C1)N=CN2C3=CC=C(C=C3)C4=NC(=NC=C4)C5=CC=NC=C5,0
1480180,CC1=CC=C(C=C1)CSC2=NC3=C(CCCC3)C(=N2)NC,1
1480415,C1=CC=C(C=C1)C2=CC=NC3=C(C=NN23)C#N,0
1480425,C1=CC=C2C(=C1)N=CC(=N2)SC3=CC=C(C=C3)Cl,0
1480652,C1CSC2=NC=C(C(=O)N21)C3=CC=NN3C4=CC=C(C=C4)C#N,0
1480653,C1CSC2=NC=C(C(=O)N21)C3=CC=NN3C4=CC=C(C=C4)F,0
1480655,C1CSC2=NC=C(C(=O)N21)C3=CC=NN3C4=CC=CC=C4F,0
1482680,CC1=CC(=C(C=C1)C)CSC2=NC3=CC(=C(C=C3C(=N)N2CC4=CC=C(C=C4)OC)OC)OC,1
1485381,C1=CC=C(C=C1)C2=NC3=C(C(=O)O2)SC=C3,0
1485387,C1=CC(=CC=C1C2=NC3=C(C(=O)O2)SC=C3)F,0
1486592,CN(C)C1=NC(=C(C(=O)O1)C#N)NC2=CC=C(C=C2)OC,0
1487778,C1=CC=C2C(=C1)C=CC(=N2)C3=C(C=CS3)Cl,0
1488442,C1=CC(=CN=C1)C2=NC(=CS2)C3=C(C=CS3)Cl,0
1489267,CC1=CC=C(C=C1)CSC2=NC3=CC(=C(C=C3C(=N)N2CC4=CC(=C(C=C4)OC)Cl)OC)OC,1
1500010,C1CCN(CC1)C2=NN=C(S2)N,0
1506319,C1=CC=C2C(=C1)N=C(C3=NN=NN23)NC4=CC(=CC=C4)F,0
1507303,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)F)NN=C2,0
1520091,C1COCCN1C2=NC(=NC(=N2)OC3=NN(C(=O)C=C3)C4=CC=CC=C4)N5CCOCC5,0
1527238,COC1=C(C=C2C(=C1)CCN=C2C3=CC=C(O3)C4=C(C=C(C=C4)Cl)Cl)OC,1
1531668,CC(C)C1=NN=C(S1)NS(=O)(=O)C,0
1536623,CC1=CC(=C(N1CCC2=CC=CC=C2)C)C(=O)CCl,1
1537017,CCOC1=CC=C(C=C1)N2C(=CC(=C2C)C(=O)CCl)C,1
1540666,CC1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)C4=C(C3=NO)C=C(C=C4)S(=O)(=O)N5CCC(CC5)C,1
1541680,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=CC3=C(CCC3)C=C2)C,1
1547787,CC1=NOC(=C1C2=CC3=C(C=C2)OCCO3)C4=C(C=C(C=C4)OC)O,1
1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,1
1550232,COC1=C(C=CC(=C1)/C=C/2\CCC/C(=C/C3=CC(=C(C=C3)O)OC)/C2=O)O,1
1550234,COC1=C(C=CC(=C1)/C=C\2/C(=O)/C(=C/C3=CC(=C(C=C3)O)OC)/CCC2)O,1
1550489,C1=CNC(=S)N=C1,0
1555810,C1=CC=C2C(=C1)N=C3N2C(=O)/C(=C\C4=CN=CC=C4)/S3,0
1575611,C1=CC=C(C=C1)/[N+](=C\C2=CC=C(C=C2)F)/[O-],0
1576577,C1=CC=C(C=C1)OCCSC2=NN=C3N2C4=CC=CC=C4S3,0
1588118,CCCCCOC1=CC=C(C=C1)NP(=O)(C)OC2=C(C=C(C=C2)Cl)Cl,1
1602469,CCCCCCN(C1=CC=CC=C1)C(=O)CCl,0
1607557,CCCCCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)OC)N,1
1625575,CCOC(=O)/C=C/S(=O)(=O)C1=CC=C(C=C1)NC(=O)C,1
1630758,CCCOC1=CC=C(C=C1)CN2C3=C(C=CC=C3C(=O)C2=O)C,1
1714723,C1=CC=C(C=C1)OP(=O)(NS(=O)(=O)C2=CC=C(C=C2)Cl)OC3=CC=CC=C3,0
1714724,C1=CC=C(C=C1)OP(=O)(NS(=O)(=O)C2=CC=C(C=C2)Br)OC3=CC=CC=C3,0
1716379,CCCCCN1CN(C(=S)SC1)CC2=CC=CC=C2,1
1720676,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=C3C=CC=C4C3=C(C=C2)NC4=O,0
1720712,C1=CC=C(C=C1)OP(=O)(NS(=O)(=O)C2=CC=CC=C2)OC3=CC=CC=C3,0
1736240,CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCCN(C)C)CC3=CC=CC=C3)C,1
1741662,CCCCOC1=CC(=CC=C1)OCC(=O)NC2=NC3=CC=CC=C3N2,1
1745029,CCN1C2=C(C=C(C=C2)CN3CCN(CC3)CC4=CC=C(C=C4)Br)C5=CC=CC=C51,1
1749332,CC1=CC(NC2=C1C=C(C=C2)OC(=O)CN3C(=O)CCC3=O)(C)C,1
1751796,CCOC1=C(C(=CC(=C1)/C=C\2/C(=O)/C(=C/C3=CC(=C(C(=C3)Cl)O)OCC)/CCC2)Cl)O,1
1782673,CC1=C(C=CC(=C1)N2CCOCC2)/C=C\[N+](=O)[O-],1
1811924,CCOC(=O)C(=CC1=CC(=O)C(=CO1)OC)C(=O)OCC,1
1818715,C1=CC2=C3C(=C1)N=C4N(C3=CC=C2)C(=CS4)C5=CC=C(C=C5)Cl,0
1858219,C1=CC(=CN=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OS(=O)(=O)C4=CC=C(C=C4)F,0
1861575,CC1=CC(=NN1CC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)C,0
1883413,C1=CC=C(C=C1)N2C(=NC(=N2)NC(=O)C3=CC=C(C=C3)Cl)N4C(=O)C5=CC=CC=C5C4=O,0
1894065,C1=CC=C(C=C1)NN2C(=N/C(=C/C3=CC=CS3)/C2=O)C4=CC=CS4,0
1895893,CCCCCCNC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCN(CC3)C)CC,1
1897227,CC(C)(C)N1CC2(CC(C1)(CN(C2)C(C)(C)C)[N+](=O)[O-])[N+](=O)[O-],0
1909422,C1=CSC(=C1)C2=CSC3=C2C(=O)N(C=N3)C4=CC=C(C=C4)Br,0
1910325,CCCCOC1=CC=C(C=C1)CSCCNC(=S)NC2=CC=CC=C2,1
1915407,CC(C)(C#N)N(C=C[N+](=O)C(C)(C)C#N)[O-],0
1922813,CCC(CC)(C(=O)/C=C/C1=CC(=CC=C1)Br)C(=O)OCC,1
1946433,C1=CC=C2C(=C1)C=CC=C2C3=NC(=NO3)C4=CN=CC=C4,0
1950548,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=CC=C3F)C(=O)NC4=CN=CC=C4,0
1951332,CCCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)OCC)NC(=O)C4=CC=CO4,1
1952833,CCCCCCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)OC)N,1
1961574,C1=CC(=CN=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OS(=O)(=O)C4=CC=C(C=C4)Cl,0
1964281,C1=CC=C2C(=C1)N=NN2CC3=NN=C4N3N=C(S4)C5=CC=CS5,0
1964370,CCCCCOC1=CC=C(C=C1)NC(=O)CSC2=CC=CC3=C2N=CC=C3,1
1970162,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)N(C=N3)CC4=CC=CO4,0
1970518,C1=CC=C(C=C1)C2=CC=CC=C2C3=NC(=NO3)C4=CC=NC=C4,0
1970994,C1=CC=C(C=C1)N2C(=NC(=N2)NC(=O)C3=CC=C(C=C3)F)N4C(=O)C5=CC=CC=C5C4=O,0
1999108,CC1=C(C(=NN1)C2=C(C=C(C=C2)OCC(=C)C)O)C3=CC=C(C=C3)Br,1
2000920,COC1=C(C=CC(=N1)C2=CC=C(C=C2)Cl)C3=NOC(=N3)C4=CC=CS4,0
2020334,CCCCC1=CC=C(C=C1)NC(=S)NCCC2=CC=C(C=C2)F,1
2021036,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C3=NOC(=N3)C4=CC=CC=C4F)OC,0
2021530,C1CN(CCN1C2=CC=CC=C2)C3=C4C(=CSC4=NC=N3)C5=CC=CS5,0
2029348,C1=CC=C2C(=C1)C=CC(=N2)C3=NNC(=S)O3,0
2041565,CC(=C)COC1=CC(=C(C=C1)C2=NC(=NC=C2C3=CC=C(C=C3)Br)N)O,1
2052050,C1CN(CCN1)CCC#N,0
2053017,CC(C)SC1=C(N=C(O1)C2=CC=CO2)S(=O)(=O)C3=CC=C(C=C3)F,0
2053031,CSC1=C(N=C(O1)C2=CC=CO2)S(=O)(=O)C3=CC=C(C=C3)Br,0
2055677,CCCCC1=CC=C(C=C1)N/C(=N/C2=NC(=CC(=N2)C)C)/N,1
2059922,C1=CC=C2C(=C1)N(C(=O)N2S(=O)(=O)C3=CC=CS3)S(=O)(=O)C4=CC=CS4,0
2063397,C1COCCN1C(=O)C(C(C(C(C(=O)N2CCOCC2)(F)F)(F)F)(F)F)(F)F,0
2064549,C1=CC=C2C(=C1)NC(=N2)CSC3=NN=C(O3)C4=CN=CC=C4,0
2084051,C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)NS(=O)(=O)C4=CC=C(S4)Cl,0
2084273,C1CCC(CC1)CNC(=O)C2=CC=CC(=C2)C3=CC=C(C=C3)O,1
2084566,C1=CC=C(C=C1)C2=NN=C(O2)CSC3=NN=C(O3)C4=CC=CS4,0
2089487,CCOC(=O)C1CCN(CC1)C(=O)COC(=O)C2=CC=C(O2)[N+](=O)[O-],1
2089900,C1=CC=C(C(=C1)C2=NN=C(O2)COC3=CC=CC4=C3N=CC=C4)Br,0
2103959,CC1=CC(=C(N1C2=NOC(=C2)C)C)C(=O)CCl,1
2109248,C1C2=C(C(=C(N=C2N(C1=O)C3=CC=CC=C3C4=CC=CC=C4)N)C#N)N,0
2109630,CC1=C(C=CC(=C1)NC(=O)COC(=O)C)Br,1
2110554,C1=CC=C(C=C1)C2=C(NN=C2C3=NC4=CC=CC=C4N3)C5=CC=CO5,0
2112934,C1=CSC(=C1)C2=CSC3=C2C(=O)NC(=N3)CSC4=NNC(=N4)N,0
2115017,CCCCC1=CC=C(C=C1)NC(=O)CN(C)CC(=O)NC2=CC=CC=C2Cl,1
2118060,CCOC(=O)C1=C(NC(=C1C)C(=O)COC2=CC3=C(C=C2)OCO3)C,0
2122091,CC1=C(C(=NO1)C)COC(=O)CCN2C3=CC=CC=C3SC4=CC=CC=C42,0
2122975,C1=CC=C2C(=C1)C(=O)N(N=N2)CC3=NN=C(O3)C4=CC=CC=C4Br,0
2123204,CC(C)C1=C(SC(=N1)C2=C(N(C(=O)N(C2=O)C)C)N)C(=O)C(C)(C)C,0
2124908,C1COCCN1C2=CC=CC=C2NS(=O)(=O)C3=CC=C(S3)Cl,0
