Gene,Sample1,Sample2,Sample3
6.5892,6.5892,6.9866,213829_x_at
5.8087,5.8087,4.5171,213830_at
4.5756,4.5756,4.5071,213831_at
5.3481,5.3481,5.7867,213832_at
5.7853,5.7853,5.7106,213833_x_at
5.2865,5.2865,4.3893,213834_at
7.7355,7.7355,7.8149,213835_x_at
4.1867,4.1867,5.5381,213836_s_at
6.5326,6.5326,6.4271,213837_at
6.8188,6.8188,6.308,213838_at
5.2489,5.2489,6.7515,213839_at
5.9871,5.9871,5.8216,213840_s_at
4.339,4.339,4.6106,213841_at
9.477,9.477,9.4461,213842_x_at
5.2401,5.2401,5.4011,213843_x_at
4.1868,4.1868,4.1769,213845_at
9.5356,9.5356,9.4423,213846_at
5.4408,5.4408,6.2503,213847_at
6.4059,6.4059,4.9581,213848_at
5.1702,5.1702,4.7921,213849_s_at
10.4065,10.4065,9.8998,213850_s_at
8.0543,8.0543,8.1107,213852_at
5.9276,5.9276,7.1867,213853_at
8.8818,8.8818,6.7433,213854_at
5.6117,5.6117,5.8845,213855_s_at
6.0585,6.0585,5.61,213856_at
12.72,12.72,12.6986,213857_s_at
4.4209,4.4209,6.2048,213858_at
6.6889,6.6889,6.7349,213859_x_at
10.9455,10.9455,10.8433,213860_x_at
5.5101,5.5101,6.361,213861_s_at
4.1869,4.1869,5.0507,213862_at
4.9636,4.9636,5.3384,213863_s_at
14.4153,14.4153,14.2079,213864_s_at
4.1869,4.1869,4.1769,213865_at
5.3331,5.3331,5.7943,213866_at
14.6732,14.6732,14.863,213867_x_at
4.187,4.187,4.177,213868_s_at
5.0622,5.0622,5.7606,213869_x_at
5.9975,5.9975,5.7578,213870_at
4.6411,4.6411,4.4578,213871_s_at
11.9902,11.9902,11.9376,213872_at
5.606,5.606,6.1473,213873_at
5.8336,5.8336,6.5684,213874_at
8.635,8.635,7.8081,213875_x_at
7.1607,7.1607,6.8694,213877_x_at
6.702,6.702,7.575,213878_at
7.1262,7.1262,6.828,213879_at
4.3298,4.3298,5.8021,213880_at
13.762,13.762,13.7674,213881_x_at
6.3309,6.3309,6.1121,213882_at
8.2449,8.2449,7.6233,213883_s_at
4.187,4.187,4.2764,213884_s_at
6.639,6.639,6.4925,213885_at
7.5709,7.5709,8.74,213887_s_at
7.6966,7.6966,7.0915,213888_s_at
5.9266,5.9266,6.0759,213889_at
14.863,14.863,14.8644,213890_x_at
12.0862,12.0862,9.843,213891_s_at
9.8485,9.8485,9.4914,213892_s_at
8.9776,8.9776,9.6363,213893_x_at
4.6213,4.6213,4.258,213894_at
4.4762,4.4762,4.8583,213895_at
5.418,5.418,6.0544,213896_x_at
9.6233,9.6233,10.2779,213897_s_at
4.9655,4.9655,5.6805,213898_at
7.0601,7.0601,6.8071,213899_at
5.8868,5.8868,6.7572,213900_at
4.3327,4.3327,4.4276,213901_x_at
9.0273,9.0273,8.8493,213902_at
4.1871,4.1871,5.2931,213903_s_at
4.3807,4.3807,4.795,213904_at
5.7437,5.7437,5.2239,213905_x_at
5.6873,5.6873,6.0318,213906_at
6.0177,6.0177,5.4057,213907_at
8.3608,8.3608,6.004,213908_at
5.2521,5.2521,4.617,213909_at
6.1104,6.1104,4.929,213910_at
14.3661,14.3661,14.3202,213911_s_at
4.1872,4.1872,4.84,213912_at
6.3623,6.3623,5.744,213914_s_at
5.7111,5.7111,4.9271,213915_at
4.7435,4.7435,6.3001,213916_at
5.166,5.166,5.6808,213917_at
6.2188,6.2188,6.1871,213919_at
4.879,4.879,4.2739,213920_at
4.9005,4.9005,4.4243,213921_at
7.7452,7.7452,5.9342,213922_at
10.1981,10.1981,9.0736,213923_at
4.5542,4.5542,5.2715,213924_at
4.1872,4.1872,4.8435,213925_at
7.6316,7.6316,6.9713,213926_s_at
5.3872,5.3872,5.9133,213927_at
5.2796,5.2796,5.1136,213928_s_at
5.657,5.657,5.3046,213929_at
5.6269,5.6269,5.4229,213930_at
9.2309,9.2309,8.6834,213931_at
14.7673,14.7673,14.6608,213932_x_at
5.0186,5.0186,4.8528,213933_at
5.4086,5.4086,5.4873,213934_s_at
6.1448,6.1448,6.065,213935_at
6.9146,6.9146,6.8831,213936_x_at
6.3523,6.3523,7.0687,213937_s_at
4.1873,4.1873,4.1771,213938_at
7.6716,7.6716,5.8721,213939_s_at
10.6384,10.6384,9.9309,213940_s_at
14.7403,14.7403,14.7379,213941_x_at
8.3483,8.3483,6.2506,213942_at
4.1874,4.1874,4.1771,213943_at
8.1574,8.1574,8.5477,213944_x_at
6.5904,6.5904,6.4943,213945_s_at
5.2196,5.2196,4.3515,213946_s_at
8.4122,8.4122,9.8768,213947_s_at
5.2867,5.2867,5.3694,213948_x_at
4.1874,4.1874,5.8456,213949_s_at
4.9062,4.9062,4.5096,213950_s_at
6.8277,6.8277,7.5131,213951_s_at
5.6373,5.6373,5.9511,213952_s_at
4.1875,4.1875,4.3283,213953_at
6.5257,6.5257,6.405,213954_at
4.6076,4.6076,4.6756,213955_at
9.4778,9.4778,7.5964,213956_at
7.8257,7.8257,7.4342,213957_s_at
6.1375,6.1375,6.3034,213958_at
5.0424,5.0424,4.2893,213959_s_at
5.5413,5.5413,5.9302,213960_at
4.5727,4.5727,4.2874,213961_s_at
5.7719,5.7719,5.8923,213962_s_at
5.9697,5.9697,5.3601,213963_s_at
4.4674,4.4674,4.1772,213964_x_at
4.6373,4.6373,4.6469,213965_s_at
5.27,5.27,4.62,213966_at
5.4898,5.4898,4.1772,213967_at
5.2244,5.2244,5.0492,213968_at
14.7756,14.7756,14.7875,213969_x_at
6.7572,6.7572,7.2018,213970_at
10.0243,10.0243,10.4197,213971_s_at
4.3255,4.3255,4.1773,213972_at
6.4524,6.4524,6.6424,213973_at
5.0045,5.0045,4.4863,213974_at
4.1875,4.1875,4.1773,213975_s_at
5.2298,5.2298,4.9046,213976_at
7.4188,7.4188,7.427,213977_s_at
4.1876,4.1876,4.2721,213978_at
7.8113,7.8113,7.4098,213979_s_at
10.1294,10.1294,10.001,213980_s_at
6.497,6.497,6.0094,213981_at
9.3709,9.3709,8.8988,213982_s_at
7.7579,7.7579,8.5127,213983_s_at
7.3372,7.3372,7.7673,213984_at
4.1877,4.1877,4.3491,213985_s_at
6.2079,6.2079,5.7925,213986_s_at
4.5067,4.5067,4.1774,213987_s_at
6.6075,6.6075,8.244,213988_s_at
7.0735,7.0735,7.5006,213989_x_at
5.2001,5.2001,4.4504,213990_s_at
4.8009,4.8009,4.9209,213991_s_at
5.5233,5.5233,5.8407,213992_at
4.4539,4.4539,4.1774,213993_at
4.1877,4.1877,4.1775,213994_s_at
7.3829,7.3829,8.1093,213996_at
4.4272,4.4272,4.4112,213997_at
8.182,8.182,6.6121,213998_s_at
5.1371,5.1371,4.3303,213999_at
5.5797,5.5797,4.2658,214000_s_at
6.9405,6.9405,7.1691,214001_x_at
7.8531,7.8531,7.4634,214002_at
14.8854,14.8854,14.795,214003_x_at
10.2239,10.2239,8.059,214004_s_at
8.7226,8.7226,8.8499,214005_at
6.81,6.81,5.9289,214006_s_at
5.432,5.432,5.8886,214007_s_at
4.1878,4.1878,4.1775,214008_at
6.1624,6.1624,6.5608,214009_at
4.4382,4.4382,4.6573,214010_s_at
8.3656,8.3656,8.5163,214011_s_at
7.7638,7.7638,6.5614,214012_at
4.4337,4.4337,5.3944,214013_s_at
4.3926,4.3926,4.525,214014_at
5.1466,5.1466,4.4196,214015_at
13.2046,13.2046,12.1507,214016_s_at
5.1578,5.1578,5.8697,214017_s_at
4.1879,4.1879,4.1776,214018_at
4.6429,4.6429,4.1777,214019_at
4.1879,4.1879,4.1777,214020_x_at
4.188,4.188,4.5927,214021_x_at
8.4431,8.4431,8.7395,214022_s_at
4.188,4.188,4.9224,214023_x_at
4.4712,4.4712,4.6369,214024_s_at
5.7167,5.7167,5.0717,214025_at
4.1881,4.1881,4.1778,214026_s_at
5.4747,5.4747,4.6739,214027_x_at
5.6095,5.6095,4.6531,214028_x_at
4.1882,4.1882,4.5394,214029_at
5.8697,5.8697,5.3512,214030_at
4.1882,4.1882,4.1778,214031_s_at
7.8896,7.8896,7.6361,214032_at
5.0814,5.0814,5.3386,214033_at
4.7831,4.7831,4.5975,214034_at
11.2057,11.2057,10.2491,214035_x_at
6.5817,6.5817,6.5596,214036_at
6.6069,6.6069,5.812,214037_s_at
5.8671,5.8671,4.8823,214038_at
7.7316,7.7316,8.369,214039_s_at
4.4666,4.4666,4.1779,214040_s_at
5.389,5.389,5.143,214041_x_at
14.1359,14.1359,14.2134,214042_s_at
8.0569,8.0569,6.3895,214043_at
4.79,4.79,4.1779,214044_at
5.9761,5.9761,5.5554,214045_at
4.3051,4.3051,4.5037,214046_at
8.798,8.798,8.3131,214047_s_at
5.9935,5.9935,5.7398,214048_at
4.508,4.508,4.5838,214049_x_at
8.4045,8.4045,9.0408,214051_at
7.2519,7.2519,7.0904,214052_x_at
5.4628,5.4628,6.1356,214053_at
5.2622,5.2622,6.274,214054_at
9.7588,9.7588,8.8864,214055_x_at
6.5648,6.5648,6.4733,214056_at
6.4559,6.4559,5.8824,214057_at
5.5892,5.5892,5.8959,214058_at
6.3126,6.3126,4.8274,214059_at
8.4441,8.4441,8.2703,214060_at
5.157,5.157,4.178,214063_s_at
4.6645,4.6645,4.5625,214064_at
5.7659,5.7659,5.2175,214065_s_at
5.1812,5.1812,4.701,214066_x_at
4.3881,4.3881,4.7171,214067_at
5.6517,5.6517,5.2418,214068_at
5.1256,5.1256,5.1316,214069_at
6.4042,6.4042,6.3303,214070_s_at
4.9319,4.9319,4.6384,214071_at
5.5957,5.5957,5.0948,214072_x_at
4.1883,4.1883,4.178,214073_at
7.166,7.166,6.0889,214075_at
6.7392,6.7392,5.827,214076_at
6.6549,6.6549,5.0299,214077_x_at
4.1884,4.1884,4.1781,214078_at
8.6535,8.6535,9.3716,214080_x_at
5.7798,5.7798,5.1341,214081_at
5.8954,5.8954,4.5557,214082_at
7.324,7.324,7.677,214083_at
7.2602,7.2602,8.5765,214084_x_at
7.9233,7.9233,7.4188,214085_x_at
5.1842,5.1842,5.4916,214087_s_at
5.6107,5.6107,5.6472,214088_s_at
4.1884,4.1884,4.7495,214089_at
4.5994,4.5994,4.7965,214090_at
5.7958,5.7958,6.5862,214091_s_at
9.9535,9.9535,10,214092_x_at
11.035,11.035,9.2335,214093_s_at
6.041,6.041,4.3771,214094_at
6.585,6.585,7.9532,214095_at
11.2144,11.2144,11.2675,214097_at
5.1785,5.1785,4.3237,214098_at
4.3312,4.3312,5.4079,214099_s_at
8.6407,8.6407,8.4284,214100_x_at
5.3524,5.3524,5.5342,214101_s_at
9.0838,9.0838,9.0806,214102_at
4.6577,4.6577,4.2693,214103_s_at
5.4544,5.4544,5.4954,214104_at
5.514,5.514,5.2807,214105_at
8.7428,8.7428,8.6154,214107_x_at
7.4133,7.4133,6.7926,214108_at
8.6759,8.6759,8.6975,214109_at
6.3754,6.3754,5.6219,214110_s_at
4.1885,4.1885,4.4847,214111_at
9.0192,9.0192,9.3782,214112_s_at
7.7187,7.7187,7.8933,214113_s_at
8.9282,8.9282,8.1896,214114_x_at
4.1885,4.1885,4.2845,214115_at
5.7968,5.7968,5.7391,214116_at
5.0297,5.0297,5.9916,214117_s_at
7.9167,7.9167,8.4337,214118_x_at
8.116,8.116,8.1169,214119_s_at
4.8705,4.8705,4.6726,214120_at
4.8629,4.8629,5.5356,214121_x_at
4.8997,4.8997,5.4256,214122_at
4.4524,4.4524,4.1782,214123_s_at
6.8236,6.8236,6.7032,214124_x_at
5.1814,5.1814,4.4173,214125_s_at
5.5119,5.5119,6.2145,214126_at
4.3356,4.3356,4.1782,214127_s_at
4.3106,4.3106,5.2222,214128_at
6.1644,6.1644,6.0174,214129_at
5.1473,5.1473,4.3434,214130_s_at
8.4055,8.4055,6.8822,214131_at
7.2671,7.2671,7.1871,214132_at
4.4823,4.4823,5.5459,214133_at
4.1886,4.1886,4.1783,214134_at
5.7826,5.7826,5.8118,214135_at
5.1975,5.1975,5.3206,214136_at
4.5689,4.5689,5.7568,214137_at
4.412,4.412,4.4294,214138_at
6.1173,6.1173,6.3948,214139_at
6.3312,6.3312,5.2469,214140_at
12.6672,12.6672,13.4612,214141_x_at
4.1887,4.1887,4.3037,214142_at
14.8751,14.8751,14.8867,214143_x_at
5.8905,5.8905,6.1442,214144_at
4.84,4.84,4.5977,214145_s_at
5.2668,5.2668,4.5121,214146_s_at
4.6431,4.6431,4.7012,214147_at
6.8608,6.8608,5.8123,214148_at
5.0736,5.0736,5.8433,214149_s_at
9.2464,9.2464,9.0427,214150_x_at
5.6666,5.6666,6.2731,214151_s_at
4.5908,4.5908,5.1785,214152_at
7.5428,7.5428,7.8321,214153_at
4.1887,4.1887,4.2706,214154_s_at
5.5192,5.5192,5.7462,214155_s_at
4.1888,4.1888,4.7192,214156_at
10.9999,10.9999,9.4274,214157_at
4.7155,4.7155,4.3895,214158_s_at
4.9865,4.9865,4.1783,214159_at
4.341,4.341,5.4898,214160_at
4.1889,4.1889,5.7167,214161_at
4.1889,4.1889,4.4464,214162_at
6.3332,6.3332,5.5013,214163_at
5.0119,5.0119,5.8682,214164_x_at
4.189,4.189,4.1784,214165_s_at
6.526,6.526,5.6961,214166_at
14.621,14.621,14.6992,214167_s_at
5.2324,5.2324,5.7616,214168_s_at
8.075,8.075,7.9266,214169_at
9.2914,9.2914,10.0822,214170_x_at
5.1162,5.1162,4.5042,214171_s_at
5.94,5.94,6.6007,214172_x_at
8.8812,8.8812,9.5702,214173_x_at
5.5554,5.5554,4.3049,214174_s_at
4.4167,4.4167,4.274,214175_x_at
7.3567,7.3567,6.6775,214176_s_at
11.1882,11.1882,8.54,214177_s_at
5.7152,5.7152,5.863,214178_s_at
7.6376,7.6376,7.2454,214179_s_at
5.9736,5.9736,6.6311,214180_at
7.6433,7.6433,5.6731,214181_x_at
9.1522,9.1522,8.1982,214182_at
4.189,4.189,4.3453,214183_s_at
5.257,5.257,5.2867,214184_at
6.8934,6.8934,7.5301,214185_at
6.6253,6.6253,7.0648,214186_s_at
4.3194,4.3194,5.7727,214187_x_at
6.2646,6.2646,5.3429,214188_at
5.5395,5.5395,5.7887,214189_s_at
4.1891,4.1891,4.3676,214190_x_at
4.933,4.933,5.3735,214191_at
7.4317,7.4317,7.7559,214192_at
5.5249,5.5249,6.0024,214193_s_at
6.3871,6.3871,7.1346,214194_at
4.6973,4.6973,4.3563,214195_at
6.4835,6.4835,6.5844,214196_s_at
7.0222,7.0222,7.4094,214197_s_at
7.6663,7.6663,7.4234,214198_s_at
4.1892,4.1892,4.3546,214199_at
4.9271,4.9271,4.6515,214200_s_at
8.1829,8.1829,7.4749,214201_x_at
7.1276,7.1276,6.5895,214202_at
4.1892,4.1892,5.8926,214203_s_at
4.8692,4.8692,4.9691,214204_at
6.8093,6.8093,7.3257,214205_x_at
4.1893,4.1893,4.1784,214206_at
4.1894,4.1894,4.1785,214207_s_at
4.1894,4.1894,4.3759,214208_at
5.6627,5.6627,5.7855,214209_s_at
5.8004,5.8004,5.9628,214210_at
8.2082,8.2082,9.0032,214211_at
5.5885,5.5885,5.3122,214212_x_at
6.5641,6.5641,7.7083,214213_x_at
10.1546,10.1546,10.612,214214_s_at
4.9773,4.9773,4.3217,214215_s_at
4.1895,4.1895,4.1786,214216_s_at
4.69,4.69,4.601,214217_at
4.8057,4.8057,5.3497,214218_s_at
9.7675,9.7675,9.7347,214219_x_at
7.5657,7.5657,7.9757,214220_s_at
5.633,5.633,5.814,214222_at
5.6505,5.6505,4.9098,214223_at
9.3111,9.3111,10.2109,214224_s_at
5.236,5.236,4.7553,214225_at
6.5544,6.5544,6.7471,214226_at
5.4424,5.4424,5.6548,214227_at
4.1896,4.1896,6.2449,214228_x_at
5.8118,5.8118,6.1476,214229_at
11.5644,11.5644,11.1813,214230_at
5.6214,5.6214,5.7564,214231_s_at
6.5126,6.5126,5.8814,214232_at
5.9668,5.9668,5.7225,214233_at
4.8024,4.8024,4.8609,214234_s_at
5.5526,5.5526,5.5222,214235_at
5.1034,5.1034,4.7318,214236_at
4.4479,4.4479,4.5482,214237_x_at
4.912,4.912,5.454,214238_at
5.2869,5.2869,5.1006,214239_x_at
4.1896,4.1896,5.1757,214240_at
7.0988,7.0988,6.7352,214241_at
4.7924,4.7924,4.9226,214242_at
5.949,5.949,8.0015,214243_s_at
4.4679,4.4679,4.9118,214244_s_at
5.877,5.877,6.0675,214245_at
7.741,7.741,7.8358,214246_x_at
4.4013,4.4013,4.4425,214247_s_at
4.6227,4.6227,4.1786,214248_s_at
4.1897,4.1897,4.3171,214249_at
6.829,6.829,5.1827,214250_at
5.8876,5.8876,4.4049,214251_s_at
7.3861,7.3861,7.3288,214252_s_at
4.4148,4.4148,4.5929,214253_s_at
5.1889,5.1889,4.7878,214254_at
7.0482,7.0482,4.9955,214255_at
5.2003,5.2003,6.3295,214256_at
9.7252,9.7252,9.2623,214257_s_at
8.3852,8.3852,9.2146,214258_x_at
4.6952,4.6952,5.1638,214260_at
4.8212,4.8212,4.6427,214261_s_at
4.1898,4.1898,4.1787,214262_at
6.7468,6.7468,7.9441,214264_s_at
4.9803,4.9803,5.472,214265_at
4.1898,4.1898,5.2212,214266_s_at
4.1899,4.1899,4.1787,214267_s_at
8.0633,8.0633,8.262,214268_s_at
4.4047,4.4047,4.2722,214269_at
4.19,4.19,4.5019,214270_s_at
14.7496,14.7496,14.8309,214271_x_at
5.8773,5.8773,5.7539,214272_at
7.2384,7.2384,7.0412,214273_x_at
4.5941,4.5941,4.3481,214275_at
6.7349,6.7349,5.9607,214276_at
4.19,4.19,4.6371,214277_at
4.4137,4.4137,4.9741,214278_s_at
5.0496,5.0496,5.4705,214279_s_at
14.1079,14.1079,14.4715,214280_x_at
9.0223,9.0223,8.286,214281_s_at
4.9247,4.9247,4.1788,214282_at
5.3603,5.3603,6.7205,214283_at
5.5822,5.5822,4.4209,214284_s_at
4.4714,4.4714,4.3039,214285_at
5.4348,5.4348,4.5318,214286_at
5.9806,5.9806,5.6939,214287_s_at
13.4367,13.4367,13.7132,214288_s_at
5.5869,5.5869,6.4351,214289_at
11.708,11.708,10.6855,214290_s_at
7.6452,7.6452,7.1004,214291_at
4.1901,4.1901,4.1788,214292_at
6.3506,6.3506,5.4093,214293_at
5.8829,5.8829,5.5589,214294_at
4.1902,4.1902,5.1008,214295_at
4.9829,4.9829,5.4317,214296_x_at
4.773,4.773,4.3218,214297_at
8.8766,8.8766,9.1138,214298_x_at
7.4152,7.4152,7.7351,214299_at
4.3587,4.3587,4.1789,214300_s_at
4.5925,4.5925,5.6733,214301_s_at
4.309,4.309,4.1789,214302_x_at
4.4982,4.4982,4.2594,214303_x_at
4.1902,4.1902,4.179,214304_x_at
10.6705,10.6705,10.992,214305_s_at
6.605,6.605,6.6188,214306_at
4.1903,4.1903,4.6263,214307_at
5.925,5.925,5.8387,214308_s_at
4.1904,4.1904,4.3874,214309_s_at
5.254,5.254,6.4348,214310_s_at
6.4616,6.4616,5.8057,214311_at
4.7094,4.7094,4.8786,214312_at
5.4282,5.4282,5.1834,214313_s_at
6.3031,6.3031,5.9946,214314_s_at
8.5102,8.5102,8.2208,214315_x_at
8.0958,8.0958,7.6612,214316_x_at
14.9015,14.9015,14.9198,214317_x_at
4.9747,4.9747,5.0494,214318_s_at
4.3376,4.3376,4.6836,214319_at
5.3811,5.3811,6.0207,214320_x_at
5.0426,5.0426,4.8788,214321_at
6.1574,6.1574,5.7761,214322_at
11.1607,11.1607,10.767,214323_s_at
4.6413,4.6413,5.6558,214324_at
4.1904,4.1904,4.1791,214325_at
7.8129,7.8129,7.1478,214326_x_at
14.8196,14.8196,14.6246,214327_x_at
14.6992,14.6992,14.7756,214328_s_at
4.7726,4.7726,4.8953,214329_x_at
7.6529,7.6529,6.7392,214330_at
4.1905,4.1905,5.2589,214331_at
5.2601,5.2601,5.7381,214332_s_at
8.4451,8.4451,8.9667,214333_x_at
14.0631,14.0631,14.3458,214334_x_at
7.2876,7.2876,6.8637,214335_at
6.3016,6.3016,6.6589,214336_s_at
5.2032,5.2032,4.9827,214337_at
7.1987,7.1987,6.8198,214338_at
9.6289,9.6289,9.6795,214339_s_at
5.4238,5.4238,5.8367,214340_at
5.1206,5.1206,5.2933,214341_at
5.4194,5.4194,5.7128,214342_at
4.1905,4.1905,4.1791,214343_s_at
5.5156,5.5156,5.839,214344_at
5.897,5.897,6.2884,214345_at
4.1906,4.1906,4.1792,214346_at
4.288,4.288,4.6471,214347_s_at
4.421,4.421,4.4608,214348_at
8.7346,8.7346,8.6986,214349_at
4.6611,4.6611,4.83,214350_at
14.7913,14.7913,14.6965,214351_x_at
10.1916,10.1916,11.1779,214352_s_at
6.3439,6.3439,6.3532,214353_at
6.723,6.723,6.5114,214354_x_at
6.8226,6.8226,7.6217,214355_x_at
8.562,8.562,7.8758,214356_s_at
5.4439,5.4439,6.2895,214357_at
4.4049,4.4049,4.6741,214358_at
8.4956,8.4956,10.9163,214359_s_at
4.3218,4.3218,4.1792,214360_at
4.3843,4.3843,5.3555,214361_s_at
4.1907,4.1907,5.5204,214362_at
13.8887,13.8887,13.8387,214363_s_at
6.0264,6.0264,6.4781,214364_at
5.7257,5.7257,5.7541,214365_at
6.7484,6.7484,7.7293,214366_s_at
4.9064,4.9064,4.6991,214367_at
6.6203,6.6203,5.7581,214368_at
11.014,11.014,9.0927,214369_s_at
4.1907,4.1907,4.1793,214370_at
4.1908,4.1908,4.1793,214371_at
6.3407,6.3407,5.9785,214372_x_at
8.9395,8.9395,7.4396,214373_at
7.0396,7.0396,4.2859,214374_s_at
8.0561,8.0561,5.5638,214375_at
4.4923,4.4923,5.7265,214376_at
7.0641,7.0641,6.2552,214377_s_at
5.0398,5.0398,4.2557,214378_at
4.8847,4.8847,4.8346,214379_at
4.8528,4.8528,4.4466,214380_at
4.8046,4.8046,4.9931,214381_at
4.3129,4.3129,4.8911,214382_at
7.3932,7.3932,7.7839,214383_x_at
6.5344,6.5344,5.7736,214384_s_at
4.313,4.313,4.1794,214385_s_at
4.4619,4.4619,4.5044,214386_at
4.1908,4.1908,4.1795,214387_x_at
5.1176,5.1176,4.1795,214388_at
4.4415,4.4415,4.1796,214389_at
5.7756,5.7756,4.65,214390_s_at
4.8059,4.8059,5.0252,214391_x_at
4.4245,4.4245,5.1672,214392_at
4.7128,4.7128,4.3117,214393_at
14.7797,14.7797,14.7987,214394_x_at
6.2067,6.2067,6.6504,214395_x_at
4.8838,4.8838,4.4817,214396_s_at
5.3044,5.3044,4.9902,214397_at
6.1664,6.1664,6.0418,214398_s_at
4.1909,4.1909,4.1796,214399_s_at
4.191,4.191,4.1797,214400_at
5.9679,5.9679,6.1608,214401_at
6.9544,6.9544,7.2032,214402_s_at
6.548,6.548,6.2887,214403_x_at
7.2886,7.2886,6.354,214405_at
4.191,4.191,4.4093,214406_s_at
4.3132,4.3132,4.4624,214407_x_at
4.7522,4.7522,5.7024,214408_s_at
5.1865,5.1865,5.5559,214409_at
4.1911,4.1911,4.8566,214410_at
5.9479,5.9479,5.8557,214411_x_at
4.5152,4.5152,4.4798,214412_at
4.1912,4.1912,4.1797,214413_at
7.3394,7.3394,6.264,214414_x_at
6.2122,6.2122,5.0942,214415_at
4.1912,4.1912,4.1798,214416_at
5.7901,5.7901,5.9612,214417_s_at
4.1913,4.1913,4.2534,214418_at
6.2053,6.2053,5.3444,214419_s_at
4.5126,4.5126,4.3238,214420_s_at
5.5815,5.5815,6.1498,214421_x_at
5.5378,5.5378,5.1053,214422_at
5.5251,5.5251,4.8234,214423_x_at
4.1914,4.1914,5.0436,214424_s_at
5.9633,5.9633,5.7361,214425_at
9.1509,9.1509,10.1736,214426_x_at
8.6061,8.6061,9.3571,214427_at
6.1256,6.1256,5.7628,214428_x_at
10.9057,10.9057,9.1081,214429_at
8.6631,8.6631,9.7886,214430_at
10.9858,10.9858,11.097,214431_at
5.1089,5.1089,5.4695,214432_at
5.046,5.046,5.7618,214433_s_at
4.1914,4.1914,4.1799,214434_at
4.8927,4.8927,4.3945,214436_at
8.0832,8.0832,9.323,214437_s_at
9.5862,9.5862,7.5635,214438_at
8.9866,8.9866,8.4986,214439_x_at
6.9857,6.9857,7.9163,214440_at
6.3898,6.3898,6.376,214441_at
9.2956,9.2956,9.9507,214442_s_at
5.2246,5.2246,4.8825,214443_at
4.83,4.83,4.4441,214444_s_at
5.2702,5.2702,5.7714,214445_at
4.4497,4.4497,4.3564,214446_at
7.0402,7.0402,7.1235,214448_x_at
7.036,7.036,6.9451,214449_s_at
4.1915,4.1915,4.1799,214450_at
4.1916,4.1916,4.4887,214451_at
6.0158,6.0158,6.566,214452_at
8.1023,8.1023,7.2515,214453_s_at
4.1916,4.1916,4.267,214454_at
7.4828,7.4828,6.7706,214455_at
4.8426,4.8426,5.225,214456_x_at
4.1917,4.1917,5.1072,214457_at
5.4991,5.4991,5.4357,214458_at
14.7817,14.7817,14.8293,214459_x_at
4.1918,4.1918,4.18,214460_at
4.1918,4.1918,4.18,214461_at
5.5575,5.5575,5.465,214462_at
8.1735,8.1735,8.5436,214463_x_at
7.0452,7.0452,6.4467,214464_at
4.3509,4.3509,4.8555,214465_at
4.1919,4.1919,4.2567,214466_at
5.2307,5.2307,5.9825,214467_at
4.192,4.192,4.1801,214468_at
8.2023,8.2023,7.4083,214469_at
5.2951,5.2951,5.2828,214470_at
7.3179,7.3179,6.7954,214471_x_at
7.5102,7.5102,7.8378,214472_at
6.5584,6.5584,6.1641,214474_at
7.5286,7.5286,5.0668,214475_x_at
4.1921,4.1921,4.6088,214476_at
4.1921,4.1921,4.1801,214477_at
6.0743,6.0743,6.2509,214478_at
4.9146,4.9146,4.5484,214479_at
4.1922,4.1922,4.1802,214480_at
7.139,7.139,7.1071,214481_at
7.6338,7.6338,6.8857,214482_at
4.1922,4.1922,5.3646,214483_s_at
6.0283,6.0283,6.9642,214484_s_at
5.8523,5.8523,5.5069,214485_at
7.003,7.003,6.4336,214486_x_at
7.8729,7.8729,7.9694,214487_s_at
4.1923,4.1923,4.1803,214488_at
5.0428,5.0428,5.3017,214489_at
4.3377,4.3377,5.166,214490_at
4.3698,4.3698,4.4686,214491_at
5.2075,5.2075,4.3455,214492_at
4.1924,4.1924,4.1803,214493_s_at
10.1927,10.1927,8.9193,214494_s_at
4.1924,4.1924,5.8014,214495_at
8.4156,8.4156,7.8721,214496_x_at
4.1925,4.1925,4.1804,214497_s_at
5.1978,5.1978,5.0142,214498_at
10.1778,10.1778,9.345,214499_s_at
7.0455,7.0455,6.541,214500_at
13.2136,13.2136,13.3601,214501_s_at
5.198,5.198,4.2632,214502_at
4.1926,4.1926,4.48,214503_x_at
4.1927,4.1927,4.1804,214504_at
8.3919,8.3919,7.9478,214505_s_at
5.8039,5.8039,6.0715,214506_at
4.5996,4.5996,4.716,214507_s_at
6.0318,6.0318,6.2996,214508_x_at
5.9294,5.9294,5.7312,214509_at
4.7451,4.7451,4.3492,214510_at
5.646,5.646,4.2765,214511_x_at
8.9,8.9,8.4446,214512_s_at
7.39,7.39,7.8309,214513_s_at
4.1927,4.1927,4.3157,214514_at
4.7407,4.7407,4.8402,214515_at
5.8656,5.8656,5.128,214516_at
4.3022,4.3022,4.4113,214517_at
5.3182,5.3182,5.9705,214518_at
5.6342,5.6342,5.4499,214519_s_at
4.4184,4.4184,4.7149,214520_at
4.838,4.838,4.3093,214521_at
6.8217,6.8217,5.6164,214522_x_at
4.6306,4.6306,5.897,214523_at
5.1868,5.1868,5.332,214524_at
5.6392,5.6392,6.132,214525_x_at
8.88,8.88,9.6306,214526_x_at
9.4038,9.4038,9.5107,214527_s_at
4.1928,4.1928,4.2846,214528_s_at
6.0908,6.0908,5.9442,214529_at
