Gene,Sample1,Sample2,Sample3
11.8505,11.8505,10.4656,201769_at
10.3307,10.3307,12.3931,201770_at
8.9436,8.9436,9.1891,201771_at
8.3752,8.3752,8.7783,201772_at
10.4778,10.4778,9.8723,201773_at
6.1107,6.1107,6.6032,201775_s_at
6.1212,6.1212,6.0128,201776_s_at
7.0738,7.0738,6.9046,201777_s_at
8.5208,8.5208,9.4884,201779_s_at
7.0445,7.0445,7.533,201780_s_at
7.1444,7.1444,7.7145,201781_s_at
9.9478,9.9478,9.8081,201782_s_at
11.0237,11.0237,10.7128,201783_s_at
11.4852,11.4852,11.2127,201784_s_at
5.603,5.603,6.4577,201785_at
4.2999,4.2999,4.3227,201787_at
4.7429,4.7429,4.1192,201789_at
4.4847,4.4847,4.7833,201790_s_at
6.3916,6.3916,6.1888,201791_s_at
8.8087,8.8087,10.9317,201792_at
7.8835,7.8835,7.2582,201793_x_at
6.1984,6.1984,4.5028,201796_s_at
7.6126,7.6126,7.8442,201797_s_at
7.5424,7.5424,7.9549,201799_s_at
9.2315,9.2315,9.1502,201800_s_at
5.5402,5.5402,6.0726,201801_s_at
6.7986,6.7986,7.2367,201802_at
10.6081,10.6081,10.5123,201803_at
6.9321,6.9321,7.8129,201805_at
6.4574,6.4574,5.7282,201806_s_at
4.7822,4.7822,4.6005,201808_s_at
8.6334,8.6334,6.5033,201809_s_at
6.4194,6.4194,7.5825,201810_s_at
12.381,12.381,12.1699,201812_s_at
8.5853,8.5853,8.8766,201813_s_at
10.0392,10.0392,10.6477,201814_at
6.3355,6.3355,6.6243,201815_s_at
10.2948,10.2948,10.4595,201816_s_at
6.1181,6.1181,5.4475,201818_at
4.713,4.713,4.985,201820_at
6.9104,6.9104,8.2625,201821_s_at
5.6644,5.6644,5.2141,201822_at
6.4949,6.4949,6.6942,201823_s_at
6.1225,6.1225,6.0442,201824_at
7.6597,7.6597,7.5256,201826_s_at
7.6217,7.6217,8.1037,201828_x_at
9.6371,9.6371,10.8202,201830_s_at
7.7548,7.7548,8.1186,201831_s_at
9.34,9.34,9.1437,201832_s_at
7.4313,7.4313,8.307,201834_at
5.4837,5.4837,6.7499,201835_s_at
6.4351,6.4351,6.3065,201836_s_at
9.4649,9.4649,9.2342,201837_s_at
6.137,6.137,5.5872,201838_s_at
4.6038,4.6038,5.0677,201839_s_at
8.851,8.851,9.3709,201840_at
5.2486,5.2486,4.1193,201842_s_at
4.3125,4.3125,4.3751,201843_s_at
12.5224,12.5224,11.4515,201844_s_at
12.7852,12.7852,11.0722,201846_s_at
5.6195,5.6195,6.0304,201848_s_at
7.8362,7.8362,7.5417,201850_at
7.727,7.727,7.7626,201851_at
4.5394,4.5394,5.3255,201852_x_at
7.9581,7.9581,9.0051,201854_s_at
7.8888,7.8888,6.9101,201856_s_at
11.6319,11.6319,10.6773,201857_at
7.3436,7.3436,8.887,201858_s_at
8.6823,8.6823,9.8842,201859_at
5.6429,5.6429,5.788,201860_s_at
12.0545,12.0545,11.6063,201861_s_at
10.2228,10.2228,9.1274,201862_s_at
10.0402,10.0402,9.9008,201864_at
11.7804,11.7804,10.1778,201865_x_at
9.9554,9.9554,8.8395,201866_s_at
6.5865,6.5865,6.5644,201867_s_at
4.1194,4.1194,4.608,201868_s_at
4.8783,4.8783,4.7627,201869_s_at
11.9725,11.9725,11.3502,201871_s_at
7.3811,7.3811,7.1181,201872_s_at
8.2527,8.2527,8.1614,201873_s_at
7.2855,7.2855,9.7107,201874_at
7.4356,7.4356,7.2622,201876_at
8.1798,8.1798,9.3535,201877_s_at
8.7194,8.7194,7.6889,201878_at
8.7395,8.7395,8.2272,201879_at
9.1177,9.1177,7.8991,201880_at
8.7968,8.7968,8.4881,201881_s_at
5.7875,5.7875,5.5993,201882_x_at
8.9703,8.9703,9.657,201883_s_at
5.9352,5.9352,5.6769,201884_at
10.7757,10.7757,10.836,201885_s_at
8.0316,8.0316,8.367,201886_at
4.9211,4.9211,4.5199,201888_s_at
12.5063,12.5063,12.7416,201890_at
14.8229,14.8229,14.6821,201891_s_at
13.7892,13.7892,14.0065,201892_s_at
6.4645,6.4645,6.2798,201893_x_at
9.5411,9.5411,9.771,201894_s_at
8.876,8.876,9.4521,201895_at
10.5399,10.5399,11.3129,201897_s_at
11.6191,11.6191,10.8317,201898_s_at
12.8906,12.8906,12.7488,201901_s_at
5.8242,5.8242,6.8265,201902_s_at
10.9239,10.9239,12.3239,201903_at
6.6274,6.6274,4.2812,201904_s_at
5.2984,5.2984,4.3045,201905_s_at
6.9457,6.9457,5.1975,201906_s_at
4.4531,4.4531,6.4007,201907_x_at
9.6306,9.6306,9.8241,201908_at
14.1914,14.1914,14.1192,201909_at
6.2455,6.2455,4.9126,201910_at
5.5009,5.5009,5.615,201911_s_at
7.8402,7.8402,8.1256,201912_s_at
11.2584,11.2584,9.7509,201914_s_at
6.724,6.724,5.2114,201915_at
11.4714,11.4714,10.39,201916_s_at
12.0441,12.0441,11.841,201917_s_at
10.0214,10.0214,9.7475,201918_at
10.4877,10.4877,10.6978,201919_at
10.1938,10.1938,11.5958,201920_at
9.5726,9.5726,8.5641,201921_at
9.103,9.103,9.6314,201923_at
9.449,9.449,10.2065,201925_s_at
8.1477,8.1477,8.7906,201926_s_at
5.4686,5.4686,5.5473,201927_s_at
7.6928,7.6928,7.2509,201928_at
5.7831,5.7831,5.3053,201929_s_at
10.7142,10.7142,11.4911,201930_at
8.6925,8.6925,8.8194,201933_at
11.2548,11.2548,11.2711,201934_at
7.5253,7.5253,7.3578,201935_s_at
6.0223,6.0223,5.314,201936_s_at
8.7655,8.7655,8.3333,201937_s_at
13.088,13.088,13.4809,201938_at
7.552,7.552,6.1733,201939_at
5.7706,5.7706,6.4042,201940_at
7.3001,7.3001,8.2662,201941_at
5.9812,5.9812,5.7921,201942_s_at
5.3357,5.3357,6.6057,201943_s_at
8.4936,8.4936,8.3474,201944_at
7.925,7.925,7.1238,201945_at
9.7771,9.7771,10.8982,201946_s_at
13.4077,13.4077,13.724,201947_s_at
8.3013,8.3013,9.2879,201948_at
8.5776,8.5776,8.7952,201949_x_at
5.3075,5.3075,5.9305,201951_at
7.3486,7.3486,7.7653,201952_at
8.71,8.71,9.7115,201953_at
9.3294,9.3294,10.0214,201954_at
9.8349,9.8349,9.7921,201955_at
9.3153,9.3153,9.6545,201956_s_at
7.0577,7.0577,7.0768,201957_at
4.1195,4.1195,4.1194,201958_s_at
5.7295,5.7295,7.0284,201961_s_at
7.8201,7.8201,8.9401,201962_s_at
7.1528,7.1528,7.5032,201964_at
9.898,9.898,9.8045,201965_s_at
9.4642,9.4642,10.1069,201966_at
10.3173,10.3173,10.3982,201969_at
12.3658,12.3658,12.4118,201970_s_at
5.4493,5.4493,5.4597,201971_s_at
9.9459,9.9459,9.3294,201972_at
11.726,11.726,12.4999,201973_s_at
6.8325,6.8325,6.643,201974_s_at
7.1837,7.1837,7.0485,201975_at
6.3245,6.3245,6.8777,201977_s_at
7.515,7.515,6.7327,201978_s_at
4.8166,4.8166,5.7556,201979_s_at
4.1195,4.1195,4.6174,201981_at
5.3553,5.3553,5.7963,201982_s_at
4.329,4.329,4.1195,201983_s_at
9.17,9.17,8.0401,201986_at
9.7895,9.7895,8.7056,201987_at
6.0658,6.0658,6.5696,201988_s_at
6.8318,6.8318,6.8983,201989_s_at
5.8918,5.8918,5.6231,201990_s_at
11.7781,11.7781,11.1641,201991_s_at
7.1161,7.1161,7.0501,201992_s_at
13.9445,13.9445,13.4318,201993_x_at
11.7395,11.7395,12.283,201994_at
7.6824,7.6824,7.6013,201996_s_at
7.702,7.702,8.1905,201998_at
9.2837,9.2837,9.2928,201999_s_at
9.1255,9.1255,10.1193,202000_at
11.2782,11.2782,12.1589,202001_s_at
5.2099,5.2099,5.1439,202002_at
8.6003,8.6003,10.0402,202003_s_at
8.6035,8.6035,9.4582,202004_x_at
4.7132,4.7132,6.896,202005_at
4.1196,4.1196,4.1195,202007_at
4.7045,4.7045,5.2162,202008_s_at
10.1223,10.1223,10.8303,202010_s_at
7.3865,7.3865,7.674,202012_s_at
5.8346,5.8346,5.6245,202013_s_at
8.8953,8.8953,8.6466,202014_at
4.9762,4.9762,4.6394,202015_x_at
5.003,5.003,4.7059,202017_at
4.1197,4.1197,4.1196,202018_s_at
6.7822,6.7822,7.2737,202019_s_at
10.0997,10.0997,10.0372,202020_s_at
14.6821,14.6821,14.6449,202021_x_at
5.7063,5.7063,4.8116,202023_at
7.659,7.659,8.0167,202024_at
8.4328,8.4328,8.1883,202026_at
6.8906,6.8906,7.2212,202027_at
9.5983,9.5983,9.1457,202028_s_at
14.667,14.667,14.7232,202029_x_at
7.3267,7.3267,7.0488,202030_at
13.0588,13.0588,12.6498,202031_s_at
10.5299,10.5299,9.3287,202033_s_at
9.158,9.158,7.9879,202034_x_at
5.0675,5.0675,5.0453,202035_s_at
4.1197,4.1197,4.3763,202036_s_at
6.0489,6.0489,6.0806,202037_s_at
11.86,11.86,10.807,202039_at
9.4694,9.4694,9.4342,202042_at
8.6102,8.6102,8.8596,202043_s_at
5.404,5.404,4.9373,202044_at
7.0067,7.0067,6.9395,202045_s_at
5.443,5.443,5.6422,202046_s_at
7.5194,7.5194,8.5355,202047_s_at
5.5071,5.5071,7.1929,202048_s_at
6.871,6.871,7.1857,202049_s_at
7.8624,7.8624,7.133,202050_s_at
7.8269,7.8269,7.2983,202051_s_at
6.8157,6.8157,7.3847,202053_s_at
5.1343,5.1343,5.7487,202054_s_at
8.422,8.422,7.7795,202055_at
7.2422,7.2422,6.5931,202056_at
5.8019,5.8019,5.448,202057_at
5.8014,5.8014,6.3663,202058_s_at
7.888,7.888,7.6836,202059_s_at
7.598,7.598,8.7711,202060_at
8.1762,8.1762,8.0311,202061_s_at
6.7109,6.7109,6.2634,202062_s_at
5.8617,5.8617,5.6028,202063_s_at
4.8191,4.8191,5.0556,202064_s_at
6.4233,6.4233,6.3196,202065_s_at
8.3594,8.3594,8.0828,202066_at
4.1198,4.1198,4.1197,202067_s_at
6.0721,6.0721,5.6002,202068_s_at
6.4333,6.4333,7.0948,202069_s_at
6.8694,6.8694,7.3341,202070_s_at
6.3222,6.3222,6.3108,202071_at
6.9516,6.9516,7.4457,202072_at
7.2959,7.2959,5.4702,202073_at
4.1198,4.1198,5.6107,202075_s_at
12.065,12.065,11.8012,202077_at
11.8912,11.8912,13.2901,202078_at
7.5516,7.5516,8.2735,202079_s_at
8.6397,8.6397,9.0876,202080_s_at
13.2855,13.2855,12.3209,202081_at
8.3732,8.3732,8.3944,202082_s_at
9.5053,9.5053,10.416,202084_s_at
9.496,9.496,8.6936,202085_at
7.6445,7.6445,8.9679,202086_at
9.0991,9.0991,8.8893,202088_at
7.2522,7.2522,7.0611,202089_s_at
10.3218,10.3218,10.7713,202090_s_at
5.2753,5.2753,4.9213,202091_at
7.7464,7.7464,8.1959,202092_s_at
7.6947,7.6947,8.721,202094_at
9.9718,9.9718,11.1269,202096_s_at
8.262,8.262,7.4738,202098_s_at
5.509,5.509,5.4156,202099_s_at
6.0126,6.0126,4.7682,202101_s_at
10.8639,10.8639,10.1609,202102_s_at
6.905,6.905,6.5853,202103_at
8.9527,8.9527,7.7114,202104_s_at
7.8161,7.8161,7.9118,202106_at
13.2448,13.2448,13.9785,202107_s_at
12.1589,12.1589,12.1975,202110_at
11.401,11.401,8.6082,202113_s_at
6.9742,6.9742,7.1336,202115_s_at
8.2532,8.2532,7.7756,202116_at
9.1132,9.1132,7.7721,202118_s_at
9.6687,9.6687,10.0253,202120_x_at
8.8841,8.8841,8.954,202121_s_at
8.2588,8.2588,8.4961,202122_s_at
6.8915,6.8915,7.6663,202124_s_at
9.5694,9.5694,9.4327,202126_at
9.9064,9.9064,9.4304,202127_at
7.6533,7.6533,7.5568,202129_s_at
9.2105,9.2105,9.9631,202130_at
8.4064,8.4064,7.4471,202131_s_at
5.3157,5.3157,5.3514,202132_at
4.407,4.407,4.3605,202133_at
4.3678,4.3678,4.5201,202134_s_at
8.9995,8.9995,8.2467,202135_s_at
8.6716,8.6716,7.4558,202136_at
4.2929,4.2929,5.6349,202137_s_at
8.3651,8.3651,9.1998,202138_x_at
8.6276,8.6276,9.5694,202139_at
9.0001,9.0001,8.8736,202140_s_at
10.8084,10.8084,11.3426,202141_s_at
8.3915,8.3915,8.4554,202142_at
7.5983,7.5983,8.8607,202143_s_at
11.4773,11.4773,11.4793,202144_s_at
6.6409,6.6409,7.2897,202145_at
8.3338,8.3338,8.0057,202146_at
8.1107,8.1107,8.1987,202147_s_at
5.0375,5.0375,5.6292,202149_at
4.9228,4.9228,5.5181,202150_s_at
7.7871,7.7871,8.618,202151_s_at
8.1156,8.1156,8.7302,202152_x_at
9.9073,9.9073,12.487,202154_x_at
8.7242,8.7242,9.0825,202155_s_at
9.8768,9.8768,9.1068,202156_s_at
11.785,11.785,11.6106,202157_s_at
8.8556,8.8556,8.0069,202158_s_at
7.1248,7.1248,7.3355,202159_at
12.0055,12.0055,10.5172,202160_at
7.9011,7.9011,7.7371,202161_at
9.7261,9.7261,10.484,202162_s_at
10.182,10.182,9.4267,202163_s_at
9.709,9.709,10.3644,202164_s_at
9.3082,9.3082,9.049,202165_at
9.6363,9.6363,10.057,202166_s_at
8.3637,8.3637,8.2335,202167_s_at
10.7114,10.7114,10.2184,202168_at
7.8543,7.8543,7.4543,202169_s_at
8.8829,8.8829,8.492,202170_s_at
10.7087,10.7087,10.0501,202171_at
8.698,8.698,8.6144,202172_at
9.7518,9.7518,8.6292,202173_s_at
6.27,6.27,6.597,202175_at
8.49,8.49,9.0946,202176_at
4.1199,4.1199,4.1197,202177_at
10.9967,10.9967,10.9501,202181_at
7.8109,7.8109,7.7359,202182_at
8.8958,8.8958,9.2309,202183_s_at
4.12,4.12,4.1198,202186_x_at
12.4459,12.4459,12.8372,202189_x_at
6.4799,6.4799,6.262,202190_at
9.3337,9.3337,10.9548,202191_s_at
8.2491,8.2491,10.1948,202192_s_at
7.7978,7.7978,6.7246,202193_at
10.4791,10.4791,9.8072,202194_at
7.4634,7.4634,7.6308,202195_s_at
4.12,4.12,4.1198,202196_s_at
9.8732,9.8732,8.8684,202197_at
5.7235,5.7235,6.1942,202198_s_at
6.7004,6.7004,7.2931,202199_s_at
8.4687,8.4687,8.4279,202200_s_at
4.1201,4.1201,4.7292,202201_at
4.1202,4.1202,5.0545,202202_s_at
7.6514,7.6514,7.9395,202203_s_at
8.402,8.402,8.2086,202204_s_at
5.6102,5.6102,6.7578,202205_at
6.5201,6.5201,7.5901,202206_at
10.3014,10.3014,10.858,202209_at
6.864,6.864,5.4287,202210_x_at
9.0446,9.0446,8.5395,202211_at
7.8771,7.8771,7.7308,202212_at
7.0405,7.0405,6.857,202213_s_at
8.3886,8.3886,7.8185,202214_s_at
7.7626,7.7626,7.8273,202215_s_at
6.3108,6.3108,7.5742,202216_x_at
8.6497,8.6497,9.2963,202217_at
6.9366,6.9366,7.2488,202218_s_at
4.4894,4.4894,4.27,202219_at
8.0651,8.0651,7.8342,202221_s_at
5.7596,5.7596,4.1199,202222_s_at
7.5953,7.5953,7.4382,202223_at
6.946,6.946,6.7976,202225_at
6.0936,6.0936,6.1789,202226_s_at
9.8741,9.8741,8.9854,202227_s_at
8.6915,8.6915,9.4785,202228_s_at
4.8411,4.8411,4.9129,202229_s_at
11.8012,11.8012,11.4145,202231_at
11.3744,11.3744,11.3185,202232_s_at
13.2002,13.2002,13.3178,202233_s_at
6.3883,6.3883,6.8211,202234_s_at
4.5787,4.5787,5.3331,202235_at
5.9739,5.9739,7.0958,202236_s_at
5.1121,5.1121,4.687,202237_at
4.1202,4.1202,4.6336,202238_s_at
8.6323,8.6323,8.859,202239_at
7.3422,7.3422,5.2689,202242_at
11.6043,11.6043,11.7102,202243_s_at
13.3039,13.3039,13.1869,202244_at
7.4335,7.4335,7.864,202245_at
6.1992,6.1992,6.5702,202247_s_at
7.164,7.164,7.0461,202248_at
7.0761,7.0761,4.4674,202249_s_at
8.3804,8.3804,7.581,202250_s_at
9.5006,9.5006,8.9746,202251_at
9.5702,9.5702,8.1771,202252_at
7.3786,7.3786,6.6809,202253_s_at
5.6524,5.6524,5.7272,202254_at
5.7863,5.7863,7.0155,202255_s_at
7.9707,7.9707,8.6014,202256_at
8.1432,8.1432,9.2268,202257_s_at
8.8858,8.8858,8.3761,202258_s_at
7.417,7.417,6.1286,202259_s_at
9.2513,9.2513,10.0491,202262_x_at
7.3626,7.3626,7.3116,202263_at
8.6123,8.6123,8.7373,202264_s_at
10.2119,10.2119,8.5061,202265_at
8.9558,8.9558,10.0812,202266_at
5.9336,5.9336,4.7353,202267_at
10.5023,10.5023,11.1252,202268_s_at
7.4234,7.4234,5.6446,202269_x_at
6.6096,6.6096,5.1521,202270_at
7.6206,7.6206,7.833,202271_at
7.4719,7.4719,8.0036,202272_s_at
5.1316,5.1316,4.5652,202273_at
5.6678,5.6678,6.3413,202274_at
7.4864,7.4864,7.2113,202275_at
7.9917,7.9917,8.7544,202277_at
5.6179,5.6179,6.1891,202278_s_at
11.2764,11.2764,11.8481,202279_at
4.1203,4.1203,4.12,202280_at
9.018,9.018,8.3871,202281_at
7.3439,7.3439,8.3305,202283_at
4.9382,4.9382,4.3464,202285_s_at
5.0377,5.0377,4.12,202286_s_at
4.1203,4.1203,4.4512,202287_s_at
7.1067,7.1067,7.7238,202288_at
5.3083,5.3083,5.4342,202289_s_at
6.9788,6.9788,6.8262,202290_at
5.2567,5.2567,4.1201,202291_s_at
8.2607,8.2607,9.1859,202292_x_at
8.3018,8.3018,8.1014,202293_at
8.6444,8.6444,8.5569,202294_at
6.423,6.423,5.99,202295_s_at
8.9823,8.9823,9.4619,202296_s_at
7.937,7.937,7.4682,202297_s_at
11.2354,11.2354,12.0571,202299_s_at
11.5093,11.5093,12.4903,202300_at
10.0441,10.0441,10.5161,202301_s_at
12.7926,12.7926,13.0838,202302_s_at
8.1446,8.1446,7.8571,202303_x_at
7.8326,7.8326,7.4446,202304_at
8.4751,8.4751,9.4319,202305_s_at
10.2012,10.2012,10.3048,202307_s_at
7.0021,7.0021,6.2455,202308_at
9.7921,9.7921,10.0243,202309_at
4.8868,4.8868,4.5499,202311_s_at
5.3898,5.3898,5.1992,202312_s_at
9.5678,9.5678,10.362,202313_at
6.6732,6.6732,7.1647,202314_at
11.6169,11.6169,9.929,202315_s_at
6.197,6.197,6.3649,202316_x_at
9.2085,9.2085,9.1766,202317_s_at
5.2717,5.2717,5.0498,202319_at
5.7865,5.7865,7.2408,202320_at
4.1204,4.1204,5.3701,202321_at
6.9746,6.9746,6.5856,202322_s_at
7.8165,7.8165,8.1177,202323_s_at
11.9327,11.9327,11.8768,202325_s_at
7.8864,7.8864,7.8406,202326_at
5.668,5.668,5.4413,202327_s_at
7.0811,7.0811,8.4891,202330_s_at
11.4872,11.4872,9.5395,202333_s_at
8.5329,8.5329,7.7938,202334_s_at
5.4979,5.4979,5.2313,202335_s_at
7.0758,7.0758,5.3366,202336_s_at
8.0277,8.0277,8.9703,202338_at
6.3868,6.3868,5.1551,202339_at
7.2695,7.2695,8.6207,202340_x_at
4.2891,4.2891,4.8077,202341_s_at
4.7327,4.7327,5.0366,202342_s_at
10.7224,10.7224,11.092,202343_x_at
8.0582,8.0582,7.886,202344_at
8.9311,8.9311,11.2075,202345_s_at
7.0306,7.0306,6.937,202346_at
9.5168,9.5168,9.0647,202347_s_at
7.3015,7.3015,7.5245,202348_s_at
4.5307,4.5307,4.1202,202350_s_at
7.2096,7.2096,6.6415,202351_at
10.2065,10.2065,10.3296,202352_s_at
6.8417,6.8417,7.7059,202353_s_at
6.6302,6.6302,6.8541,202354_s_at
8.1331,8.1331,8.7422,202355_s_at
8.2772,8.2772,9.0273,202356_s_at
4.1205,4.1205,5.0874,202357_s_at
4.7782,4.7782,5.1553,202358_s_at
6.5998,6.5998,6.0839,202359_s_at
8.8013,8.8013,8.6071,202360_at
5.5997,5.5997,4.5469,202363_at
10.1409,10.1409,8.6434,202364_at
7.7555,7.7555,7.5505,202367_at
12.5652,12.5652,13.5922,202370_s_at
7.8058,7.8058,7.3836,202372_at
8.9347,8.9347,9.0628,202373_s_at
6.9159,6.9159,6.8423,202374_s_at
6.2867,6.2867,5.2762,202375_at
4.6433,4.6433,4.6613,202376_at
8.9788,8.9788,8.0655,202377_at
9.6905,9.6905,8.5842,202378_s_at
11.8816,11.8816,11.432,202379_s_at
9.4185,9.4185,8.8982,202380_s_at
6.7184,6.7184,7.0621,202381_at
7.1562,7.1562,7.2754,202383_at
7.0514,7.0514,7.4004,202384_s_at
6.5242,6.5242,7.0337,202385_s_at
9.7081,9.7081,9.6184,202386_s_at
10.4618,10.4618,11.0591,202387_at
8.2652,8.2652,8.831,202389_s_at
7.1498,7.1498,7.3344,202390_s_at
6.7085,6.7085,6.6967,202392_s_at
12.1047,12.1047,8.8025,202393_s_at
7.8137,7.8137,8.5021,202395_at
9.0717,9.0717,8.7772,202397_at
4.9586,4.9586,5.6539,202398_at
8.286,8.286,8.8666,202399_s_at
4.1205,4.1205,4.421,202400_s_at
7.3535,7.3535,6.5218,202402_s_at
5.7684,5.7684,5.5744,202403_s_at
4.1206,4.1206,5.2948,202404_s_at
7.7559,7.7559,6.7534,202405_at
11.3222,11.3222,11.2372,202406_s_at
6.878,6.878,7.1077,202407_s_at
4.3691,4.3691,5.0758,202409_at
4.1206,4.1206,4.1202,202410_x_at
4.9936,4.9936,5.0484,202411_at
9.9373,9.9373,10.3515,202412_s_at
7.5376,7.5376,7.8632,202415_s_at
8.914,8.914,8.4391,202416_at
7.8995,7.8995,8.0124,202418_at
8.2999,8.2999,7.9896,202419_at
12.375,12.375,12.375,202420_s_at
5.0379,5.0379,6.3279,202421_at
5.0844,5.0844,4.9319,202422_s_at
10.4816,10.4816,9.8989,202424_at
9.9883,9.9883,9.395,202425_x_at
4.9859,4.9859,4.1203,202426_s_at
11.5254,11.5254,13.0671,202428_x_at
6.913,6.913,5.3232,202430_s_at
9.3421,9.3421,8.1637,202432_at
4.1207,4.1207,4.7795,202434_s_at
5.049,5.049,5.3416,202435_s_at
5.573,5.573,6.0334,202436_s_at
4.3083,4.3083,4.6872,202437_s_at
5.009,5.009,4.3504,202438_x_at
6.733,6.733,6.2534,202439_s_at
5.7848,5.7848,6.3757,202440_s_at
11.5811,11.5811,10.8997,202442_at
8.0565,8.0565,7.5987,202443_x_at
5.843,5.843,6.5359,202444_s_at
5.8607,5.8607,5.495,202445_s_at
5.7836,5.7836,6.7766,202448_s_at
7.0638,7.0638,6.077,202449_s_at
7.4832,7.4832,8.0337,202450_s_at
6.4506,6.4506,6.5474,202451_at
6.6688,6.6688,6.8793,202453_s_at
8.7204,8.7204,8.5554,202455_at
4.4297,4.4297,4.5897,202456_s_at
9.3457,9.3457,8.2744,202457_s_at
7.674,7.674,8.1269,202459_s_at
7.6403,7.6403,7.4861,202460_s_at
8.7094,8.7094,9.1554,202461_at
9.7632,9.7632,9.8259,202462_s_at
7.5777,7.5777,7.3292,202463_s_at
9.7867,9.7867,11.0031,202464_s_at
4.5957,4.5957,4.953,202465_at
12.681,12.681,12.0131,202467_s_at
11.0478,11.0478,11.4398,202469_s_at
7.13,7.13,7.8987,202470_s_at
9.8232,9.8232,9.643,202471_s_at
6.4036,6.4036,6.4946,202472_at
4.6751,4.6751,5.3663,202473_x_at
9.1281,9.1281,9.304,202474_s_at
9.6595,9.6595,9.6503,202475_at
5.304,5.304,6.4168,202476_s_at
8.662,8.662,8.6524,202477_s_at
5.4878,5.4878,7.9353,202478_at
5.2435,5.2435,7.4037,202479_s_at
5.9418,5.9418,6.1831,202480_s_at
4.9133,4.9133,4.3086,202481_at
6.5826,6.5826,5.73,202482_x_at
10.8848,10.8848,12.5387,202483_s_at
10.4077,10.4077,10.4816,202484_s_at
5.4513,5.4513,6.0734,202485_s_at
12.129,12.129,13.9166,202487_s_at
7.253,7.253,7.5641,202488_s_at
5.2454,5.2454,5.3592,202490_at
7.9015,7.9015,8.0419,202492_at
5.5144,5.5144,4.7236,202493_x_at
9.3386,9.3386,8.7672,202495_at
9.2241,9.2241,9.162,202496_at
4.5918,4.5918,5.3077,202497_x_at
4.9882,4.9882,4.5202,202498_s_at
6.2065,6.2065,6.7621,202499_s_at
10.7184,10.7184,10.6611,202501_at
8.8724,8.8724,8.9581,202502_at
13.4809,13.4809,14.2351,202503_s_at
5.858,5.858,4.7915,202504_at
10.3492,10.3492,11.6021,202505_at
8.3585,8.3585,8.0681,202506_at
4.1208,4.1208,4.9674,202508_s_at
5.5324,5.5324,5.9992,202509_s_at
6.7487,6.7487,7.3521,202510_s_at
8.7291,8.7291,9.4001,202511_s_at
6.1552,6.1552,6.4274,202512_s_at
6.9473,6.9473,7.0087,202514_at
10.3446,10.3446,9.527,202515_at
4.7362,4.7362,5.153,202516_s_at
7.641,7.641,6.6744,202517_at
13.5922,13.5922,11.0125,202519_at
10.0068,10.0068,10.5758,202520_s_at
10.0078,10.0078,10.5912,202522_at
6.3783,6.3783,6.9079,202523_s_at
7.5765,7.5765,8.0928,202524_s_at
4.9405,4.9405,4.9146,202525_at
6.285,6.285,5.7771,202526_at
7.5927,7.5927,7.1047,202527_s_at
8.0024,8.0024,7.9291,202529_at
9.8595,9.8595,9.1945,202530_at
9.523,9.523,8.7275,202531_at
9.0572,9.0572,9.7014,202532_s_at
6.5772,6.5772,7.11,202533_s_at
10.4999,10.4999,11.0607,202534_x_at
8.8064,8.8064,8.5153,202536_at
8.4406,8.4406,8.4117,202537_s_at
7.7433,7.7433,8.2722,202538_s_at
6.5459,6.5459,7.2175,202539_s_at
8.2154,8.2154,7.6639,202541_at
10.4449,10.4449,9.5061,202542_s_at
7.2008,7.2008,6.9886,202543_s_at
10.5148,10.5148,10.2768,202544_at
7.7242,7.7242,7.3102,202547_s_at
11.3857,11.3857,10.7005,202548_s_at
4.1208,4.1208,4.2615,202549_at
7.4795,7.4795,6.6155,202551_s_at
6.71,6.71,6.0396,202552_s_at
5.7811,5.7811,6.2031,202554_s_at
7.7642,7.7642,8.7851,202556_s_at
7.1538,7.1538,7.5859,202557_at
7.8462,7.8462,7.7312,202558_s_at
8.4891,8.4891,8.7483,202559_x_at
10.484,10.484,8.9467,202560_s_at
7.0901,7.0901,7.1864,202561_at
7.2436,7.2436,7.1991,202562_s_at
5.1333,5.1333,5.021,202563_at
6.8698,6.8698,7.8737,202564_x_at
6.7643,6.7643,6.2901,202565_s_at
5.1335,5.1335,5.2644,202566_s_at
11.9033,11.9033,12.3658,202567_at
8.1481,8.1481,8.2,202568_s_at
6.8122,6.8122,6.6607,202569_s_at
5.7046,5.7046,5.0239,202570_s_at
5.2648,5.2648,5.1085,202571_s_at
6.2429,6.2429,6.2629,202572_s_at
11.6277,11.6277,10.0792,202573_at
8.0124,8.0124,7.752,202574_s_at
8.7406,8.7406,9.3337,202576_s_at
8.5153,8.5153,8.3338,202577_s_at
5.4624,5.4624,6.5868,202578_s_at
9.1819,9.1819,9.2712,202579_x_at
10.2723,10.2723,10.4268,202580_x_at
6.4532,6.4532,6.5398,202581_at
12.6707,12.6707,12.0055,202582_s_at
8.239,8.239,7.89,202584_at
6.2887,6.2887,6.3393,202585_s_at
4.3719,4.3719,5.7111,202586_at
8.4609,8.4609,6.8519,202587_s_at
6.7029,6.7029,5.2486,202588_at
14.6792,14.6792,14.8112,202589_at
6.431,6.431,6.6317,202590_s_at
11.3408,11.3408,11.9625,202591_s_at
8.4436,8.4436,9.5951,202592_at
6.332,6.332,6.6889,202593_s_at
7.4652,7.4652,7.7028,202594_at
8.3474,8.3474,8.8252,202595_s_at
12.9295,12.9295,12.2428,202596_at
5.3494,5.3494,5.7339,202597_at
